,instance,rule,preprocessed rules,lang
1268,wobbl.xyz,"[General] You have 48 hours to comply with or respond to a request from Wobbl.xyz staff before you run the risk of moderation action (post deletion, account strike, etc.).",general you have 48 hours to comply with or respond to a request from wobblxyz staff before you run the risk of moderation action post deletion account strike etc,English
1269,wobbl.xyz,"[Behavior] Be respectful. Personal attacks, dogpiling, harassment, hate speech, racism, transphobia, etc. are prohibited. Do not post misinformation.",behavior be respectful personal attacks dogpiling harassment hate speech racism transphobia etc are prohibited do not post misinformation,English
1270,wobbl.xyz,[Behavior] No screenshot dunking or unsubstantiated callouts. Do not post screenshots of other posts just to add negative commentary. Callout posts must include proof of their claims.,behavior no screenshot dunking or unsubstantiated callouts do not post screenshots of other posts just to add negative commentary callout posts must include proof of their claims,English
1271,wobbl.xyz,[Account] You must be 18 years of age or older to create an account on this server.,account you must be 18 years of age or older to create an account on this server,English
1272,wobbl.xyz,[Account] Ban evasion is prohibited. You may not create another account on this instance if your previous account was suspended.,account ban evasion is prohibited you may not create another account on this instance if your previous account was suspended,English
1273,wobbl.xyz,[Account] Bot accounts are permitted within sane reason. They must be clearly marked as bots in the profile description.,account bot accounts are permitted within sane reason they must be clearly marked as bots in the profile description,English
1274,wobbl.xyz,[Account] Neither avatars nor headers may contain anything that would require a strong content warning (i.e. NSFW).,account neither avatars nor headers may contain anything that would require a strong content warning ie nsfw,English
1275,wobbl.xyz,"[Content] Regarding Content Warnings, we require CWs on public (non-follower only/mentioned only) posts that are clearly adult content. For other content, please use CWs as per the Content Warnings section of the About page.",content regarding content warnings we require cws on public nonfollower onlymentioned only posts that are clearly adult content for other content please use cws as per the content warnings section of the about page,English
1276,wobbl.xyz,"[Content] No posting fully/primarily AI generated art. Using AI as a tool for your own art creation is allowed, however your own work should be transformative.",content no posting fullyprimarily ai generated art using ai as a tool for your own art creation is allowed however your own work should be transformative,English
1277,wobbl.xyz,[Content] Adult content depicting characters who are or blatantly appear to be under 18 is strictly prohibited.,content adult content depicting characters who are or blatantly appear to be under 18 is strictly prohibited,English
1278,wobbl.xyz,[Content] Adult content depicting non-sapient animals is strictly prohibited. Quadrupedal characters are allowed but they must be sentient.,content adult content depicting nonsapient animals is strictly prohibited quadrupedal characters are allowed but they must be sentient,English
1279,wobbl.xyz,"[Content] When posting art that you did not create, credit the artist in the body of your post.",content when posting art that you did not create credit the artist in the body of your post,English
1280,masto.bike,"Les propos ou idées racistes, xénophobes, islamophobes, antisémites, misogynes, sexistes, homophobes, transphobes ne sont pas les bienvenus. Comme tous les propos *-phobes ou *-istes en général.
",les propos ou idées racistes xénophobes islamophobes antisémites misogynes sexistes homophobes transphobes ne sont pas les bienvenus comme tous les propos phobes ou istes en général,non-Englsih
1281,masto.bike,"Utilisez un « content warning » quand vous relatez accidents, incivilités, réactions choquantes ou dangereuses.",utilisez un content warning quand vous relatez accidents incivilités réactions choquantes ou dangereuses,non-Englsih
1282,masto.bike,"Le spam n'est pas autorisé ni bienvenu, pareil pour le mansplaining.",le spam nest pas autorisé ni bienvenu pareil pour le mansplaining,non-Englsih
1283,masto.bike,Les comptes associatifs sont chaleureusement bienvenus. Les inscriptions sont interdites aux sociétés commerciales ou organismes à but lucratif.,les comptes associatifs sont chaleureusement bienvenus les inscriptions sont interdites aux sociétés commerciales ou organismes à but lucratif,non-Englsih
1284,social.kyiv.dcomm.net.ua,"Ласкаво просимо до українських локальних серверів Mastodon як частини https://dcomm.net.ua/
",ласкаво просимо до українських локальних серверів mastodon як частини httpsdcommnetua,non-Englsih
1285,social.kyiv.dcomm.net.ua,"Ми є прихильниками вільних дискусій, свободи слова, прав людини та взаємоповаги.",ми є прихильниками вільних дискусій свободи слова прав людини та взаємоповаги,non-Englsih
1286,social.kyiv.dcomm.net.ua,Адміни залишають за собою право блокувати користувачів з країни-агресора;,адміни залишають за собою право блокувати користувачів з країниагресора,non-Englsih
1287,social.kyiv.dcomm.net.ua,Спілкування українською та англійською мовами вітається й заохочується;,спілкування українською та англійською мовами вітається й заохочується,non-Englsih
1288,social.kyiv.dcomm.net.ua,"Не допускається заперечення російської агресії проти України, воєнних злочинів росії, тимчасової окупації Криму, Донецької, Луганської та інших областей України; ",не допускається заперечення російської агресії проти україни воєнних злочинів росії тимчасової окупації криму донецької луганської та інших областей україни,non-Englsih
1289,social.kyiv.dcomm.net.ua,Не допускаються погрози та мова ненависті на адресу інших користувачів;,не допускаються погрози та мова ненависті на адресу інших користувачів,non-Englsih
1290,social.kyiv.dcomm.net.ua,Поширення російської дезінформації та кремлівських наративів є підставою для блокування.,поширення російської дезінформації та кремлівських наративів є підставою для блокування,non-Englsih
1291,social.kyiv.dcomm.net.ua,"Якщо ви помітили порушення правил цього сервера – будь ласка, повідомте про це адміністратора або ж пишіть на: mastodon@equalitie.org ",якщо ви помітили порушення правил цього сервера будь ласка повідомте про це адміністратора або ж пишіть на mastodonequalitieorg,non-Englsih
1292,seocommunity.social,Be nice to others.,be nice to others,English
1293,seocommunity.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1294,seocommunity.social,"No incitement of violence or promotion of violent ideologies
",no incitement of violence or promotion of violent ideologies,English
1295,seocommunity.social,"No harassment, dogpiling or doxxing of other users
",no harassment dogpiling or doxxing of other users,English
1296,seocommunity.social,No content illegal in the United States or France,no content illegal in the united states or france,English
1297,seocommunity.social,"Do not share intentionally false or misleading information
",do not share intentionally false or misleading information,English
1298,seocommunity.social,This server is run on a beta platform.  Use this service at your own risk.,this server is run on a beta platform use this service at your own risk,English
1299,seocommunity.social,No spamming or posting for links.,no spamming or posting for links,non-Englsih
1300,h-net.social,"Be courteous, respectful, and understanding in interactions with fellow users.",be courteous respectful and understanding in interactions with fellow users,English
1301,h-net.social,"No racism, sexism, ableism, religious-based hate, homophobia, transphobia, xenophobia, or classism.",no racism sexism ableism religiousbased hate homophobia transphobia xenophobia or classism,English
1302,h-net.social,No incitement of violence or promotion of violent or white supremecist ideologies.,no incitement of violence or promotion of violent or white supremecist ideologies,English
1303,h-net.social,"No harassment, intimidation, or other abuse of other users.",no harassment intimidation or other abuse of other users,English
1304,h-net.social,No spam.,no spam,non-Englsih
1305,h-net.social,"No intentionally false or misleading information, including unfounded or disproved conspiracy theories.",no intentionally false or misleading information including unfounded or disproved conspiracy theories,English
1306,h-net.social,No libelous or slanderous posts about users and nonusers.,no libelous or slanderous posts about users and nonusers,English
1307,h-net.social,"H-Net reserves the right to suspend, block, or remove accounts that do not abide by our rules of engagement, including harassment of other users.",hnet reserves the right to suspend block or remove accounts that do not abide by our rules of engagement including harassment of other users,English
1308,h-net.social,"H-Net Network Accounts - If you are joining the instance on behalf of an H-Net network, your account name must follow the naming format “@H_NETWORKNAME@h-net.social”",hnet network accounts if you are joining the instance on behalf of an hnet network your account name must follow the naming format h_networknamehnetsocial,English
1309,social.yesterweb.org,Rule is not a list,rule is not a list,English
1310,mountains.social,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
1311,mountains.social,No spam or advertising.,no spam or advertising,non-Englsih
1312,mountains.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism.",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih
1313,mountains.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English
1314,mountains.social,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
1315,mountains.social,No illegal content.,no illegal content,non-Englsih
1316,mountains.social,"Only languages that can be translated by the Deepl Translation integration are allowed (so everybody can read the posts). The supported languages are listed here: 

https://support.deepl.com/hc/en-us/articles/360019925219-Languages-included-in-DeepL-Pro",only languages that can be translated by the deepl translation integration are allowed so everybody can read the posts the supported languages are listed here httpssupportdeeplcomhcenusarticles360019925219languagesincludedindeeplpro,English
1317,mountains.social,Don't be a dick. Speaks for itself.,dont be a dick speaks for itself,English
1318,retirenow.top,本站的其他使用条款沿用小卖部（moresci.sale）站点规则，具体条例以管理员解释为准。,本站的其他使用条款沿用小卖部morescisale站点规则具体条例以管理员解释为准,non-Englsih
1319,pixelfed.nz,"No racism, sexism, homophobia or transphobia",no racism sexism homophobia or transphobia,non-Englsih
1320,pixelfed.nz,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English
1321,pixelfed.nz,No harassment or doxxing other users,no harassment or doxxing other users,English
1322,pixelfed.nz,Be kind to each other,be kind to each other,English
1323,pixelfed.nz,"Personal accounts only; No bots, Business, Commercial or Organisation accounts.",personal accounts only no bots business commercial or organisation accounts,English
1324,pixelfed.nz,Content hosted from pixelfed.nz (Any text/media) may not be reused without express permission,content hosted from pixelfednz any textmedia may not be reused without express permission,English
1325,pixelfed.nz,No NSFW Content,no nsfw content,non-Englsih
1326,pixelfed.nz,Must have some link to New Zealand. This is to try keep our Local timeline local #MadeInNZ.,must have some link to new zealand this is to try keep our local timeline local madeinnz,English
1327,pixelfed.au,No advertising.,no advertising,non-Englsih
1328,pixelfed.au,"No racism, sexism, homophobia or transphobia.",no racism sexism homophobia or transphobia,non-Englsih
1329,pixelfed.au,"No harassment, dogpiling or doxxing of other users.",no harassment dogpiling or doxxing of other users,English
1330,pixelfed.au,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English
1331,spacey.space,"Debate the idea, not the person",debate the idea not the person,English
1332,spacey.space,Treat others as you wish to be treated,treat others as you wish to be treated,English
1333,spacey.space,Love life,love life,non-Englsih
1334,merovingian.club,No Lolicon or Shotacon stuff (go be a pedophile somewhere else),no lolicon or shotacon stuff go be a pedophile somewhere else,English
1335,merovingian.club,No furries (go yiff somewhere else),no furries go yiff somewhere else,English
1336,mastodon-swiss.org,"Kein Rassismus, Sexismus, Homophobie, Transphobie, Fremdenfeindlichkeit oder Kastenwesen",kein rassismus sexismus homophobie transphobie fremdenfeindlichkeit oder kastenwesen,non-Englsih
1337,mastodon-swiss.org,Keine Anstiftung zu Gewalt oder Förderung gewalttätiger Ideologien,keine anstiftung zu gewalt oder förderung gewalttätiger ideologien,non-Englsih
1338,mastodon-swiss.org,Keine Belästigung oder Beleidigung anderer Benutzer,keine belästigung oder beleidigung anderer benutzer,non-Englsih
1339,mastodon-swiss.org,Geben Sie keine absichtlich falschen oder irreführenden Informationen weiter,geben sie keine absichtlich falschen oder irreführenden informationen weiter,non-Englsih
1340,mastodon-swiss.org,Kein Inhalt der in der Schweiz illegal ist,kein inhalt der in der schweiz illegal ist,non-Englsih
1341,mastodon-swiss.org,Sexuell explizite oder gewalttätige Medien müssen beim Posten als sensibel gekennzeichnet werden,sexuell explizite oder gewalttätige medien müssen beim posten als sensibel gekennzeichnet werden,non-Englsih
1342,jasette.facil.services,Soyez courtois et polis,soyez courtois et polis,non-Englsih
1343,jasette.facil.services,"Sont prohibés tous les propos à caractère calomnieux, outrancier, outrageux, diffamatoire, ordurier, injurieux, violent, raciste ou pornographique, incitant à la violence ou la discrimination ;",sont prohibés tous les propos à caractère calomnieux outrancier outrageux diffamatoire ordurier injurieux violent raciste ou pornographique incitant à la violence ou la discrimination,non-Englsih
1344,jasette.facil.services,"Sont prohibés tous les propos appelant à commettre un crime ou un délit, faisant la propagande d'actes malveillants ;",sont prohibés tous les propos appelant à commettre un crime ou un délit faisant la propagande dactes malveillants,non-Englsih
1345,jasette.facil.services,"Sont prohibés tous les propos portant atteinte à l'ordre public, à l'intégrité de la personne, au droit d'auteur, au droit à l’image et au respect de la vie privée ;",sont prohibés tous les propos portant atteinte à lordre public à lintégrité de la personne au droit dauteur au droit à limage et au respect de la vie privée,non-Englsih
1346,jasette.facil.services,"Sont prohibés tous les propos portant atteinte au respect de la personne humaine et de sa dignité, de l'égalité entre les femmes et les hommes, de la protection des enfants et des adolescents.",sont prohibés tous les propos portant atteinte au respect de la personne humaine et de sa dignité de légalité entre les femmes et les hommes de la protection des enfants et des adolescents,non-Englsih
1347,jasette.facil.services,Il est interdit de publier des liens hypertextes pointant sur des sites non conformes à la législation en vigueur ;,il est interdit de publier des liens hypertextes pointant sur des sites non conformes à la législation en vigueur,non-Englsih
1348,jasette.facil.services,Il est interdit de publier des contributions non sollicitées à caractère publicitaire (spam) ;,il est interdit de publier des contributions non sollicitées à caractère publicitaire spam,non-Englsih
1349,colearn.social,"Generelle Regeln für alle Beitragenden auf colearn.social:
- Freundlicher Umgangston
- Keine Inhalte die in Deutschland, Österreich oder der Schweiz illegal sind 
- Keine Diskriminierung von Personen 
- Keine Gewalt, keine Propaganda, keine Ideologien 
- Keine sexuellen Inhalte 
",generelle regeln für alle beitragenden auf colearnsocial freundlicher umgangston keine inhalte die in deutschland österreich oder der schweiz illegal sind keine diskriminierung von personen keine gewalt keine propaganda keine ideologien keine sexuellen inhalte,non-Englsih
1350,colearn.social,"Lern-Kultur auf Colearn.social:  Wir leben Werte wie Offenheit, Vielfalt, Vertrauen, Partizipation, Augenhöhe, Kooperation, Autonomie, Experimentierfreude und Gemeinschaft. Fehler werden als Lernchance betrachtet.  ",lernkultur auf colearnsocial wir leben werte wie offenheit vielfalt vertrauen partizipation augenhöhe kooperation autonomie experimentierfreude und gemeinschaft fehler werden als lernchance betrachtet,non-Englsih
1351,colearn.social,"Diskussion - aber keine Werbung für gewerbliche Leistungen oder Produkte!
Colearn.social dient dem Austausch unter Learning Experten: Zum von- und miteinander Lernen. Gewerbliche Werbung stört die Diskussion.",diskussion aber keine werbung für gewerbliche leistungen oder produkte colearnsocial dient dem austausch unter learning experten zum von und miteinander lernen gewerbliche werbung stört die diskussion,non-Englsih
1352,eightpoint.app,"No alt-right ideologies or sympathizing for said ideologies.
",no altright ideologies or sympathizing for said ideologies,English
1353,eightpoint.app,No promotion of authoritarianism.,no promotion of authoritarianism,English
1354,eightpoint.app,"No recreational shit-talking for no good reason.

See also: https://cohost.org/shel/post/29079-lashon-hara-direct",no recreational shittalking for no good reason see also httpscohostorgshelpost29079lashonharadirect,English
1355,eightpoint.app,Spoiler and warn NSFW images. ,spoiler and warn nsfw images,English
1356,eightpoint.app,Just dont be an asshole.,just dont be an asshole,English
1357,eightpoint.app,Porn and smut are definitely allowed here. Go nuts. Post nuts. ,porn and smut are definitely allowed here go nuts post nuts,English
1358,eightpoint.app,18 and older only please if you are found to be breaking this rule you will be removed,18 and older only please if you are found to be breaking this rule you will be removed,English
1359,eightpoint.app,No bigoted behavior of any kind is tolerated.,no bigoted behavior of any kind is tolerated,English
1360,eightpoint.app,"No illegal content, yes this includes lolicon. ",no illegal content yes this includes lolicon,English
1361,eightpoint.app,Respect people's boundaries. Ensure that your flirtations are welcome *before* you send them. Asking explicitly for consent is best.,respect peoples boundaries ensure that your flirtations are welcome before you send them asking explicitly for consent is best,English
1362,lewacki.space,"Absolutny zakaz rasizmu, ksenofobii, seksizmu, klasizmu, LGBTQ-fobii oraz innych niefajnych rzeczy uderzających w słabsze jednostki.",absolutny zakaz rasizmu ksenofobii seksizmu klasizmu lgbtqfobii oraz innych niefajnych rzeczy uderzających w słabsze jednostki,non-Englsih
1363,lewacki.space,"Brak absolutorium wolności słowa. Jeśli uważasz, że pole do dyskusji należy zapewnić każdemu, nawet osobom z najbardziej totalitarnymi poglądami, to prawdopodobnie nie będziesz się czuć w tym miejscu dobrze. ",brak absolutorium wolności słowa jeśli uważasz że pole do dyskusji należy zapewnić każdemu nawet osobom z najbardziej totalitarnymi poglądami to prawdopodobnie nie będziesz się czuć w tym miejscu dobrze,non-Englsih
1364,lewacki.space,"Pro-inkluzywnie. Na serwerze respektujemy różne zaimki osobowe, wspieramy feminatywy, neutratywy, osobatywy i inne formy. Jeśli to tylko możliwe, wypełniaj w wrzucanych zdjęciach tekst alternatywny. Jeżeli to konieczne, korzystaj z funkcji CW/TW. To ważne dla braku wykluczenia.",proinkluzywnie na serwerze respektujemy różne zaimki osobowe wspieramy feminatywy neutratywy osobatywy i inne formy jeśli to tylko możliwe wypełniaj w wrzucanych zdjęciach tekst alternatywny jeżeli to konieczne korzystaj z funkcji cwtw to ważne dla braku wykluczenia,non-Englsih
1365,lewacki.space,"Instancja skierowana jest przede wszystkim do osób lewicowych, jednak nie banujemy osób o innych poglądach. Jeżeli nie przeszkadza Ci to, a zamierzasz respektować inne zasady serwera, czuj się jak u siebie.",instancja skierowana jest przede wszystkim do osób lewicowych jednak nie banujemy osób o innych poglądach jeżeli nie przeszkadza ci to a zamierzasz respektować inne zasady serwera czuj się jak u siebie,non-Englsih
1366,archaeo.social,"No racism, sexism, homophobia, transphobia, xenophobia, ableism or casteism",no racism sexism homophobia transphobia xenophobia ableism or casteism,non-Englsih
1367,archaeo.social,No harassment of any kind,no harassment of any kind,English
1368,archaeo.social,"Always warn others about content they may not want to see, including images of human remains",always warn others about content they may not want to see including images of human remains,English
1369,archaeo.social,Do not engage in or promote academic dishonesty,do not engage in or promote academic dishonesty,English
1370,archaeo.social,Do not share information that may lead to physical harm to people or to cultural heritage,do not share information that may lead to physical harm to people or to cultural heritage,English
1371,occitania.social,Està prohibida qualsevol mostra de discriminació que promogui o defensi l'opressió de membres de grups minoritaris.,està prohibida qualsevol mostra de discriminació que promogui o defensi lopressió de membres de grups minoritaris,non-Englsih
1372,occitania.social,"Estan prohibits els comportaments amenaçadors, l'assetjament i el doxxing.
Està prohibit l'assetjament o qualsevol altra forma de contacte amb un usuari que hagi declarat que no desitja ser contactat.",estan prohibits els comportaments amenaçadors lassetjament i el doxxing està prohibit lassetjament o qualsevol altra forma de contacte amb un usuari que hagi declarat que no desitja ser contactat,non-Englsih
1373,occitania.social,"No és permès fer publicitat ni fer spam.
Les accions que pretenguin danyar occitania.social o el seu funcionament poden portar a la suspensió immediata del compte.",no és permès fer publicitat ni fer spam les accions que pretenguin danyar occitaniasocial o el seu funcionament poden portar a la suspensió immediata del compte,non-Englsih
1374,occitania.social,Els continguts il·legals a Catalunya (Espanya) seran eliminats i poden portar a la suspensió immediata del compte.,els continguts illegals a catalunya espanya seran eliminats i poden portar a la suspensió immediata del compte,non-Englsih
1375,occitania.social,"Els bots i els ""crossposters"" estan permesos mentre les publicacions estiguin marcades com a ""No llistat""",els bots i els crossposters estan permesos mentre les publicacions estiguin marcades com a no llistat,non-Englsih
1376,mastodon.holeyfox.co,"Be respectful. We treat each other with respect and grace, regardless of age, gender, nationality, previous history or race. This is designed to be the antithesis of Twitter: a safe space for exploring new means of self-expression. ",be respectful we treat each other with respect and grace regardless of age gender nationality previous history or race this is designed to be the antithesis of twitter a safe space for exploring new means of selfexpression,English
1377,mastodon.holeyfox.co,"If you must run a parody account, include the phrase ""Parody Account"" in your bio or risk account suspension. ",if you must run a parody account include the phrase parody account in your bio or risk account suspension,English
1378,mastodon.holeyfox.co,The minimum age limit is 18. We are adults here and sometimes do say things a little inappropriate for children. ,the minimum age limit is 18 we are adults here and sometimes do say things a little inappropriate for children,English
1379,mastodon.holeyfox.co,We do not condone hate speech. ,we do not condone hate speech,English
1380,mona.do,请不要进行与游戏无关的政策/政治的讨论。,请不要进行与游戏无关的政策政治的讨论,non-Englsih
1381,mona.do,"请善用""折叠""与""仅关注者可见""。",请善用折叠与仅关注者可见,non-Englsih
1382,mona.do,"若你正在通过Mastodon官方App注册，请注意: 该App无法显示本站的""注册问题""，请前往网页填写注册申请。 https://mona.do/",若你正在通过mastodon官方app注册请注意 该app无法显示本站的注册问题请前往网页填写注册申请 httpsmonado,non-Englsih
1383,zeroes.ca,"🚫 COVID denying, minimizing",covid denying minimizing,English
1384,zeroes.ca,"🚫 misinfo, disinfo",misinfo disinfo,non-Englsih
1385,zeroes.ca,🚫 unlawful content,unlawful content,non-Englsih
1386,zeroes.ca,"🚫 incitement of violence, promotion of violent ideologies",incitement of violence promotion of violent ideologies,English
1387,zeroes.ca,"🚫 harassment, dogpiling, doxxing",harassment dogpiling doxxing,non-Englsih
1388,zeroes.ca,"🚫 racism, sexism, homophobia, transphobia, ableism, ageism ",racism sexism homophobia transphobia ableism ageism,non-Englsih
1389,zeroes.ca,"🚫 squatting, impersonation",squatting impersonation,non-Englsih
1390,zeroes.ca,"🚫 server/infrastructure abuse, manipulation",serverinfrastructure abuse manipulation,non-Englsih
1391,zeroes.ca,"🚫 spam, reply spamming, sexually explicit content",spam reply spamming sexually explicit content,English
1392,zeroes.ca,"🚫 being a jerk, engaging in friendly-fire, bringing zeroes.ca into disrepute",being a jerk engaging in friendlyfire bringing zeroesca into disrepute,non-Englsih
1393,warhammer.social,"This is a community of hobbyists. Whilst this server is named for Warhammer, other content (hobby or non-hobby) is also welcome!",this is a community of hobbyists whilst this server is named for warhammer other content hobby or nonhobby is also welcome,English
1394,warhammer.social,"Treat everyone with respect. Absolutely no abuse, harassment, witch hunting, sexism, racism, or any other kind hate speech will be tolerated.",treat everyone with respect absolutely no abuse harassment witch hunting sexism racism or any other kind hate speech will be tolerated,English
1395,warhammer.social,"No age-restricted or obscene content. This includes text, images, or links featuring nudity, sex, hard violence, or other graphically disturbing content.",no agerestricted or obscene content this includes text images or links featuring nudity sex hard violence or other graphically disturbing content,English
1396,warhammer.social,"Controversial topics are allowed (e.g. politics or religion), but please be respectful of other peoples' views and remember to abide by rule 1. ",controversial topics are allowed eg politics or religion but please be respectful of other peoples views and remember to abide by rule 1,English
1397,warhammer.social,"No Impersonation. Catfishing, fake identities, personally-targeted parody accounts, etc, are not welcome on this server.",no impersonation catfishing fake identities personallytargeted parody accounts etc are not welcome on this server,English
1398,warhammer.social,"Please do not share copyrighted, pirated, or otherwise illegal material.",please do not share copyrighted pirated or otherwise illegal material,English
1399,types.pl,"Racism, homophobia, antisemitism, transphobia, classism against the working class, ableism, exclusionary behavior, misogyny, genocide denial, harassment, Islamophobia, and other similar hate is not permitted. I will personally blast you into the sun. ",racism homophobia antisemitism transphobia classism against the working class ableism exclusionary behavior misogyny genocide denial harassment islamophobia and other similar hate is not permitted i will personally blast you into the sun,English
1400,types.pl," Use content warnings for various topics, such as sexual content, mental health, food, and other touchy topics at your own discretion. If a content warning is required, the admins will let you know. ",use content warnings for various topics such as sexual content mental health food and other touchy topics at your own discretion if a content warning is required the admins will let you know,English
1401,types.pl," Don't advertise or spam. Asking for money is alright, but this is not a space to solely sell a product without somehow being tied to a user. ",dont advertise or spam asking for money is alright but this is not a space to solely sell a product without somehow being tied to a user,English
1402,types.pl," As a general rule of thumb, images should be captioned. If you are for whatever reason unable to caption an image, please add the content warning ""uncaptioned image"" or something akin. ",as a general rule of thumb images should be captioned if you are for whatever reason unable to caption an image please add the content warning uncaptioned image or something akin,English
1403,types.pl," Illegal content is not allowed. Despite the knowledge that some laws are unjust, types.pl does not endorse illegal action. This specifically lies under the jurisdiction of the United States, as that is where the servers are located. ",illegal content is not allowed despite the knowledge that some laws are unjust typespl does not endorse illegal action this specifically lies under the jurisdiction of the united states as that is where the servers are located,English
1404,types.pl," If you are using a Twitter crossposter, you should be posting content on Mastodon as well. If the large majority of your posts are Twitter crossposts, you will be banned. ",if you are using a twitter crossposter you should be posting content on mastodon as well if the large majority of your posts are twitter crossposts you will be banned,English
1405,types.pl,"No cops, no feds. Members of law enforcement, federal security and intelligence, the military, etc. are not welcome. This is particularly relevant for such organizations in the United States, where the servers are located.",no cops no feds members of law enforcement federal security and intelligence the military etc are not welcome this is particularly relevant for such organizations in the united states where the servers are located,English
1406,types.pl,Administrators reserve the right to defederate with instances or boot users off the instance at their will for any reason.,administrators reserve the right to defederate with instances or boot users off the instance at their will for any reason,English
1407,gleasonator.com,It's illegal,its illegal,non-Englsih
1408,gleasonator.com,It's porn or sexually explicit,its porn or sexually explicit,English
1409,gleasonator.com,This person evaded my block by creating another account,this person evaded my block by creating another account,English
1410,gleasonator.com,This account is an unfriendly bot,this account is an unfriendly bot,English
1411,gleasonator.com,Spam or advertising,spam or advertising,non-Englsih
1412,mastodon.energy,Be Nice,be nice,English
1413,mastodon.energy,Tell the Truth,tell the truth,English
1414,mastodon.energy,Be Ethical,be ethical,English
1415,mastodon.gal,Prohibida calquera mostra de acoso e incitación ou promoción do odio,prohibida calquera mostra de acoso e incitación ou promoción do odio,non-Englsih
1416,mastodon.gal,"Prohibido publicar calquer contido de tipo sexual, drogas (coma alcohol, tabaco, etc.), trastornos alimenticios, etc. sen o seu aviso de contido e/ou calquera multimedia sen a sua marca de contido sensible",prohibido publicar calquer contido de tipo sexual drogas coma alcohol tabaco etc trastornos alimenticios etc sen o seu aviso de contido eou calquera multimedia sen a sua marca de contido sensible,non-Englsih
1417,mastodon.gal,"Prohibida calquera mostra pública do franquismo, fascismo, racismo, machismo, sexismo ou LGTBQIA+fobia",prohibida calquera mostra pública do franquismo fascismo racismo machismo sexismo ou lgtbqiafobia,non-Englsih
1418,mastodon.gal,Non está permitido usar calquer tipo de contido indicado anteriormente coma avatar da usuaria ou imaxes de cabeceira,non está permitido usar calquer tipo de contido indicado anteriormente coma avatar da usuaria ou imaxes de cabeceira,non-Englsih
1419,mastodon.gal,Prohibido publicar calquer contido que sexa ilegal no estado Español ou na Galiza,prohibido publicar calquer contido que sexa ilegal no estado español ou na galiza,non-Englsih
1420,mastodon.gal,Non está permitido publicar spam nin publicidade,non está permitido publicar spam nin publicidade,non-Englsih
1421,pixelfed.fi,Ei mainostamiseen tarkoitettuja tilejä.,ei mainostamiseen tarkoitettuja tilejä,non-Englsih
1422,pixelfed.fi,Ei botteja.,ei botteja,non-Englsih
1423,pixelfed.fi,"Ei pornografista, seksuaalista tai ylettömän väkivaltaista sisältöä.",ei pornografista seksuaalista tai ylettömän väkivaltaista sisältöä,non-Englsih
1424,pixelfed.fi,"Palvelimella ei sallita rasismia, seksismiä, transfobiaa, tai muuta vähemmistöön kohdistuvaa syrjintää.",palvelimella ei sallita rasismia seksismiä transfobiaa tai muuta vähemmistöön kohdistuvaa syrjintää,non-Englsih
1425,pixelfed.fi,Palvelimella ei sallita Suomessa laittomia asioita.,palvelimella ei sallita suomessa laittomia asioita,non-Englsih
1426,pixelfed.fi,"Ei häirintää, doksausta, valheellisen tiedon levittämistä tai muina esiintymistä.",ei häirintää doksausta valheellisen tiedon levittämistä tai muina esiintymistä,non-Englsih
1427,pixelfed.fi,"Pixelfed.fi on tarkoitettu aikuisille ihmisille, ei organisaatioille tai yhteisöille.",pixelfedfi on tarkoitettu aikuisille ihmisille ei organisaatioille tai yhteisöille,non-Englsih
1428,merveilles.town,One must respect the Code of Conduct.,one must respect the code of conduct,English
1429,merveilles.town,"One must remember the Three Gates Of Speech.
",one must remember the three gates of speech,English
1430,merveilles.town,"One must wear a Black & White avatar.
",one must wear a black white avatar,English
1431,merveilles.town,Please read through the rest of this extended about page for more information.,please read through the rest of this extended about page for more information,English
1432,iosdev.space,"Be Polite.
Don't be rude to anyone. That's not welcome here. If someone is rude, then report the post and account so that the moderators can handle it.",be polite dont be rude to anyone thats not welcome here if someone is rude then report the post and account so that the moderators can handle it,English
1433,iosdev.space,"No racism, sexism, homophobia, transphobia, xenophobia, anti-Semitism, or casteism (including targeted misgendering, deadnaming, or promotion of so-called ""conversion therapy"").",no racism sexism homophobia transphobia xenophobia antisemitism or casteism including targeted misgendering deadnaming or promotion of socalled conversion therapy,English
1434,iosdev.space,"Do not post about inflammatory, controversial subjects without a Content Warning.",do not post about inflammatory controversial subjects without a content warning,English
1435,iosdev.space,"Do not post adult content, including pictures containing nudity, or unwelcome sexual attention (including sexualized comments or jokes).",do not post adult content including pictures containing nudity or unwelcome sexual attention including sexualized comments or jokes,English
1436,apobangpo.space,"Be a good human!         

Help to make the atmosphere as welcoming and enjoyable as possible for everyone.",be a good human help to make the atmosphere as welcoming and enjoyable as possible for everyone,English
