,Unnamed: 0.1,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules,formality label,formality score,genre label,genre score
1128,1128,1175,social.olchis.net,"Da diese Mastodon Instanz dem privaten Gebrauch dient und eine freie Registrierung nicht möglich ist, sehe ich mich momentan nicht veranlaßt dediziertere Regeln festzulegen",da diese mastodon instanz dem privaten gebrauch dient und eine freie registrierung nicht möglich ist sehe ich mich momentan nicht veranlaßt dediziertere regeln festzulegen,non-Englsih,"Since this mastodon instance serves private use and a free registration is not possible, I see myself at the moment not to be established more dedicated rules",formal,0.9986469149589539,Information/Explanation,Information/Explanation
1129,1129,1176,social.fungalhalo.com,Fight stagnation.,fight stagnation,English,fight stagnation,informal,0.9875970482826233,Information/Explanation,Information/Explanation
1130,1130,1177,social.fungalhalo.com,Do not go gentle into that good night.,do not go gentle into that good night,English,do not go gentle into that good night,informal,0.9644069075584412,Prose/Lyrical,Prose/Lyrical
1131,1131,1178,mastodon.s.wrongplace.be,Rule is not a list,rule is not a list,English,rule is not a list,informal,0.9950441122055054,Instruction,Instruction
1132,1132,1179,mastodon.zufki.de,"Tun Sie nichts Illegales, es sei denn, es ist moralisch vertretbar. Das bedeutet, dass es in Ordnung ist, zivilen Ungehorsam und ähnliche rebellische Aktionen für eine gute Sache im Einklang mit der strengen Wissenschaft zu fördern.",tun sie nichts illegales es sei denn es ist moralisch vertretbar das bedeutet dass es in ordnung ist zivilen ungehorsam und ähnliche rebellische aktionen für eine gute sache im einklang mit der strengen wissenschaft zu fördern,non-Englsih,"Do nothing illegal, unless it is morally justifiable, that means that it is okay to promote civil disobedience and similar rebellious actions for a good cause in harmony with strict science",formal,0.9986611604690552,Legal,Legal
1133,1133,1180,mastodon.zufki.de,"Tun Sie nichts Unmoralisches, das Hassreden, Behindertenfeindlichkeit, Antisemitismus, Homosexuellenfeindlichkeit, Islamophobie, Rassismus, Sexismus, Transphobie … beinhaltet.",tun sie nichts unmoralisches das hassreden behindertenfeindlichkeit antisemitismus homosexuellenfeindlichkeit islamophobie rassismus sexismus transphobie beinhaltet,non-Englsih,Do not do anything immoral that includes hate speeches anti -Semitism homosexual hostility islamophobia racism sexism transthobia,formal,0.9976601600646973,Legal,Legal
1134,1134,1181,mastodon.zufki.de,"Nicht spammen, trollen oder belästigen",nicht spammen trollen oder belästigen,non-Englsih,Do not troll or harass spams,formal,0.7023941278457642,Instruction,Instruction
1135,1135,1182,spragleknas.no,🇳🇴 Vi har nulltoleranse for all slags diskriminerende oppførsel. 🇬🇧 We have zero-tolerance for any discriminating behaviour.,vi har nulltoleranse for all slags diskriminerende oppførsel we have zerotolerance for any discriminating behaviour,non-Englsih,We have zero tolerance for all kinds of discriminatory behavior we have zerotolerance for any discrimination Behaviour,formal,0.9975069165229797,Promotion,Promotion
1136,1136,1183,spragleknas.no,🇳🇴 Poster med sensitive tema/NSFW bør gis gode beskrivende emneknagger eller innholdsvarsling. 🇬🇧 Posts with NSFW/sensitive topics should have good tags or be hid behind a Content Warning (CW).,poster med sensitive temansfw bør gis gode beskrivende emneknagger eller innholdsvarsling posts with nsfwsensitive topics should have good tags or be hid behind a content warning cw,English,poster med sensitive temansfw bør gis gode beskrivende emneknagger eller innholdsvarsling posts with nsfwsensitive topics should have good tags or be hid behind a content warning cw,informal,0.9963077306747437,Instruction,Instruction
1137,1137,1184,spragleknas.no,🇳🇴 Vi tillater ikke framsnakking av krypto-relatert innhold som NFT-er og kryptovaluta. 🇬🇧 We don't allow promotion of crypto-related content like NFTs and cryptocurrency.,vi tillater ikke framsnakking av kryptorelatert innhold som nfter og kryptovaluta we dont allow promotion of cryptorelated content like nfts and cryptocurrency,English,vi tillater ikke framsnakking av kryptorelatert innhold som nfter og kryptovaluta we dont allow promotion of cryptorelated content like nfts and cryptocurrency,informal,0.8977339267730713,Other,Other
1138,1138,1185,spragleknas.no,🇳🇴 Ingen reklame eller spam. Sjølpromotering er ok. 🇬🇧 No ads or spam. Self-promoting is ok.,ingen reklame eller spam sjølpromotering er ok no ads or spam selfpromoting is ok,non-Englsih,No advertising or spam self -promoting is ok no ads or spam self -promoting is ok,informal,0.9954050779342651,Other,Other
1139,1139,1186,micro.baixllobregat.social,"Insult o vexació 
Amenaça de violència
Discurs negacionista sobre les matances massives provades
Opressió sobre característiques sexuals
Articles d'organitzacions feixis-tes
Enaltiment de líders històrics feixistes
Propaganda electoral
Proselitisme religiós


 
",insult o vexació amenaça de violència discurs negacionista sobre les matances massives provades opressió sobre característiques sexuals articles dorganitzacions feixistes enaltiment de líders històrics feixistes propaganda electoral proselitisme religiós,non-Englsih,Insult or Vexation Threat of Violence Denial discourse on massive massacres proven Oppression of sexual characteristics Doror organizations Allowing fascist historical leaders Electoral propaganda religious proselytism,formal,0.9983021020889282,Information/Explanation,Information/Explanation
1140,1140,1187,mayson.us,Rule is not a list,rule is not a list,English,rule is not a list,informal,0.9950441122055054,Instruction,Instruction
1141,1141,1199,boteden.com,このサーバーはBOT専用のサーバーです。管理人以外の人間は存在してはいけません。,このサーバーはbot専用のサーバーです管理人以外の人間は存在してはいけません,non-Englsih,This server is a bot -only server. There must be no human other than the administrator.,formal,0.9986380934715271,Instruction,Instruction
1142,1142,1200,boteden.com,過剰な投稿をするアカウント、他の住人や他サーバーの人々に迷惑をかけるアカウント、または明らかに人間であるアカウントは、管理人の判断により予告なく停止される可能性があります。,過剰な投稿をするアカウント他の住人や他サーバーの人々に迷惑をかけるアカウントまたは明らかに人間であるアカウントは管理人の判断により予告なく停止される可能性があります,non-Englsih,Excessive posting accounts that bother other residents and other servers' accounts or obviously human accounts may be stopped without notice due to the discretion of the manager.,formal,0.9986417889595032,Instruction,Instruction
1143,1143,1201,greenfield.social,"Don't be a jerk. If you're a jerk, I will probably boot you. The appeals process is that you will need to convince me either 1) that you weren't being a jerk, or 2) that you won't be a jerk again. Be forewarned that my patience for such things is short.",dont be a jerk if youre a jerk i will probably boot you the appeals process is that you will need to convince me either 1 that you werent being a jerk or 2 that you wont be a jerk again be forewarned that my patience for such things is short,English,dont be a jerk if youre a jerk i will probably boot you the appeals process is that you will need to convince me either 1 that you werent being a jerk or 2 that you wont be a jerk again be forewarned that my patience for such things is short,informal,0.9775779247283936,Promotion,Promotion
1144,1144,1202,social.opennerds.org,Sei kein Pimmel! (Don't be a dick!),sei kein pimmel dont be a dick,non-Englsih,Don't be a cock dont be a thick,informal,0.9944455623626709,Forum,Forum
1145,1145,1203,feistycricket.org,"There is only one rule here: Wheaton's Law.: Don't Be A Dick.  I reserve the right to moderate, remove, block, etc at my discretion.  As I'm the only user, this should not be a problem.",there is only one rule here wheatons law dont be a dick i reserve the right to moderate remove block etc at my discretion as im the only user this should not be a problem,English,there is only one rule here wheatons law dont be a dick i reserve the right to moderate remove block etc at my discretion as im the only user this should not be a problem,informal,0.9966263771057129,Forum,Forum
1146,1146,1204,mastodon.incognitus.net,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting,formal,0.9112115502357483,Legal,Legal
1147,1147,1205,mastodon.incognitus.net,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism
",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
1148,1148,1206,mastodon.incognitus.net,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
1149,1149,1207,mastodon.incognitus.net,"No harassment, dogpiling or doxxing of other users
",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users,informal,0.9965498447418213,Legal,Legal
1150,1150,1208,mastodon.incognitus.net,"No content illegal in the United Kingdom
",no content illegal in the united kingdom,English,no content illegal in the united kingdom,informal,0.984307050704956,Legal,Legal
1151,1151,1209,mastodon.incognitus.net,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information,formal,0.916638970375061,Legal,Legal
1152,1152,1210,mas.corq.co,Civility.,civility,English,civility,informal,0.9781027436256409,Information/Explanation,Information/Explanation
1153,1153,1211,coplus.social,Please don't insult anyone in your comments.,please dont insult anyone in your comments,English,please dont insult anyone in your comments,informal,0.9973959922790527,Forum,Forum
1154,1154,1212,coplus.social,Be respectful. Don't make fun of others and don't be condescending.,be respectful dont make fun of others and dont be condescending,English,be respectful dont make fun of others and dont be condescending,informal,0.9974972605705261,Other,Other
1155,1155,1213,coplus.social,"Don't discriminate against anyone. Racist, sexist, transphobic, misogynistic, homophobic, antisemitic and any other kind of hate-speech is forbidden on our instance!",dont discriminate against anyone racist sexist transphobic misogynistic homophobic antisemitic and any other kind of hatespeech is forbidden on our instance,English,dont discriminate against anyone racist sexist transphobic misogynistic homophobic antisemitic and any other kind of hatespeech is forbidden on our instance,informal,0.9838616251945496,Other,Other
1156,1156,1214,coplus.social,No excessive advertising. No spamming or aggressive promotion. If you want to promote something do it responsibly with supporting facts and never only links.,no excessive advertising no spamming or aggressive promotion if you want to promote something do it responsibly with supporting facts and never only links,English,no excessive advertising no spamming or aggressive promotion if you want to promote something do it responsibly with supporting facts and never only links,informal,0.7030328512191772,Promotion,Promotion
1157,1157,1215,coplus.social,"Do not post adult content, including pictures containing nudity, or unwelcome sexual attention.",do not post adult content including pictures containing nudity or unwelcome sexual attention,English,do not post adult content including pictures containing nudity or unwelcome sexual attention,formal,0.9771134853363037,Legal,Legal
1158,1158,1216,coplus.social,Bots must be marked as Bot in their profile.,bots must be marked as bot in their profile,English,bots must be marked as bot in their profile,informal,0.9937776327133179,Instruction,Instruction
1159,1159,1217,coplus.social,No NFT content. None at all.,no nft content none at all,non-Englsih,no nft content none at all,informal,0.9975841045379639,Prose/Lyrical,Prose/Lyrical
1160,1160,1218,coplus.social,No flooding the public timelines.,no flooding the public timelines,English,no flooding the public timelines,informal,0.9969049096107483,News,News
1161,1161,1219,coplus.social,No illegal content. No false or misleading information. No posting of malicious links.,no illegal content no false or misleading information no posting of malicious links,English,no illegal content no false or misleading information no posting of malicious links,informal,0.9958269000053406,Legal,Legal
1162,1162,1220,coplus.social,No disinformation regarding public health issues or political/military campaigns.,no disinformation regarding public health issues or politicalmilitary campaigns,English,no disinformation regarding public health issues or politicalmilitary campaigns,informal,0.9719817638397217,Legal,Legal
1163,1163,1221,coplus.social,No anonymous emails. Accounts with anonymous or temporary emails will be deleted.,no anonymous emails accounts with anonymous or temporary emails will be deleted,English,no anonymous emails accounts with anonymous or temporary emails will be deleted,informal,0.9705191850662231,Other,Other
1164,1164,1222,mastodon.lamacchinadesiderante.org,"Puoi iscriverti solo su invito, così l'istanza rimane piccola. Difficilmente verrai invitato. ",puoi iscriverti solo su invito così listanza rimane piccola difficilmente verrai invitato,non-Englsih,You can only subscribe to such a smooth invitation remains small you will hardly be invited,formal,0.9982074499130249,Forum,Forum
1165,1165,1223,mastodon.lamacchinadesiderante.org,Hai a disposizione 20000 caratteri per toot. Cerca di avere anche qualcosa di interessante da dire. Cerca di scrivere in modo decente. Sii poeta!,hai a disposizione 20000 caratteri per toot cerca di avere anche qualcosa di interessante da dire cerca di scrivere in modo decente sii poeta,non-Englsih,"You have 20,000 characters available for Toot tries to have something interesting to say try to write decently be a poet",formal,0.9986627101898193,Other,Other
1166,1166,1224,mastodon.lamacchinadesiderante.org,"No ai seguenti tipi di pornografia: selfie, unboxing, foto di animali domestici.",no ai seguenti tipi di pornografia selfie unboxing foto di animali domestici,non-Englsih,no to the following types of pornography Selfie Uncoxing Pets Photos,informal,0.9969168901443481,News,News
1167,1167,1225,mastodon.lamacchinadesiderante.org,"Alla sessualità genitale preferiamo quella nomadica. Se proprio ci tieni a farci vedere il cazzo, fallo in modo creativo, assicurati che il materiale sia tuo e usa il CW. ",alla sessualità genitale preferiamo quella nomadica se proprio ci tieni a farci vedere il cazzo fallo in modo creativo assicurati che il materiale sia tuo e usa il cw,non-Englsih,"At genital sexuality we prefer the nomadic one if you really want to show us the cock do in a creative way, make sure the material is yours and use the CW",formal,0.9982324242591858,Promotion,Promotion
1168,1168,1226,mastodon.lamacchinadesiderante.org,Sì alla contro-pornografia. Leggi il Manifesto Contro-Pornografico. Lo trovi sul nostro sito.,sì alla contropornografia leggi il manifesto contropornografico lo trovi sul nostro sito,non-Englsih,Yes to the counterpornography read the counterpornographic manifesto you can find it on our site,formal,0.9927052855491638,Promotion,Promotion
1169,1169,1227,mastodon.lamacchinadesiderante.org,"Se sei fan delle criptovalute, se ti sei formato sugli scritti di Hayek, Nozick, Rothbard (o simili), se non capisci di cosa stiamo parlando, ti suggeriamo l'istanza Twitter.com gestita dal signor Musk. ",se sei fan delle criptovalute se ti sei formato sugli scritti di hayek nozick rothbard o simili se non capisci di cosa stiamo parlando ti suggeriamo listanza twittercom gestita dal signor musk,non-Englsih,If you are a fans of the cryptocurrencies if you have formed on the writings of Hayek Nozick Rothbard or the like if you don't understand what we are talking about we suggest you smooth twittercom managed by Mr. Musk,formal,0.9982237219810486,Promotion,Promotion
1170,1170,1228,mastodon.lamacchinadesiderante.org,"No ai fascismi, soprattutto a quelli molecolari.",no ai fascismi soprattutto a quelli molecolari,non-Englsih,no to fascisms especially to molecular ones,informal,0.9973770380020142,Information/Explanation,Information/Explanation
1171,1171,1229,mastodon.lamacchinadesiderante.org,No al body-shaming. Sì al Corpo Senza Organi. ,no al bodyshaming sì al corpo senza organi,non-Englsih,no to bodyhaming yes to the body without organs,informal,0.9954960346221924,Forum,Forum
1172,1172,1230,mastodon.lamacchinadesiderante.org,No allo scientismo e alle altre religioni patriarcali. E' tollerata al più quella dell'Antica Grecia. Quelle matriarcali vanno bene.,no allo scientismo e alle altre religioni patriarcali e tollerata al più quella dellantica grecia quelle matriarcali vanno bene,non-Englsih,no to scientism and other patriarchal religions and tolerated that of the Greece most of the matriarchals are fine,informal,0.9764479994773865,Forum,Forum
1173,1173,1231,mastodon.lamacchinadesiderante.org,Seguiamo le teoria secondo cui le bestemmie sono state inventate dalla Chiesa Cattolica per far parlare di Dio anche chi non ci crede.,seguiamo le teoria secondo cui le bestemmie sono state inventate dalla chiesa cattolica per far parlare di dio anche chi non ci crede,non-Englsih,We follow the theory according to which the blasphemies were invented by the Catholic Church to make people talk about God even those who do not believe it,formal,0.9986509680747986,Information/Explanation,Information/Explanation
1174,1174,1232,mastodon.lamacchinadesiderante.org,Ti è comunque concesso di inventare una tua religione personale. Ti chiediamo solo di non imporla agli altri. ,ti è comunque concesso di inventare una tua religione personale ti chiediamo solo di non imporla agli altri,non-Englsih,"However, you have allowed you to invent your personal religion we only ask you to not impose it on others",formal,0.9983324408531189,Other,Other
1175,1175,1233,mastodon.lamacchinadesiderante.org,No al razzismo e all'abilismo. No agli -ismi come visioni del mondo pre-confezionate. ,no al razzismo e allabilismo no agli ismi come visioni del mondo preconfezionate,non-Englsih,no to racism and abandonment no to Ismi as visions of the pre -packaged world,informal,0.9968966245651245,Opinion/Argumentation,Opinion/Argumentation
1176,1176,1234,mastodon.lamacchinadesiderante.org,No alla bifobia. Sì a Bifo Berardi (ciao Franco!). ,no alla bifobia sì a bifo berardi ciao franco,non-Englsih,No to bifobia yes to bifo berardi hello franco,informal,0.9972357153892517,Other,Other
1177,1177,1235,mastodon.lamacchinadesiderante.org,"Istanza LGBTQIABCDEFGHILMNO+ friendly. Se non ti va bene, schwaffənculo! ",istanza lgbtqiabcdefghilmno friendly se non ti va bene schwaffənculo,non-Englsih,LGBT abcdefghilmno friendly,informal,0.9459951519966125,Promotion,Promotion
1178,1178,1236,mastodon.lamacchinadesiderante.org,Al machismo e alla virilità preferiamo i plug anali. A Carla Lonzi preferiamo Donna Haraway. A bell hooks preferiamo Gayatri Spivak.,al machismo e alla virilità preferiamo i plug anali a carla lonzi preferiamo donna haraway a bell hooks preferiamo gayatri spivak,non-Englsih,To the machismo and virility we prefer the anal plugs to Carla Lonzi we prefer woman haraway to bell hooks we prefer gayatri spivak,formal,0.9976993203163147,Opinion/Argumentation,Opinion/Argumentation
1179,1179,1237,mastodon.lamacchinadesiderante.org,"Se devi condividere la tua depressione, fallo NON sotto forma di comizio/lamentela. Altrimenti non effettueremo il download. ",se devi condividere la tua depressione fallo non sotto forma di comiziolamentela altrimenti non effettueremo il download,non-Englsih,If you have to share your foul depression not in the form of a meeting otherwise we will not take download,formal,0.9941747784614563,Prose/Lyrical,Prose/Lyrical
1180,1180,1238,mastodon.lamacchinadesiderante.org,Non usare il tuo account come se fossi un bot. Usalo come se fossi un cyborg. ,non usare il tuo account come se fossi un bot usalo come se fossi un cyborg,non-Englsih,Do not use your account as if I were a bot use it as if I were a cyborg,formal,0.9715963006019592,Forum,Forum
1181,1181,1239,mastodon.lamacchinadesiderante.org,No allo SPAM. Non chiederci cosa sia SPAM e cosa no. Non lo sappiamo. ,no allo spam non chiederci cosa sia spam e cosa no non lo sappiamo,non-Englsih,no to spam don't ask us what spam is and what we don't know,informal,0.997600257396698,Forum,Forum
1182,1182,1240,mastodon.lamacchinadesiderante.org,"Se hai trovato qualche contraddizione nel regolamento, sappi che è stata inserita volutamente. ",se hai trovato qualche contraddizione nel regolamento sappi che è stata inserita volutamente,non-Englsih,If you found any contradiction in the regulation you know that it was deliberately inserted,formal,0.9979234933853149,Instruction,Instruction
1183,1183,1241,mastodon.lamacchinadesiderante.org,"Se qualcosa non ti è chiaro sei invitato a fare domande, non defederazioni. ",se qualcosa non ti è chiaro sei invitato a fare domande non defederazioni,non-Englsih,"If something is not clear to you, you are invited to ask questions not defense",formal,0.9959394931793213,Promotion,Promotion
1184,1184,1242,mastodon.lamacchinadesiderante.org,E' comunque il regolamento di istanza più brillante che tu abbia mai letto. ,e comunque il regolamento di istanza più brillante che tu abbia mai letto,non-Englsih,and in any case the most brilliant application regulation you have ever read,informal,0.9813328385353088,Promotion,Promotion
1185,1185,1243,mastodon.gnomos.org,Don't be a dick.,dont be a dick,English,dont be a dick,informal,0.9956220984458923,Forum,Forum
1186,1186,1244,masto.wardenburg.social,"Keine Beleidigungen, Drohungen und Verunglimpfungen aller Art

",keine beleidigungen drohungen und verunglimpfungen aller art,non-Englsih,no insults threats and disposal of all kinds,informal,0.9965309500694275,Promotion,Promotion
1187,1187,1245,masto.wardenburg.social,Keine Aufforderungen zu Gewalt,keine aufforderungen zu gewalt,non-Englsih,No requests for violence,formal,0.9631028175354004,News,News
1188,1188,1246,masto.wardenburg.social,"Kein radikales Gedankengut, Rassismus und Hasspropaganda",kein radikales gedankengut rassismus und hasspropaganda,non-Englsih,No radical ideas of racism and hate propaganda,informal,0.8209615349769592,Promotion,Promotion
1189,1189,1247,masto.wardenburg.social,Keine Pornografie und Obszönitäten,keine pornografie und obszönitäten,non-Englsih,No pornography and obscene,formal,0.5529741048812866,Other,Other
1190,1190,1248,masto.wardenburg.social,Keine Verletzungen von Rechten Dritter,keine verletzungen von rechten dritter,non-Englsih,No violations of third party rights,formal,0.8896942734718323,Legal,Legal
1191,1191,1249,masto.wardenburg.social,"Keine Veröffentlichung von Foren-/Blogbeiträgen, privaten Korrespondenzen und privaten Daten",keine veröffentlichung von forenblogbeiträgen privaten korrespondenzen und privaten daten,non-Englsih,No publication of forum blog articles private correspondence and private data,formal,0.9567208886146545,Opinion/Argumentation,Opinion/Argumentation
1192,1192,1250,masto.wardenburg.social,Kein Missbrauch der Kommentarfunktion für werbliche Zwecke,kein missbrauch der kommentarfunktion für werbliche zwecke,non-Englsih,No abuse of the comment function for advertising purposes,formal,0.9756622910499573,Legal,Legal
1193,1193,1251,social.grahamharper.net,Wear sunscreen.,wear sunscreen,English,wear sunscreen,informal,0.9900528788566589,Information/Explanation,Information/Explanation
1194,1194,1252,is.lewd.pm,Rule is not a list,rule is not a list,English,rule is not a list,informal,0.9950441122055054,Instruction,Instruction
1195,1195,1253,overgrown.garden,You must be Simon to use this server,you must be simon to use this server,English,you must be simon to use this server,informal,0.981310248374939,Instruction,Instruction
1196,1196,1254,overgrown.garden,"Rule #1 may, on occasion, be bent.",rule 1 may on occasion be bent,English,rule 1 may on occasion be bent,informal,0.99153733253479,Instruction,Instruction
1197,1197,1255,justinyost.social,Server is for the personal use of Justin Yost,server is for the personal use of justin yost,English,server is for the personal use of justin yost,informal,0.9974777102470398,Forum,Forum
1198,1198,1256,justinyost.social,"Be nice, and don't be a jerk.",be nice and dont be a jerk,English,be nice and dont be a jerk,informal,0.9975207448005676,Forum,Forum
1199,1199,1257,xarxamontgri.masto.host,"""Descriu una norma o requeriment pels usuaris d'aquest servidor. Intenta fer-la curta i senzilla"".La norma és que no hi ha norma.  ⥀⥁
                                                                               
                                                                                    ",descriu una norma o requeriment pels usuaris daquest servidor intenta ferla curta i senzillala norma és que no hi ha norma,non-Englsih,Describe a standard or requirement for users of this server attempts to make it short and simple standard is that there is no standard,formal,0.9986559152603149,Information/Explanation,Information/Explanation
1200,1200,1258,cmm.fyi,Profiles only allow cat or red panda pictures,profiles only allow cat or red panda pictures,English,profiles only allow cat or red panda pictures,informal,0.9965433478355408,Promotion,Promotion
1201,1201,1259,mastodon.faithtree.social,"Posts should be in accordance with the Golden Rule (Matthew 7:12)
",posts should be in accordance with the golden rule matthew 712,English,posts should be in accordance with the golden rule matthew 712,informal,0.9903678894042969,Legal,Legal
1202,1202,1260,mastodon.faithtree.social,Posts should show the Fruit of the Spirit (Gal. 5:22-23),posts should show the fruit of the spirit gal 52223,English,posts should show the fruit of the spirit gal 52223,informal,0.9963415265083313,Forum,Forum
1203,1203,1261,mastodon.faithtree.social,"Doxxing, hatred towards people, violence, threats of violence and like things are forbidden by the first two rules. Our conduct should be Christ-like.",doxxing hatred towards people violence threats of violence and like things are forbidden by the first two rules our conduct should be christlike,English,doxxing hatred towards people violence threats of violence and like things are forbidden by the first two rules our conduct should be christlike,informal,0.8630850911140442,Other,Other
1204,1204,1262,smitenet.com,Be good to others.,be good to others,English,be good to others,informal,0.9951637983322144,Other,Other
1205,1205,1263,m.heine.xyz,"Kein Rassismus, Sexismus, Beschimpfungen.",kein rassismus sexismus beschimpfungen,non-Englsih,no racism sexism insults,informal,0.9973412156105042,Other,Other
1206,1206,1264,m.heine.xyz,"Keine Belästigung (schließt ""Stalking"" und ""Doxxing"" ein).",keine belästigung schließt stalking und doxxing ein,non-Englsih,no harassment includes stalking and doxxing,informal,0.9963705539703369,Promotion,Promotion
1207,1207,1265,m.heine.xyz,Keine Diskriminierung von Geschlechtern und sexuellen Minderheiten oder deren Befürwortung.,keine diskriminierung von geschlechtern und sexuellen minderheiten oder deren befürwortung,non-Englsih,no discrimination against gender and sexual minorities or their support,informal,0.9618264436721802,Information/Explanation,Information/Explanation
1208,1208,1266,m.heine.xyz,"Keine Nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus.",keine nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus,non-Englsih,No nationalist propaganda nazis symbolism or promotion of the ideology of National Socialism,formal,0.9747094511985779,Promotion,Promotion
1209,1209,1267,m.heine.xyz,Keine Werbung.,keine werbung,non-Englsih,no advertising,informal,0.9948227405548096,Promotion,Promotion
1210,1210,1268,m.heine.xyz,Kein (intensives) Boting.,kein intensives boting,non-Englsih,no intensive bating,informal,0.992964506149292,Instruction,Instruction
1211,1211,1269,hlidacstatu.social,"Chovejte se k sobě slušně, nevulgárně, neagresivně",chovejte se k sobě slušně nevulgárně neagresivně,non-Englsih,Treat yourself to yourself decently in a non -zero -aggressive,formal,0.9312230348587036,Instruction,Instruction
1212,1212,1270,hlidacstatu.social,"Respektujte názory, postoje i chování ostatních, pokud neporušují tato pravidla.",respektujte názory postoje i chování ostatních pokud neporušují tato pravidla,non-Englsih,Respect the opinions of attitude and behavior of others if they do not break these rules,formal,0.9975510239601135,Legal,Legal
1213,1213,1271,hlidacstatu.social,"Diskuze s argumenty je lepší, než emotivní výkřiky za vlastní pravdu. Uznat cizí pravdu není důkaz slabosti",diskuze s argumenty je lepší než emotivní výkřiky za vlastní pravdu uznat cizí pravdu není důkaz slabosti,non-Englsih,discussion with arguments is better than emotional shouts for one's own truth to recognize foreign truth is not evidence of weakness,formal,0.9859386086463928,Opinion/Argumentation,Opinion/Argumentation
1214,1214,1272,mhc.social,Dont Panic !,dont panic,non-Englsih,dont panic,informal,0.9959872364997864,Prose/Lyrical,Prose/Lyrical
1215,1215,1273,beltaine.day,외부인의 서버 가입 신청을 금지합니다.,외부인의 서버 가입 신청을 금지합니다,non-Englsih,Outsiders are prohibited to apply for server subscriptions,formal,0.9940276145935059,Legal,Legal
1216,1216,1274,beltaine.day,"모든 게시글은 팔로워 한정 공개로만 올려주시고, 공개 타임라인 업로드를 삼가주세요.",모든 게시글은 팔로워 한정 공개로만 올려주시고 공개 타임라인 업로드를 삼가주세요,non-Englsih,All posts will only be posted by the followers and please refrain from uploading open timelines.,formal,0.9986452460289001,Other,Other
1217,1217,1275,beltaine.day,개인 서버인 관계로 서버에 문제가 있을 경우 복구에 다소 시일이 소요될 수 있습니다. 느긋하게 기다려주세요.,개인 서버인 관계로 서버에 문제가 있을 경우 복구에 다소 시일이 소요될 수 있습니다 느긋하게 기다려주세요,non-Englsih,"If you have a problem with the server because of the personal server, please wait relaxed to the recovery.",formal,0.998653769493103,Instruction,Instruction
1218,1218,1276,goos.social,Hou het netjes!,hou het netjes,non-Englsih,Keep it tidy,informal,0.7646766304969788,Prose/Lyrical,Prose/Lyrical
1219,1219,1277,social.sdfin.org,This server abides by the Mastodon Covenant,this server abides by the mastodon covenant,English,this server abides by the mastodon covenant,informal,0.988043487071991,Information/Explanation,Information/Explanation
1220,1220,1278,social.sdfin.org,"Organizations are welcome to engage with the community in a non-commercial, non-advertising manner.",organizations are welcome to engage with the community in a noncommercial nonadvertising manner,English,organizations are welcome to engage with the community in a noncommercial nonadvertising manner,formal,0.8461589813232422,Promotion,Promotion
1221,1221,1279,social.sdfin.org,"Artists, musicians, writers and artisans are welcome to engage with the community regarding their craft.",artists musicians writers and artisans are welcome to engage with the community regarding their craft,English,artists musicians writers and artisans are welcome to engage with the community regarding their craft,formal,0.8199329972267151,Promotion,Promotion
1222,1222,1280,social.sdfin.org,"Do not engage in harassment, hateful content or posts of a derogatory nature.",do not engage in harassment hateful content or posts of a derogatory nature,English,do not engage in harassment hateful content or posts of a derogatory nature,formal,0.9255769848823547,Legal,Legal
1223,1223,1281,social.sdfin.org,Do not make advertising posts for the sake of purely promoting a commercial product or service.,do not make advertising posts for the sake of purely promoting a commercial product or service,English,do not make advertising posts for the sake of purely promoting a commercial product or service,formal,0.8174431920051575,Promotion,Promotion
1224,1224,1282,social.sdfin.org,Content originating from this site may not be used for machine training or other data mining activities without the individual author's consent.,content originating from this site may not be used for machine training or other data mining activities without the individual authors consent,English,content originating from this site may not be used for machine training or other data mining activities without the individual authors consent,formal,0.9558475613594055,Legal,Legal
1225,1225,1283,paw.photo,Photos of pets/animals only,photos of petsanimals only,English,photos of petsanimals only,informal,0.9959350824356079,Information/Explanation,Information/Explanation
1226,1226,1284,paw.photo,"Sexually, explicit or violent media are not allowed",sexually explicit or violent media are not allowed,English,sexually explicit or violent media are not allowed,informal,0.8199990391731262,Legal,Legal
1227,1227,1285,paw.photo,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism,informal,0.9974828362464905,Information/Explanation,Information/Explanation
1228,1228,1286,paw.photo,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies,informal,0.9676808714866638,Promotion,Promotion
