GPT category single,GPT category set,Count
LGBTQ,"{'Images', 'Copyright/ Piracy'}",4
LGBTQ,"{'Links & Outside Content', 'Not Applicable'}",4
LGBTQ,"{'Not Applicable', 'Hate Speech'}",4
LGBTQ,{'Off-topic/topic specific'},4
LGBTQ,"{'Harassment', 'Spam'}",3
LGBTQ,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",3
LGBTQ,{'Links & Outside Content'},3
LGBTQ,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",3
LGBTQ,"{'Not Applicable', 'Content Warnings'}",3
LGBTQ,"{'Reposting/Crossposting', 'Spam'}",3
LGBTQ,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",2
LGBTQ,"{'Dogpiling', 'Harassment', 'Trolling'}",2
LGBTQ,"{'Dogpiling', 'Hate Speech', 'Harassment'}",2
LGBTQ,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",2
LGBTQ,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",2
LGBTQ,"{'Hate Speech', 'Trolling'}",2
LGBTQ,"{'Illegal Content', 'Copyright/ Piracy'}",2
LGBTQ,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",2
LGBTQ,"{'Illegal Content', 'Images'}",2
LGBTQ,"{'Illegal Content', 'Not Applicable'}",2
LGBTQ,"{'Links & Outside Content', 'NSFW'}",2
LGBTQ,"{'NSFW', 'Copyright/ Piracy'}",2
LGBTQ,"{'NSFW', 'Doxxing/ Personal Info'}",2
LGBTQ,"{'NSFW', 'Harassment'}",2
LGBTQ,"{'NSFW', 'Spam'}",2
LGBTQ,"{'Off-topic/topic specific', 'Content Warnings'}",2
LGBTQ,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",2
LGBTQ,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",2
LGBTQ,{'Reposting/Crossposting'},2
LGBTQ,{'Trolling'},2
LGBTQ,"{'Advertising & Commercialization', 'Automated tools'}",1
LGBTQ,"{'Advertising & Commercialization', 'Impersonation', 'Spam'}",1
LGBTQ,"{'Advertising & Commercialization', 'Links & Outside Content'}",1
LGBTQ,"{'Advertising & Commercialization', 'Not Applicable'}",1
LGBTQ,"{'Advertising & Commercialization', 'Spam', 'Copyright/ Piracy'}",1
LGBTQ,"{'Content Warnings', 'Incitement of Violence'}",1
LGBTQ,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
LGBTQ,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
LGBTQ,"{'Dogpiling', 'Hate Speech'}",1
LGBTQ,"{'Doxxing/ Personal Info', 'Content Warnings'}",1
LGBTQ,"{'Harassment', 'Automated tools'}",1
LGBTQ,"{'Harassment', 'Doxxing/ Personal Info', 'Impersonation'}",1
LGBTQ,"{'Hate Speech', 'Content Warnings'}",1
LGBTQ,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
LGBTQ,"{'Hate Speech', 'Harassment', 'Trolling'}",1
LGBTQ,"{'Hate Speech', 'Off-topic/topic specific'}",1
LGBTQ,"{'Illegal Content', 'Automated tools'}",1
LGBTQ,"{'Illegal Content', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
LGBTQ,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",1
LGBTQ,"{'Illegal Content', 'Harassment', 'Incitement of Violence'}",1
LGBTQ,"{'Illegal Content', 'Hate Speech', 'Harassment'}",1
LGBTQ,"{'Illegal Content', 'Hate Speech', 'Impersonation'}",1
LGBTQ,"{'Illegal Content', 'Incitement of Violence', 'Copyright/ Piracy'}",1
LGBTQ,"{'Illegal Content', 'Incitement of Violence'}",1
LGBTQ,"{'Illegal Content', 'Links & Outside Content'}",1
LGBTQ,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
LGBTQ,"{'Illegal Content', 'NSFW', 'Content Warnings', 'Hate Speech'}",1
LGBTQ,"{'Illegal Content', 'NSFW', 'Images'}",1
LGBTQ,"{'Impersonation', 'Automated tools'}",1
LGBTQ,"{'Links & Outside Content', 'Content Warnings', 'Illegal Content'}",1
LGBTQ,"{'Links & Outside Content', 'Harassment', 'Trolling', 'Spam'}",1
LGBTQ,"{'Links & Outside Content', 'Illegal Content', 'Incitement of Violence'}",1
LGBTQ,"{'Links & Outside Content', 'Illegal Content', 'Spam'}",1
LGBTQ,"{'Links & Outside Content', 'Illegal Content'}",1
LGBTQ,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",1
LGBTQ,"{'Links & Outside Content', 'Spam'}",1
LGBTQ,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Trolling'}",1
LGBTQ,"{'Mis/Disinformation/Conspiracy', 'Impersonation'}",1
LGBTQ,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
LGBTQ,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
LGBTQ,"{'NSFW', 'Content Warnings', 'Hate Speech'}",1
LGBTQ,"{'NSFW', 'Hate Speech', 'Images'}",1
LGBTQ,"{'NSFW', 'Images', 'Incitement of Violence'}",1
LGBTQ,"{'NSFW', 'Off-topic/topic specific'}",1
LGBTQ,"{'Not Applicable', 'Doxxing/ Personal Info'}",1
LGBTQ,"{'Not Applicable', 'Harassment'}",1
LGBTQ,"{'Off-topic/topic specific', 'Reposting/Crossposting', 'Spam'}",1
LGBTQ,"{'Off-topic/topic specific', 'Spam'}",1
LGBTQ,"{'Off-topic/topic specific', 'Trolling'}",1
LGBTQ,"{'Reposting/Crossposting', 'Automated tools'}",1
LGBTQ,"{'Reposting/Crossposting', 'Content Warnings'}",1
LGBTQ,"{'Spam', 'Copyright/ Piracy'}",1
LGBTQ,"{'Trolling', 'Harassment', 'Impersonation'}",1
LGBTQ,"{'Trolling', 'Impersonation'}",1
LGBTQ,"{'Trolling', 'Incitement of Violence'}",1
Memes,{'Hate Speech'},11
Memes,{'NSFW'},5
Memes,{'Doxxing/ Personal Info'},4
Memes,"{'Hate Speech', 'Harassment'}",4
Memes,{'Harassment'},3
Memes,{'Impersonation'},3
Memes,{'Spam'},3
Memes,"{'Advertising & Commercialization', 'Spam'}",2
Memes,{'Content Warnings'},2
Memes,{'Illegal Content'},2
Memes,{'Incitement of Violence'},2
Memes,{'Mis/Disinformation/Conspiracy'},2
Memes,"{'NSFW', 'Content Warnings'}",2
Memes,{'Advertising & Commercialization'},1
Memes,{'Automated tools'},1
Memes,"{'Content Warnings', 'Images'}",1
Memes,{'Copyright/ Piracy'},1
Memes,"{'Dogpiling', 'Harassment'}",1
Memes,"{'Harassment', 'Doxxing/ Personal Info'}",1
Memes,"{'Hate Speech', 'Trolling'}",1
Memes,"{'Illegal Content', 'Hate Speech'}",1
Memes,"{'Not Applicable', 'Harassment'}",1
N/A,{'Hate Speech'},180
N/A,{'Illegal Content'},95
N/A,{'Harassment'},44
N/A,{'Mis/Disinformation/Conspiracy'},36
N/A,"{'NSFW', 'Content Warnings'}",36
N/A,{'Incitement of Violence'},35
N/A,"{'Harassment', 'Doxxing/ Personal Info'}",32
N/A,"{'Hate Speech', 'Harassment'}",31
N/A,{'Spam'},26
N/A,{'NSFW'},25
N/A,"{'Advertising & Commercialization', 'Spam'}",23
N/A,"{'Content Warnings', 'Images'}",20
N/A,{'Content Warnings'},20
N/A,{'Doxxing/ Personal Info'},19
N/A,"{'NSFW', 'Images'}",16
N/A,"{'Harassment', 'Trolling'}",15
N/A,{'Impersonation'},15
N/A,"{'Illegal Content', 'NSFW'}",13
N/A,{'Images'},13
N/A,{'Off-topic/topic specific'},13
N/A,{'Copyright/ Piracy'},12
N/A,{'Advertising & Commercialization'},11
N/A,{'Automated tools'},11
N/A,{'Links & Outside Content'},8
N/A,"{'Hate Speech', 'Incitement of Violence'}",7
N/A,"{'NSFW', 'Content Warnings', 'Images'}",7
N/A,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",6
N/A,"{'Illegal Content', 'Hate Speech'}",6
N/A,"{'Dogpiling', 'Harassment'}",4
N/A,"{'Illegal Content', 'Images'}",4
N/A,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",4
N/A,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",4
N/A,"{'Not Applicable', 'Automated tools'}",4
N/A,"{'Harassment', 'Incitement of Violence'}",3
N/A,"{'Harassment', 'Spam'}",3
N/A,"{'Illegal Content', 'Doxxing/ Personal Info'}",3
N/A,"{'Illegal Content', 'Incitement of Violence'}",3
N/A,"{'Trolling', 'Spam'}",3
N/A,"{'Advertising & Commercialization', 'Links & Outside Content'}",2
N/A,"{'Automated tools', 'Spam'}",2
N/A,"{'Hate Speech', 'Off-topic/topic specific'}",2
N/A,"{'Hate Speech', 'Trolling', 'Spam'}",2
N/A,"{'Illegal Content', 'Copyright/ Piracy'}",2
N/A,"{'Illegal Content', 'Hate Speech', 'Harassment'}",2
N/A,"{'Illegal Content', 'Links & Outside Content'}",2
N/A,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",2
N/A,"{'Illegal Content', 'NSFW', 'Hate Speech'}",2
N/A,"{'Links & Outside Content', 'Spam'}",2
N/A,"{'Not Applicable', 'NSFW'}",2
N/A,"{'Not Applicable', 'Spam'}",2
N/A,"{'Off-topic/topic specific', 'Content Warnings'}",2
N/A,"{'Off-topic/topic specific', 'Harassment'}",2
N/A,"{'Advertising & Commercialization', 'Automated tools'}",1
N/A,"{'Advertising & Commercialization', 'Illegal Content'}",1
N/A,"{'Advertising & Commercialization', 'Impersonation', 'Spam'}",1
N/A,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
N/A,"{'Advertising & Commercialization', 'Not Applicable', 'Harassment'}",1
N/A,"{'Advertising & Commercialization', 'Reposting/Crossposting', 'Spam'}",1
N/A,"{'Dogpiling', 'Doxxing/ Personal Info', 'Trolling', 'Harassment', 'Incitement of Violence'}",1
N/A,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
N/A,"{'Dogpiling', 'Mis/Disinformation/Conspiracy', 'Harassment'}",1
N/A,"{'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
N/A,"{'Harassment', 'Automated tools'}",1
N/A,"{'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
N/A,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
N/A,"{'Harassment', 'Trolling', 'Incitement of Violence'}",1
N/A,"{'Hate Speech', 'Copyright/ Piracy'}",1
N/A,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
N/A,"{'Hate Speech', 'Harassment', 'Impersonation'}",1
N/A,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
N/A,"{'Hate Speech', 'Harassment', 'Trolling'}",1
N/A,"{'Hate Speech', 'Images'}",1
N/A,"{'Hate Speech', 'Spam'}",1
N/A,"{'Hate Speech', 'Trolling'}",1
N/A,"{'Illegal Content', 'Content Warnings'}",1
N/A,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
N/A,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
N/A,"{'Illegal Content', 'NSFW', 'Off-topic/topic specific', 'Hate Speech'}",1
N/A,"{'Illegal Content', 'Not Applicable'}",1
N/A,"{'Illegal Content', 'Spam'}",1
N/A,"{'Images', 'Copyright/ Piracy'}",1
N/A,"{'Images', 'Spam'}",1
N/A,"{'Impersonation', 'Automated tools'}",1
N/A,"{'Links & Outside Content', 'Content Warnings'}",1
N/A,"{'Links & Outside Content', 'Doxxing/ Personal Info'}",1
N/A,"{'Links & Outside Content', 'Illegal Content'}",1
N/A,"{'Links & Outside Content', 'Images'}",1
N/A,"{'Links & Outside Content', 'NSFW', 'Content Warnings'}",1
N/A,"{'Links & Outside Content', 'NSFW', 'Images'}",1
N/A,"{'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
N/A,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
N/A,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Incitement of Violence'}",1
N/A,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
N/A,"{'NSFW', 'Harassment', 'Off-topic/topic specific'}",1
N/A,"{'NSFW', 'Harassment'}",1
N/A,"{'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
N/A,"{'NSFW', 'Hate Speech'}",1
N/A,"{'Not Applicable', 'Hate Speech'}",1
N/A,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",1
N/A,"{'Not Applicable', 'Reposting/Crossposting'}",1
N/A,"{'Reposting/Crossposting', 'Automated tools'}",1
N/A,"{'Reposting/Crossposting', 'Spam'}",1
N/A,{'Reposting/Crossposting'},1
N/A,{'Trolling'},1
News,{'Mis/Disinformation/Conspiracy'},16
News,{'Hate Speech'},15
News,{'Illegal Content'},10
News,{'Incitement of Violence'},9
News,"{'Content Warnings', 'Images'}",7
News,"{'Harassment', 'Doxxing/ Personal Info'}",7
News,"{'Hate Speech', 'Harassment'}",7
News,{'Impersonation'},7
News,"{'Advertising & Commercialization', 'Spam'}",5
News,{'Automated tools'},5
News,{'Content Warnings'},5
News,{'Harassment'},5
News,{'NSFW'},5
News,{'Images'},4
News,{'Doxxing/ Personal Info'},3
News,"{'Hate Speech', 'Incitement of Violence'}",3
News,{'Links & Outside Content'},3
News,{'Off-topic/topic specific'},3
News,{'Advertising & Commercialization'},2
News,"{'Automated tools', 'Spam'}",2
News,"{'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",2
News,"{'Harassment', 'Trolling'}",2
News,"{'Illegal Content', 'Hate Speech'}",2
News,"{'Illegal Content', 'NSFW', 'Images', 'Incitement of Violence'}",2
News,"{'NSFW', 'Images'}",2
News,"{'Off-topic/topic specific', 'Harassment'}",2
News,"{'Advertising & Commercialization', 'Copyright/ Piracy'}",1
News,"{'Advertising & Commercialization', 'Links & Outside Content', 'Spam'}",1
News,"{'Dogpiling', 'Doxxing/ Personal Info', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
News,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",1
News,"{'Dogpiling', 'Harassment'}",1
News,"{'Dogpiling', 'Incitement of Violence'}",1
News,"{'Doxxing/ Personal Info', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Trolling', 'Spam', 'Harassment', 'Impersonation'}",1
News,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
News,"{'Hate Speech', 'Images'}",1
News,"{'Hate Speech', 'Spam'}",1
News,"{'Illegal Content', 'Harassment', 'Doxxing/ Personal Info'}",1
News,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
News,"{'Links & Outside Content', 'Illegal Content'}",1
News,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",1
News,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Copyright/ Piracy'}",1
News,"{'Mis/Disinformation/Conspiracy', 'Spam', 'Automated tools'}",1
News,"{'Mis/Disinformation/Conspiracy', 'Spam'}",1
News,"{'NSFW', 'Content Warnings'}",1
News,"{'NSFW', 'Harassment'}",1
News,"{'NSFW', 'Spam'}",1
News,"{'Not Applicable', 'Doxxing/ Personal Info'}",1
News,"{'Off-topic/topic specific', 'Reposting/Crossposting'}",1
News,"{'Reposting/Crossposting', 'Automated tools'}",1
News,{'Spam'},1
News,{'Trolling'},1
Organization,{'Hate Speech'},210
Organization,{'Illegal Content'},115
Organization,{'Mis/Disinformation/Conspiracy'},89
Organization,{'Incitement of Violence'},68
Organization,"{'Hate Speech', 'Harassment'}",56
Organization,"{'Advertising & Commercialization', 'Spam'}",52
Organization,"{'Harassment', 'Doxxing/ Personal Info'}",52
Organization,"{'Content Warnings', 'Images'}",40
Organization,{'Harassment'},37
Organization,{'NSFW'},26
Organization,"{'NSFW', 'Content Warnings'}",25
Organization,{'Spam'},25
Organization,{'Advertising & Commercialization'},24
Organization,{'Content Warnings'},24
Organization,{'Impersonation'},24
Organization,"{'NSFW', 'Images'}",22
Organization,{'Copyright/ Piracy'},20
Organization,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",19
Organization,{'Doxxing/ Personal Info'},19
Organization,{'Automated tools'},18
Organization,"{'Hate Speech', 'Incitement of Violence'}",17
Organization,{'Links & Outside Content'},16
Organization,{'Images'},15
Organization,{'Off-topic/topic specific'},14
Organization,"{'Illegal Content', 'Hate Speech'}",13
Organization,"{'Harassment', 'Trolling'}",12
Organization,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",11
Organization,"{'NSFW', 'Content Warnings', 'Images'}",11
Organization,"{'Dogpiling', 'Harassment'}",10
Organization,"{'Harassment', 'Incitement of Violence'}",10
Organization,"{'Illegal Content', 'Incitement of Violence'}",8
Organization,{'Trolling'},8
Organization,"{'Illegal Content', 'Copyright/ Piracy'}",7
Organization,"{'Illegal Content', 'NSFW'}",7
Organization,"{'Reposting/Crossposting', 'Automated tools'}",7
Organization,"{'Hate Speech', 'Harassment', 'Incitement of Violence'}",5
Organization,"{'Illegal Content', 'Mis/Disinformation/Conspiracy'}",5
Organization,"{'Mis/Disinformation/Conspiracy', 'Spam'}",5
Organization,"{'NSFW', 'Incitement of Violence'}",5
Organization,"{'Not Applicable', 'Automated tools'}",5
Organization,"{'Not Applicable', 'Doxxing/ Personal Info'}",5
Organization,"{'Automated tools', 'Spam'}",4
Organization,"{'Links & Outside Content', 'Illegal Content'}",4
Organization,"{'Links & Outside Content', 'Spam'}",4
Organization,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",4
Organization,"{'NSFW', 'Harassment'}",4
Organization,"{'Hate Speech', 'Content Warnings'}",3
Organization,"{'Illegal Content', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",3
Organization,"{'Illegal Content', 'Links & Outside Content'}",3
Organization,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",3
Organization,"{'NSFW', 'Harassment', 'Hate Speech', 'Incitement of Violence'}",3
Organization,"{'NSFW', 'Images', 'Incitement of Violence'}",3
Organization,"{'Advertising & Commercialization', 'Automated tools'}",2
Organization,"{'Advertising & Commercialization', 'Links & Outside Content', 'Spam'}",2
Organization,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",2
Organization,"{'Content Warnings', 'Incitement of Violence'}",2
Organization,"{'Dogpiling', 'Doxxing/ Personal Info'}",2
Organization,"{'Harassment', 'Impersonation'}",2
Organization,"{'Harassment', 'Spam'}",2
Organization,"{'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",2
Organization,"{'Hate Speech', 'Off-topic/topic specific'}",2
Organization,"{'Hate Speech', 'Spam'}",2
Organization,"{'Illegal Content', 'Doxxing/ Personal Info'}",2
Organization,"{'Illegal Content', 'Harassment'}",2
Organization,"{'Illegal Content', 'Hate Speech', 'Harassment'}",2
Organization,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",2
Organization,"{'Illegal Content', 'NSFW', 'Images'}",2
Organization,"{'Links & Outside Content', 'Hate Speech'}",2
Organization,"{'Links & Outside Content', 'Not Applicable'}",2
Organization,"{'Links & Outside Content', 'Off-topic/topic specific'}",2
Organization,"{'Mis/Disinformation/Conspiracy', 'Off-topic/topic specific'}",2
Organization,"{'NSFW', 'Doxxing/ Personal Info'}",2
Organization,"{'NSFW', 'Hate Speech'}",2
Organization,"{'NSFW', 'Off-topic/topic specific', 'Content Warnings'}",2
Organization,"{'Not Applicable', 'Hate Speech'}",2
Organization,"{'Not Applicable', 'Mis/Disinformation/Conspiracy'}",2
Organization,"{'Off-topic/topic specific', 'Harassment'}",2
Organization,{'Reposting/Crossposting'},2
Organization,"{'Advertising & Commercialization', 'Harassment', 'Incitement of Violence'}",1
Organization,"{'Advertising & Commercialization', 'Hate Speech'}",1
Organization,"{'Advertising & Commercialization', 'Links & Outside Content', 'Doxxing/ Personal Info'}",1
Organization,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy', 'Spam'}",1
Organization,"{'Advertising & Commercialization', 'Mis/Disinformation/Conspiracy'}",1
Organization,"{'Advertising & Commercialization', 'Not Applicable'}",1
Organization,"{'Advertising & Commercialization', 'Off-topic/topic specific'}",1
Organization,"{'Dogpiling', 'Doxxing/ Personal Info', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Organization,"{'Dogpiling', 'Hate Speech', 'Harassment', 'Doxxing/ Personal Info'}",1
Organization,"{'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Organization,"{'Doxxing/ Personal Info', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Trolling', 'Spam', 'Harassment', 'Impersonation'}",1
Organization,"{'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Organization,"{'Harassment', 'Doxxing/ Personal Info', 'Copyright/ Piracy'}",1
Organization,"{'Harassment', 'Images'}",1
Organization,"{'Harassment', 'Trolling', 'Spam'}",1
Organization,"{'Hate Speech', 'Doxxing/ Personal Info', 'Incitement of Violence'}",1
Organization,"{'Hate Speech', 'Harassment', 'Images'}",1
Organization,"{'Hate Speech', 'Harassment', 'Off-topic/topic specific'}",1
Organization,"{'Hate Speech', 'Harassment', 'Spam'}",1
Organization,"{'Hate Speech', 'Images', 'Incitement of Violence'}",1
Organization,"{'Hate Speech', 'Images'}",1
Organization,"{'Hate Speech', 'Trolling'}",1
Organization,"{'Illegal Content', 'Content Warnings', 'NSFW', 'Hate Speech', 'Harassment'}",1
Organization,"{'Illegal Content', 'Doxxing/ Personal Info', 'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Organization,"{'Illegal Content', 'Hate Speech', 'Incitement of Violence'}",1
Organization,"{'Illegal Content', 'Images'}",1
Organization,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Harassment', 'Doxxing/ Personal Info'}",1
Organization,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Organization,"{'Illegal Content', 'Mis/Disinformation/Conspiracy', 'Hate Speech'}",1
Organization,"{'Illegal Content', 'NSFW', 'Copyright/ Piracy'}",1
Organization,"{'Illegal Content', 'NSFW', 'Hate Speech', 'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",1
Organization,"{'Illegal Content', 'NSFW', 'Hate Speech'}",1
Organization,"{'Illegal Content', 'NSFW', 'Spam'}",1
Organization,"{'Illegal Content', 'Spam'}",1
Organization,"{'Images', 'Copyright/ Piracy'}",1
Organization,"{'Images', 'Incitement of Violence'}",1
Organization,"{'Impersonation', 'Automated tools'}",1
Organization,"{'Impersonation', 'Copyright/ Piracy'}",1
Organization,"{'Links & Outside Content', 'Content Warnings', 'Images'}",1
Organization,"{'Links & Outside Content', 'Content Warnings', 'Incitement of Violence'}",1
Organization,"{'Links & Outside Content', 'Mis/Disinformation/Conspiracy'}",1
Organization,"{'Links & Outside Content', 'NSFW', 'Content Warnings'}",1
Organization,"{'Links & Outside Content', 'NSFW', 'Images'}",1
Organization,"{'Links & Outside Content', 'Reposting/Crossposting', 'Spam'}",1
Organization,"{'Mis/Disinformation/Conspiracy', 'Content Warnings'}",1
Organization,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Automated tools'}",1
Organization,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment', 'Incitement of Violence'}",1
Organization,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Harassment'}",1
Organization,"{'Mis/Disinformation/Conspiracy', 'Hate Speech', 'Incitement of Violence'}",1
Organization,"{'NSFW', 'Automated tools'}",1
Organization,"{'NSFW', 'Harassment', 'Doxxing/ Personal Info'}",1
Organization,"{'NSFW', 'Harassment', 'Hate Speech'}",1
Organization,"{'NSFW', 'Harassment', 'Incitement of Violence'}",1
Organization,"{'NSFW', 'Harassment', 'Trolling'}",1
Organization,"{'NSFW', 'Hate Speech', 'Incitement of Violence'}",1
Organization,"{'NSFW', 'Hate Speech', 'Trolling', 'Harassment', 'Incitement of Violence'}",1
Organization,"{'NSFW', 'Hate Speech', 'Trolling', 'Spam', 'Harassment', 'Incitement of Violence'}",1
Organization,"{'NSFW', 'Off-topic/topic specific', 'Spam'}",1
Organization,"{'NSFW', 'Off-topic/topic specific'}",1
Organization,"{'NSFW', 'Trolling', 'Hate Speech', 'Incitement of Violence'}",1
Organization,"{'Not Applicable', 'Content Warnings'}",1
Organization,"{'Not Applicable', 'Harassment'}",1
Organization,"{'Not Applicable', 'Impersonation'}",1
Organization,"{'Off-topic/topic specific', 'Harassment', 'Trolling'}",1
Organization,"{'Off-topic/topic specific', 'Spam'}",1
Organization,"{'Off-topic/topic specific', 'Trolling'}",1
Organization,"{'Reposting/Crossposting', 'Copyright/ Piracy'}",1
Organization,"{'Reposting/Crossposting', 'Spam'}",1
Organization,"{'Spam', 'Automated tools'}",1
Organization,"{'Trolling', 'Spam'}",1
Personal,{'Hate Speech'},169
Personal,{'Illegal Content'},91
Personal,{'Incitement of Violence'},55
Personal,"{'Harassment', 'Doxxing/ Personal Info'}",41
Personal,{'Mis/Disinformation/Conspiracy'},41
Personal,{'Harassment'},33
Personal,"{'Content Warnings', 'Images'}",31
Personal,"{'Hate Speech', 'Harassment'}",25
Personal,"{'Advertising & Commercialization', 'Spam'}",23
Personal,{'Content Warnings'},23
Personal,"{'NSFW', 'Content Warnings'}",22
Personal,{'Spam'},21
Personal,{'Copyright/ Piracy'},14
Personal,{'Images'},12
Personal,"{'Mis/Disinformation/Conspiracy', 'Hate Speech'}",12
Personal,{'NSFW'},12
Personal,{'Impersonation'},11
Personal,"{'NSFW', 'Content Warnings', 'Images'}",10
Personal,{'Automated tools'},9
Personal,"{'Harassment', 'Trolling'}",9
Personal,{'Advertising & Commercialization'},7
Personal,{'Doxxing/ Personal Info'},7
Personal,"{'Hate Speech', 'Incitement of Violence'}",6
Personal,"{'Hate Speech', 'Off-topic/topic specific'}",6
Personal,"{'Illegal Content', 'Hate Speech'}",6
Personal,"{'Illegal Content', 'NSFW'}",6
Personal,{'Links & Outside Content'},5
Personal,"{'Illegal Content', 'Links & Outside Content'}",4
Personal,"{'Mis/Disinformation/Conspiracy', 'Incitement of Violence'}",4
Personal,"{'NSFW', 'Images'}",4
Personal,"{'NSFW', 'Incitement of Violence'}",3
Personal,"{'Dogpiling', 'Harassment'}",2
Personal,"{'Harassment', 'Spam'}",2
Personal,"{'Hate Speech', 'Content Warnings'}",2
Personal,"{'Hate Speech', 'Spam'}",2
Personal,"{'Hate Speech', 'Trolling'}",2
Personal,"{'Illegal Content', 'Incitement of Violence'}",2
Personal,"{'Links & Outside Content', 'Hate Speech'}",2
Personal,"{'Links & Outside Content', 'Not Applicable'}",2
Personal,"{'Links & Outside Content', 'Reposting/Crossposting'}",2
Personal,"{'Not Applicable', 'Hate Speech'}",2
Personal,{'Off-topic/topic specific'},2
Personal,{'Trolling'},2
Personal,"{'Advertising & Commercialization', 'Spam', 'Automated tools'}",1
Personal,"{'Advertising & Commercialization', 'Trolling', 'Spam'}",1
Personal,"{'Automated tools', 'Spam'}",1
Personal,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Spam'}",1
Personal,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info', 'Trolling'}",1
Personal,"{'Dogpiling', 'Harassment', 'Doxxing/ Personal Info'}",1
Personal,"{'Dogpiling', 'Hate Speech'}",1
Personal,"{'Dogpiling', 'NSFW', 'Automated tools', 'Advertising & Commercialization', 'Harassment', 'Incitement of Violence'}",1
