,rules
2799,ffⅹⅳゲーム内コンテンツスクリーンショット等を掲載する場合必ず以下の権利表記を入れてください c square enix co ltd all rights reserved
2800,日本の法律公序良俗に則った投稿を行なってください
2801,content illegal by german law is strictly forbidden
2802,sexually explicit or violent media must be marked as sensitive when posting
2803,no racism sexism homophobia transphobia xenophobia or casteism
2804,no incitement of violence or promotion of violent ideologies
2805,no harassment dogpiling or doxxing of other users
2806,do not share intentionally false or misleading information
2807,do not share links to malware warez cracks keygens etc these things are only for discussion and we dont want to break any laws here
2808,nothing discriminatory instances by the fediverse foundation are expressly inclusive and open to everyone therefore any form of discrimination is prohibited this includes but is not limited to ableism antisemitism homomisia islamomisia classism racism sexism transmisia etc
2809,nothing illegal do not post anything illegal austrian law eu law
2810,nothing harassing no spam trolling bullying or similar annoyances no calls for hate or violence no pornography
2811,nothing intentionally fake no fake news misinformation science denial no spreading rumors or propaganda
2812,nothing automated no bots no crossposting eg mirroring of twitter posts etc without context or other interaction
2813,относитесь к другим пользователям с уважением
2814,харрасмент разжигание ненависти hate speech трансфобия гомофобия расизм сексизм фашизм и прочие проявления шовинизма запрещены
2815,не разглашать чужую персональную информацию без согласия
2816,в спорных случаях администрация сохраняет право применять ограничения на свое усмотрение
2817,не засоряйте публичные ленты щитпостинг должен знать меру
2818,указывайте content warning и nsfwметки на потенциально спорном контенте описаниеизображения жестоких сцен использование оскорбительной лексики итп
2819,no white supremacy antiblackness colorism transmisia cisheterosexism ableism misogyny fat hate or gender binarism
2820,no harassment bullying or doxxing other users
2821,do not share information you know to be false or misleading
2822,nsfw content is cool we are sw friendly just mark it sensitive and use a content warning
2823,you must be at least 18 years old to have an account here
2824,本サーバーは自由を重視しており特に表現規制について断固として反対しています
2825,反社会的活動脅迫犯行予告等を行った者は当該の投稿を削除のうえでアカウントを停止します
2826,サーバーにデータが存在するだけで犯罪となり得るデータ児童ポルノ画像等は発見し次第削除します
2827,スパム行為無意味なメッセージを他者に多量に送りつける等を行う者はアカウント停止やドメインブロック等の措置を行います
2828,その他本サーバーの運営に支障を来す行動や要求を行う者については適宜アカウント停止やドメインブロック等の措置をとります
2829,ビヨヲタの退避場所として作りました
2830,セトリ舞台の内容等のネタバレはokです
2831,取引等は個人の責任で行ってください
2832,個人間のトラブルはいかなるものでも管理者は責任を一切負えません
2833,日常の嫌なことはログインの際に一旦忘れてください
2834,非公式の個人運営です
2835,ネタバレや非表示にしたい投稿は投稿時の機能を使ってください
2836,this machine kills fascists we here at the happy family do not support fascism nazism imperialism or any kind of farright ideology in any form anyone promoting them or using their imagery in a proselytizing manner will be banned
2837,be kind to others antibipoc black indigenous and people of color sexist ableist racist homophobic and transphobic views will not be tolerated use of racial or offensive slurs will get you banned
2838,be kind to yourself please avoid using selfdeprecating language regarding yourself or your works language and how we use it is important please be mindful of how you speak about yourself
2839,nsfw is ok within reason we allow r18nsfw images but all such content must be tagged as sensitive and you should add cws as necessary if you repeatedly fail to mark said post as sensitive we will make your account enforcedsensitive
2840,creators are welcome artists musicians writers artisans are welcome to engage with the community regarding their craft just dont make advertising posts for the sake of purely promoting a commercial product or service
2841,well ran corpo free fedi this server abides by the mastodon server covenant joinmastodonorgcovenant we are also a proud signer of the antimeta fedi pact fedipactonline as well as actively block meta threads and connections there of
2842,this server is volunteer run if you would like to help defray hostingserver costs you can send funds to admin mini koficomministryofennuicontrol just say its for the mastodon server
2843,这里是规则
2844,we are currently an 18 server
2845,appropriation appropriative practices are not tolerated within this instance if its not yours to use dont use it examples of this include indigenous american practices initiatoryclosed religions hoodoo vodou etc and entities found in initiatoryclosed religions like lilith
2846,listen to marginalised voices when it comes to marginalised subjects including when discussing closedinitiatory paths
2847,the instance is otherkind alterhumanalterbeing therian godspousespiritspouse friendly
2848,dont perform unsolicited magic divination or channelling onfor people
2849,there are many ways to practise or engage with spirituality religion occultism etc your way is not the only way and some folks might do things differently respect each others practices
2850,bigotry including white supremacy transphobia homophobiaqueerphobia misogyny antisemitism racism ableism sanism nationalism nazism fascism is grounds for a ban
2851,dont harass each other or make derogatory remarks
2852,no spam misinformation or conspiracy theories
2853,approach conversations and toots in good faith and kindness
2854,occulttown is friendly to entheogen usage chemognosis but please tag it with a cw out of courtesy
2855,animal remainsvulture culture finds should be spoilered tagged with a cw out of courtesy
2856,nsfw content should be spoilered out of courtesy
2857,be nice
2858,use for swatcs classwork
2859,our site products and services are all directed to people who are at least 18 years old and are digital nomads if you are under the age of 18 do not use this site
2860,no sexually explicit or violent media
2861,no racism sexism homophobia transphobia xenophobia or casteism
2862,no incitement of violence or promotion of violent ideologies
2863,no harassment dogpiling or doxxing of other users
2864,do not share intentionally false or misleading information
2865,no bots
2866,you must be at least 16 years of age
2867,no casteism homophobia or transphobia including targeted misgendering deadnaming or promotion of socalled conversion therapy racism sexism or xenophobia
2868,no harassment dogpiling doxxing of other users
2869,no violent media incitement of violence or promotion of violent ideologies
2870,no sexually explicit content
2871,no sharing intentionally false or misleading information
2872,
2873,
2874,
2875,
2876,
2877,относитесь к другим пользователям с уважением харрасмент разжигание ненависти hate speech трансфобия гомофобия расизм сексизм фашизм и прочие проявления шовинизма запрещены
2878,не разглашать чужую персональную информацию без согласия
2879,в спорных случаях администрация сохраняет право применять ограничения на свое усмотрение
2880,не засоряйте публичные ленты знайте меру щитпостинга
2881,проставляйте content warning и nsfwметки на спорный контент политика описаниеизображения жестоких сцен использование оскорбительной лексики итп
2882,свобода слова не означает вседозволенность
2883,размещение рекламного контента рекламирование внешних ресурсов или размещение ссылок на внешние ресурсы с целью рекламы будет рассматриваться администрацией в некоторых случаях могут быть применены меры
2884,убедительная просьба заполняйте описания картинок это не обязательно но очень сильно выручает незрячих пользователей и не отнимает много времени
2885,dont do anything illegal in the uk eu or us on this instance i dont want to go to jail
2886,be nice no discrimination of any kind be in racism homophobia transphobia xenophobia or anything else
2887,be considerate use content warnings where appropriate eg tag vore with vore be aware that public posts will show up in timelines
2888,be 18 i dont want any minors here
2889,dont be a fascist just dont if you have to just line up against the wall already
2890,no spam no advertising this is open source and socialist dont try and hawk stuff here if you want to promote your nonprofit stuff please just keep it within reason and dont derail other conversations
2891,no sexually explicit or violent content allowed
2892,no racism sexism homophobia transphobia xenophobia or casteism
2893,no incitement of violence or promotion of violent ideologies
2894,no harassment dogpiling or doxxing of other users
2895,no content illegal in european union
2896,so that we can moderate the instance content has to be in a language for which free machine translation eg deeplcom is available
2897,本站注重讨论环境质量氛围因此不欢迎类似于以下人群的人加入共产左翼毛左国家主义者没读过现代学术著作的民科马克思主义者
2898,本站基于习惯法来进行管理
2899,本站默认认为选择开放rss接口转发等权限为支持fair use
2900,本站禁止与女性性别相关的辱骂词汇如草曹艹操干淦日逼比b以及以上读音的谐音词汇但不禁止男性性别相关的如傻屌蝈蝻等
2901,本站不欢迎以自我为中心没有同理心否认别人的真实感受如讲述自身遭遇导致自己见到男性很容易感到害怕时回复不是所有男人都是这个样子的发言
2902,本站不欢迎在对方没有确实的屌癌发言的情况下用对方不女权之类的言辞斥责对方的发言
2903,本站不欢迎有意叫错别人的性别的发言
2904,本站不欢迎troll巨魔狗哨式用词的发言
2905,
2906,
2907,
2908,
2909,
2910,
2911,
2912,
2913,
2914,
2915,
2916,
2917,discrimination bigotry will not be tolerated this is not a safe space for nazis terfs or hate speech
2918,respect each other this instance is meant to be a friendly welcoming space to all who are willing to reciprocate in helping to create that environment
2919,consent is key in any context if youre ever unsure ask first use content warnings cws where required
2920,no pedophilia period
2921,members under the age of 18 are not permitted to post lewd explicit nsfw or otherwise sexual content this includes as original posts or in reply to other members as well as boosting content of this type from their accounts
2922,no direct threats and incitement to violence expressing dissatisfaction is fine but directly stating interest or intent to commit violent harm are not welcome on this server
2923,sexually explicit or violent media must be marked as sensitive when posting
2924,no racism sexism homophobia transphobia xenophobia or any other form of bigotry
2925,no incitement of violence or promotion of violent ideologies
2926,no harassment dogpiling or doxxing of other users
2927,no content that is illegal in canada andor your own country
2928,do not share intentionally false or misleading information
2929,모두가 자유롭게 지내면 충분합니다
2930,no harassment
2931,nsfw must be marked as nsfw content warnings
2932,no content that is illegal in the united states and canada
2933,be kind
2934,no impersonating users
2935,no spamming
2936,no discrimination racism homophobia etc
2937,rules are subject to change
2938,english only
2939,spam activities are prohibited
2940,illegal activities in turkey and germany are prohibited
2941,no obscenity
2942,directly targeting other users any groups insulting and abusing is prohibited
2943,engaging in fraud acts will get you banned
2944,extreme bigotry on racial moral religious political etc topics are prohibited
2945,intentionally trying to damage the server will get you banned
2946,이곳은 자캐커뮤니티 여명 마스토돈입니다 가상의 공간이지만 사회통념적으로 부적절한 행위가 발생하므로 다른 연합우주에는 노출되지 않도록 하였습니다 러닝기간 동안은 공개 설정을 포함하여 자유롭게 이용해주세요 러닝기간이 종료되면 서버와 도메인 전체가 종료될 예정입니다
2947,본 커뮤니티의 모든 사건 인물 배경 묘사 등은 허구임을 밝힙니다 러닝 도중 현실과의 혼동이 생길 경우 총괄계의 dm으로 하차 선언 후 러닝을 즉각 중단해주시길 바랍니다
2948,본 커뮤니티에 성인이용가 이미지를 업로드 할 경우 마스토돈 내 기능인 미디어를 민감함으로 설정하기 필터를 필히 사용하여 주시기 바랍니다
2949,본 커뮤니티 러닝 중 성인이용가 역극을 진행하기 전 필히 총괄계를 포함한 dm에서 조율을 부탁드립니다 조율 따로 필요 없습니다와 같은 문구를 프로필과 바이오에 표시해 두신다면 생략 가능합니다
2950,하차 처리된 캐릭터는 세계관에 애초에 존재하지 않던 캐릭터로 취급되어 엔딩 이후에도 언급 연공 등이 금지됩니다 하차한 러너님께선 이후 본 커뮤니티의 세계관 관련 설정을 일체 사용하실 수 없습니다
2951,그 외 공지사항은 아래 문서를 필히 참고 숙지하여 주시기 바랍니다 httpsurlkrb3vj6d
2952,wir wünschen uns von all unseren benutzerinnen und benutzern ein respektvolles miteinander mit folgenden regeln
2953,auf diesem server werden keine marginalisierten oder andere gruppen aufgrund von merkmalen wie geschlecht herkunft beeinträchtigungen nationalitäten religion ua diskriminiert
2954,beleidigungen mobbing stalking deadnaming misgendering oder das anschreiben von nutzerinnen und nutzern die deutlich gemacht dass sie nicht kontaktiert werden wollen sind nicht erlaubt
2955,jegliche in deutschland illegale inhalte sind verboten außerdem auch alle dinge performance reputation sicherheit die diese instanz gefährden
2956,wir dulden keine rechtsextremen verfassungsfeindlichen oder verschwörungstheoretischen inhalte
2957,wir wünschen uns bildbeschreibungen beim posten auf der lokalen timeline
2958,under construction
2959,cette instance est limitée à linscription des journalistes salariées et pigistes réguliers de mediapart
2960,nous appliquons notre charte de participation et les règles de modération de notre manifeste httpsblogsmediapartfrchartedeparticipation
2961,mentions légales httpswwwmediapartfrquisommesnous
2962,sexually explicit or violent media must be marked as sensitive when posting
2963,no racism sexism homophobia transphobia xenophobia or casteism
2964,no incitement of violence or promotion of violent ideologies
2965,no harassment dogpiling or doxxing of other users
2966,do not share intentionally false or misleading information
2967,no sexually explicit or violent media
2968,no harassment of other users
2969,no racism sexism homophobia or transphobia
2970,do not share intentionally false or misleading information
2971,no illegal content
2972,no racism sexism homophobia transphobia xenophobia or casteism
2973,no incitement of violence or promotion of violent ideologies
2974,no harassment dogpiling or doxxing of other users
2975,do not share intentionally false or misleading information ai generated content has to be marked up as such
2976,when sharing sexually explicit or violent media those must be marked as sensitive when posting
2977,toot what you have discovered in your corner of europe
2978,polarismastohost는 자캐동맹 등대의 전용 서버로 동맹 활동기간 내의 모든 스토리 진행과 이벤트는 본 서버에서 이뤄집니다
2979,동맹 외부인은 본 서버에 가입할 수 없습니다
2980,본 서버는 별도의 마스토돈 호스팅 사이트를 통해 개설되었으며 마스토돈 이용정책과 더불어 해당 사이트의 서비스 약관을 따르고 있습니다 자세한 내용은 httpsmastohosttos 를 참조해주세요
2981,본 동맹 죽은 별을 순류하는 등대는 all젠더 성향으로 모든 멤버 및 캐릭터의 젠더를 존중합니다 따라서 캐어필을 넘어선 젠더혐오적 발언을 금합니다
2982,젠더를 포함한 다양한 정체성인종 장애 등에 대한 혐오 발언도 마찬가지로 제재합니다
2983,홈타임라인 내에 방통위 기준 4444의 수위 제한 없는 시리어스를 지향합니다 하지만 스토리 진행시간 외적으로는 개그 분위기도 수용합니다
2984,
2985,
2986,
2987,
2988,
2989,respect others treat all members with kindness and respect avoid offensive language personal attacks and discrimination based on race gender religion or other factors
2990,no hate speech or harassment do not engage in or tolerate hate speech bullying or harassment of any kind report such behavior promptly
2991,stay on topic keep discussions relevant to the groups purpose or topic avoid posting unrelated content or spam
2992,use clear and courteous language communicate clearly and politely use proper grammar and avoid excessive use of slang or abbreviations that might confuse others
2993,no selfpromotion refrain from excessive selfpromotion or spamming the group with advertisements selfpromotion should be relevant and not disrupt the community
2994,respect privacy do not share personal information about others without their consent respect members privacy and boundaries
2995,factcheck information before sharing news or information verify its accuracy to prevent the spread of false or misleading content
2996,be constructive provide constructive feedback and contribute positively to discussions critique ideas not individuals
2997,no trolling do not engage in trolling or disruptive behavior that aims to provoke others or derail conversations
2998,report issues if you encounter inappropriate behavior or content report it to the group administrators or moderators rather than taking matters into your own hands
2999,ce serveur nhéberge que des comptes institutionnels certifiés
3000,les publications sont faites sous lunique responsabilité des comptes hébergés
3001,be respectful to others and follow the server policies
3002,no hate speech harassment or discrimination
3003,no explicit or violent content
3004,no spam or illegal activities
3005,ask an admin permission to post sales or promotions
3006,kindly use english on this server
3007,racism sexism homophobia transphobia and other forms of discrimination are not acceptable on this instance
3008,while explicit content and nudity are permitted they need to be tagged accordingly posts that fail to include a nsfw tag will be removed
3009,content that is illegal in canada germany or the united states of america is strictly prohibited
3010,spam advertising and bot accounts are not permitted and will be removed
3011,while explicit content and nudity are permitted this dosent include content that depict a minor or a character that looks like a minor
3012,be nice
3013,no sexually explicit or violent media
3014,no racism sexism homophobia transphobia xenophobia or casteism including targeted misgendering deadnaming or promotion of socalled conversion therapy
3015,no incitement of violence or promotion of violent ideologies
3016,no harassment dogpiling or doxxing of other users
3017,no content illegal in canada or new zealand
3018,using a disposable email address is not permitted
3019,it is prohibited to buy sell or transfer any account
3020,please ensure that all bot accounts are properly marked and identified
3021,do not interfere with disrupt or create an undue burden on the site or the networks or services connected to the site
3022,harassing annoying intimidating or threatening any of our admins or agents engaged in providing any portion of the site to you is strictly prohibited
3023,dont bypass site restrictions including restricted sections we take security seriously and need your cooperation to maintain a safe platform
3024,copying or modifying the sites software which includes flash html php javascript css ruby postgresql and redis is strictly prohibited
3025,violence harassment and other similar types of behavior discourage people from expressing themselves and ultimately diminish the value of global public conversation our rules are to ensure all people can participate in public conversation freely and safely
3026,the following content is prohibited on our platform violent speech violent and hateful entities sexual exploitation abuseharassment hateful conduct perpetrators of violent attacks sensitive media illegal or regulated goods or services
3027,private information you may not publish or post other peoples private information such as home phone number and address without their express authorization and permission we also prohibit threatening to expose private information or incentivizing others to do so
3028,you must not infringe on the intellectual property rights of others including their copyright and trademarks
3029,it is prohibited to create accounts with the intention of replacing or imitating a suspended account
3030,it is unacceptable to impersonate an admin or a system account
3031,we will maintain certain data that you transmit to the site for the purpose of managing the performance of the site as well as data relating to your use of the site
3032,although we perform regular routine backups of data you are solely responsible for all data that you transmit or that relates to any activity you have undertaken using the site
3033,you agree that we shall have no liability to you for any loss or corruption of any such data and you hereby waive any right of action against us arising from any such loss or corruption of such data
3034,using bots for malicious purposes is not permitted
3035,content created by the use of ai must be disclosed
3036,ai profiles that solely share aigenerated content will not be tolerated
3037,you are not allowed to spam multiple reports for the same content
3038,you agree that by accessing the site you have read understood and agreed to be bound by all of these terms of use if you do not agree with all of these terms of use then you are expressly prohibited from using the site and you must discontinue use immediately
3039,allgemeines
3040,alle verstöße oder aufrufe zum verstoß gegen deutsches recht sind untersagt und werden geahndet zusätzlich gelten die bestimmungen der jeweiligen europäischen mitgliedsstaaten bzw der europäischen union
3041,jegliches verhalten dass darauf ausgelegt ist die bereitstellung unserer dienste in irgendeiner form zu beeinträchtigen ist verboten
3042,inhalte
3043,inhalte mit rassistischen illegalen pornografischen oder gewaltverherrlichenden inhalten sind strengstens untersagt unter diese regel fallen auch avatare und verweise zu internetseiten mit entsprechenden inhalten
3044,das massenweise erstellen von inhalten in einem kurzen zeitraum ist untersagt
3045,die veröffentlichung von nicht öffentlichen gesprächen email xmpp matrix etc ist nur dann erlaubt wenn alle beteiligten parteien ihre erlaubnis dazu gegeben haben
3046,beleidigungen und belästigungen sind generell verboten darunter fallen auch jegliche formen der diffamierung hetze übler nachrede und dergleichen
3047,not safe for work inhalte die potenziell nicht für alle altersgruppen geeignet sind oder provokante inhalte enthalten sind entsprechend zu kennzeichnen
3048,benutzerkonten
3049,jeder nutzerin und jedem nutzer steht maximal ein konto zu mehrfachanmeldungen sind nur mit schriftlicher zustimmung von uns gestattet
3050,konten für kommerzielle zwecke erfordern eine schriftliche erlaubnis unsererseits
3051,wir behalten uns vor konten die über 365 tage keine anmeldeaktivität aufweisen zu löschen
3052,wir behalten uns vor der nutzerin oder dem nutzer die lizenz zur nutzung des dienstes zeitweise oder dauerhaft jederzeit und ohne angaben von gründen zu entziehen ausgenommen davon sind gesetzliche verpflichtungen und bestimmungen
3053,sonstige regelungen
3054,das betreiben von bots ist verboten alle bot accounts benötigen die schriftliche zustimmung von unserer seite
3055,fehler oder sicherheitslücken die unsere systeme betreffen sind uns unverzüglich zu melden ein bewusstes ausnutzen ist untersagt
3056,sanktionen
3057,zuwiderhandlungen gegen diese regeln werden in der regel mit einer verwarnung oder sperre geahndet bei schweren verstößen oder verdacht auf mutwilligkeit beim verstoß behalten wir uns die sperrung aller konten bis hin zu einem hausverbot für alle dienste vor
3058,wir behalten uns vor diese nutzungsbedingungen jederzeit zu ändern
3059,this instance has a zerotolerance policy for racism sexism queerphobia islamaphobia antisemitism etc any accounts that engage in these behaviors will be banned
3060,boundaries are to be respected if a person asks to disengage from a discussion please honor that request politely accounts that continue to harass stalk and abuse after the request is made will be banned
3061,this is a sexpositive instance so nudity and nsfw content is acceptable just put it behind a cw accounts that do not put this content behind a cw will be warned after three warnings the account will be banned
3062,harassment bullying and antagonization will result in an immediate ban
3063,if using an artists work in your post always give credit to said artist
3064,accounts that post sexual depictions of minors this includes loli content such as holocaust denial or nazi symbolism and conduct promoting the ideology of national socialism will be immediately banned
3065,登録者はquestnotesのアカウントを所持しプレイしていること
3066,一番安いプラン契約なので重くても文句を言わない
3067,突然サービス終了しても泣かない不慮の事態でもなければ予め告知します
3068,nsfwには修正やcontent warningcwやnot safe for worknsfwタグなどの適切な対応をする
3069,人に迷惑を掛けないまた管理人も人なのでよろしくお願いします
3070,トラブルになる前に自分で距離をとるブロックとか活用しましょう
3071,ゆるくやっていきたいのでゆるくお願いします
3072,servidor exclusivo para maiores de 18 anos qualquer indício do contrário e o utilizador será convidado a sair
3073,servidor participativo feito pelos utilizadores para os utilizadores
3074,não são permitidas imagens gifs videos eou comentários que incluam menores zoofilia necrofilia ou comentários racistas xenófobos sexistas ou homofóbicos nem incitações ao ódio à violência ou a práticas ilegais
3075,be kind honest respectful and keep conversation clean and friendly
3076,日本国内法に準拠すること
3077,いつサーバーが消えても泣かないこと
3078,法律を守りましょう
3079,喧嘩は外でやってね
3080,意見に対する批判はオッケー相手の人格を貶めたらアウト
3081,当然差別的な投稿は厳禁
3082,不愉快に思われそうな投稿は先んじて隠しましょう
3083,ce projet de réseau social est encore en phase de test et dexpérimentation fonctionnement modération règles de fonctionnement sa pérennité à long terme ne peut être assurée et garantie pour le moment
3084,cette instance de mastodon est un espace de collaboration et déchange dédié aux acteurs étudiantes professionnelles chercheurices des sciences de linformation et des bibliothèques
3085,il ny a pas de limite sur le contenu et la teneur des échanges qui peuvent dépasser le cadre de linformationdocumentation
3086,vous consentez à ne pas poster de messages injurieux obscènes vulgaires diffamatoires menaçants sexuels ou tout autre message qui violerait les lois applicables le faire peut vous conduire à être banni immédiatement de façon permanente
3087,vous êtes daccord sur le fait que que ladministrateur et les éventuels modérateurs de cette instance ont le droit de supprimer éditer et verrouiller nimporte quel sujet de discussion à tout moment et de suspendre et supprimer un compte créé sur cette instance sil ne respecte pas ces principes
3088,vous avez la possibilité de créer un compte mais linscription nest pas automatique la demande de création dun compte doit être justifiée et validé par ladministrateur le délai dacceptation ou de refus peut être de durée variable
3089,acceptable use guidelines for acceptable use of stanford hosted computing services are defined in chapter 6 of the stanford administrative guide httpsadminguidestanfordeduchapterscomputing
3090,posting prerequisites while anyone can view or interact with the information published on this site posting is limited to stanford faculty only faculty members are defined in chapter 1 of the stanford faculty handbook httpsfacultyhandbookstanfordeduindexchapter1university
3091,zweck der instanz ist die bereitstellung von orfnachrichten im fediverse
3092,es erfolgt keine inhaltliche veränderung der nachrichten
3093,es werden auf den kanälen ausschließlich nachrichten aus dem quellfeed veröffentlicht
3094,bestimmte wichtige begriffe staaten ereignisse etc werden anhand einer willkürlich gepflegten liste als hashtags dargestellt
3095,beiträge die ausschließlich als verweis auf eine nachricht eines anderen kanals dienen werden stattdessen als boost der ursprüngliche nachricht veröffentlicht
3096,es werden keine nachrichten willkürlich hinzugefügt oder entfernt
3097,der betrieb des systems erfolgt ohne jede gewähr
3098,wichtige mitteilungen des servicekontos orfodon werden bei bedarf durch die nachrichtenkonten geteilt diese informationen stammen nicht aus den orffeeds und dienen der information über betrieb und funktion von orfodon
3099,sosteniamo la nonviolenza
3100,condanniamo ogni forma di discriminazione
3101,condanniamo la mercificazione del corpo
3102,condanniamo la pubblicita commerciale
3103,seid freundlich
3104,postet nichts verbotenes
3105,no fakenews
3106,this is a place for web artisans
3107,we aim to leave the internet a nicer place than we found it
3108,we arent jerks
3109,elcofresocial es una instancia de contenido general donde se busca fomentar ante todo un entorno amigable y de cooperación
3110,no se toleran comportamientos violentos actitudes de acoso ni incitaciones al odio
3111,las cuentas o publicaciones que no respeten los principios de uso podrán ser bloqueadas temporalmente o eliminadas definitivamente incluyendo contenido de otros servidores
3112,keine belästigung stalking undoder doxxing von anderen
3113,rassismus sexismus oder beschimpfungen haben hier nichts verloren
3114,diskriminierung von geschlechtern und sexuellen minderheiten haben hier auch nichts verloren
3115,nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus ist verboten
3116,aufrufe zu gewalttaten sind verboten
3117,nicht markierter sexueller inhalt undoder gewaltdarstellungen in jeglicher form sind nicht erlaubt
3118,bots die ohne ihre expliziten anfragen mit nutzer interagieren werden gelöscht
3119,übermässige werbung spam spamflut von wiederholenden tröts sind nicht erwünscht
3120,falls du einen nsfwonly account erstellen möchtest ziehe eventuell eine andere instanz in betracht wahrscheinlich sind wir leider nicht geeignet für dich
3121,allgemeine verstöße gegen geltendes recht in deutschland
3122,mir ist bewusst dass ein verstoß gegen eine der serverregeln zur löschung von einzelnen beiträgen oder der stummschaltunglöschung des gesamten accounts führen kann und mit dem anlegen eines accounts akzeptiere ich alle regeln
3123,wir nehmen uns heraus bei verstoß der hier dargestellten regeln kommentare und beiträge zu löschen und betreffend accounts von der nutzung dieser instanz auszuschließen
3124,achtet bei externen links auf die einhaltung dieser regeln und der netiquette wir werden dies prüfen und nehmen uns heraus links zu löschen
3125,jegliche form der diskriminierung oder diffamierung werden wir nicht akzeptieren
3126,das veröffentlichen personenbezogener und sensibler daten anderer personen ist untersagt
3127,jugendgefährdende inhalte im sinne des jugendschutzgesetzes und der spruchpraxis der prüfstelle für jugendgefährdende medien sind untersagt
3128,spam ist untersagt
3129,werbung für angebote außerhalb von angeboten der jugendarbeit sind nicht erwünscht
3130,尊重他人 禁止任何形式的骚扰侮辱或歧视 respect others harassment insults or discrimination in any form are prohibited
3131,禁止仇恨言论 不允许发表任何种族性别宗教或其他仇恨言论 prohibit hate speech publishing any form of hate speech including but not limited to race gender or religiousbased comments is not allowed
3132,遵守法律 禁止发布违法内容包括版权受保护的材料 abide by laws posting illegal content including copyrighted materials is forbidden
3133,保护隐私 不得公开他人的私人信息 protect privacy disclosing any private information of others is strictly prohibited
3134,楽しく
3135,迷惑行為の禁止
3136,
3137,
3138,
3139,
3140,
3141,
3142,
3143,
3144,특정 인물 사상 단체 등을 향한 혐오 표현은 금지입니다
3145,분쟁을 조장시 높은 확률로 활동 정지를 부여받게 될테니 웃으면서 지냅시다
3146,의견의 피력은 타인의 감정에 침습적인 행위이며 이는 받는 입장이 되었을 때에도 마찬가지 임을 인지해야 합니다
3147,꿀빨러 핑프족 비매너 등 우리 커뮤니티에 피해를 입힌 대상을 보호할 의무는 우리에게 없습니다
3148,기본적으로 운영자들은 갈등 개입을 최소화 하는 것을 목표로 하고 있습니다 적극적인 갈등 중재 및 해결을 원한다면 운영자에게 반드시 의견을 표해주세요
3149,본 커뮤니티는 유니티 개발자에 대한 역량을 향상 시키기 위해 소통하는 그룹입니다 따라서 입문자부터 이미 고수이신 분들에 대해 가려 받지 않음을 밝힙니다
3150,타인을 내려다보거나 가르치려는 말투는 자제해주세요
3151,구글은 현 메일 전송해도 수신이 안됩니다 가입신청 하시고 방장한테 알려주세요
3152,contact rick to sign up
3153,keep it g rated this is a family server
3154,contact rick to register
3155,no accounts with mere focus on pictures or videos this instance aims at promoting discussion and sharing science
3156,sfw only no illegal material according to us law inc hentai porn or cp and links to any of that material
3157,this partially also applies to your global behaviour on the fediverse via any yesmapnet account do not followshare accounts with illegal or borderline content you will be deactivated
3158,dont write anything incriminating or potentially incriminating on this instance or elsewhere for example something about meeting minors or trading images for a more indepth list of rules see newgonwiki wikiyesmapnetwikihelpjoining_the_yesmap_fedi
3159,日本国内でngとされる無修正画像児童ポルノなどの画像や動画は禁止としています とくに細かい制限を設けてませんのでご自由にお使いください 他のsnsからユーザーを招待する場合はアカウント管理画面の新規ユーザーの招待よりお願いします ここでリンクを生成すれば自動で招待者を自分のフォロワーにすることが可能です
3160,アフィリエイトリンクの利用も可能ですご自由にお使い下さい
3161,アカウント数の制限はとくに設けていません使い分けも自由自在です
3162,フィッシング詐欺などのサイト誘導出会い系詐欺サイトへのリンク誘導は辞めてください
3163,多くの人が参加できるエロに特化したsns空間を構築するように努めてください
3164,他のsnsからの誘導は積極的にしてください
3165,applestoregoogleplayよりマストドンのアプリをインストールしてスマートフォンでも楽しんでくださいインスタンスはmastodoneroxyz となります
3166,this is a closed server
3167,httpsdocsgooglecomdocumentd1sticalxkerxsyjzb0xa_j3yy7vycji0jtoxgrnhhjsedituspdrive_link
3168,be excellent to each other
3169,xuấn bản phương tiện truyền thông mang tính khiêu dâm hoặc bạo lực phải được đánh dấu là nhạy cảm khi đăng
3170,không phân biệt chủng tộc phân biệt giới tính kỳ thị đồng tính kỳ thị người chuyển giới kỳ thị bài ngoại hoặc chủ nghĩa đẳng cấp
3171,không kích động bạo lực hoặc cổ vũ tư tưởng bạo lực
3172,không quấy rối dogpiling hoặc doxxing người dùng khác
3173,không xuất bản nội dung bất hợp pháp ở việt nam
3174,không cố ý chia sẻ thông tin sai lệch hoặc gây hiểu lầm
3175,hoạt động đăng bài tự động phải được sự chấp thuận của quản trị viên các tài khoản được đăng ký với mục đích đăng thư rác như liên kết ngược seo hoặc tài liệu tiếp thị sẽ bị người kiểm duyệt xóa
3176,통합안내문서 httpsdocsgooglecomspreadsheetsd1j2mmgwt2jp469xc7n17lfnn29ej5gdjgsz258m641o4edituspdrivesdk
3177,日本国内の法律に違反する行為
3178,公序良俗に反する行為
3179,他者への誹謗中傷
3180,他者の著作物を無断転載
3181,サーバへの極端な負荷は禁止
3182,sexually explicit or violent media must be marked as sensitive when posting
3183,be respectful racism sexism homophobia transphobia including targeted misgendering deadnaming or promotion of socalled conversion therapy xenophobia and other forms of hate and discrimination are not welcome your behaviour elsewhere may also be considered if brought to our attention
3184,no incitement of violence or promotion of discriminatory or violent ideologies
