,rules
1131,do not share intentionally false or misleading information
1132,no holocaust denialism nazi symbolism promotion of national socialism or anything that is illegal in the european union
1133,no fake accounts or celebrity joke accounts note that this rule only applies to accounts on shakedownsocial
1134,no impersonation of a band a brand band members crew or management
1135,be kind
1136,if itd be fine in a bar or public leather event space it doesnt need a content warning here use content warnings for things youd take to the back bar or a private room
1137,were transinclusive bodypositive and antiracist here
1138,you must be over 18 years of age
1139,you must have the legal rights to any content you post
1140,when you apply tell us a bit about your connection to queer leatherkinkbdsm
1141,головний закон це конституція україни
1142,правила регламентуються відповідними законами україни
1143,кожному користувачу гарантується право на свободу думки і слова на вільне вираження своїх поглядів і переконань але можуть забанити а інші користувачі можуть заблокувати
1144,кожен користувач має право вільно збирати зберігати використовувати і поширювати інформацію усно письмово або в інший спосіб на свій вибір
1145,кожен користувач сам несе відповідальність за написане та завантажене адміністрація вебсайту не набуває ніяких прав на написане та завантажене користувачами та не несе відповідальності за це
1146,you must be involved with or interested in cloud native technologies to join anyone who is not involved in the cloud native community or consistently posts on unrelated subjects will be suspended
1147,personal attacks namecalling trolling and abuse will not be tolerated
1148,no defamatory indecent offensive profane discriminatory misleading unlawful or threatening comments
1149,we reserve the right to delete and ban profiles at our discretion and block any repeat offenders
1150,we will remove content that is fraudulent deceptive or misleading
1151,respect that other people in the community have had different life experiences and may have a different perspective to yours
1152,dont post personal information that you would not be comfortable sharing with a stranger
1153,doxxing is strictly prohibited
1154,the use of bots on this server is not permitted
1155,be kind
1156,no abuse
1157,be respectful
1158,vendor guidelines link httpsdocsgooglecomdocumentd1f3qnup85z8xrlpcuyf7ackjijsvwrp2h90urpmyrqedit
1159,about this node
1160,httpsvenerasocialfriendica
1161,nutzungsbedingungen datenschutz und datensicherheit
1162,version 12 vom 17 märz 2021
1163,betreiberinformationen gemäß 5 tmg
1164,steffen krumbholz
1165,olbrichtstraße 6a
1166,04157 leipzig
1167,deutschland
1168,email hostmasteratlibranetdotde
1169,info httpsvenerasocialfriendica
1170,spendendonations
1171,if you want to donate something to support venerasocial please follow the link to liberapay or paypal associated with libranetde
1172,1 vorwort
1173,venerasocial ist eine installation der software des friendicaprojektes der quellcode der software ist für jeden offen zugänglich und kann eingesehen heruntergeladen genutzt und verteilt werden
1174,friendica ist ein dezentrales soziales netzwerk welches nutzern erlaubt inhalte miteinander zu teilen informationen auszutauschen und spaß zu haben
1175,2 haftung für inhalte links und alles andere
1176,der betreiber der plattform möchte einen freien informationsaustausch gewährleisten die haftung für inhalte die durch nutzer erstellt werden beiträge nachrichten und mehr liegt beim nutzer der betreiber ist keinesfalls haftbar
1177,die nutzer sind angehalten in einer respektvollen art und weise zu kommunizieren insbesondere aber nicht ausschließlich werden belästigungen hassreden rassismus und gewalt nicht geduldet
1178,die nutzer werden aufgefordert keine inhalte zu veröffentlichen die gegen in der bundesrepublik deutschland anwendbares recht verstoßen sollten inhalte gegen gesetze verstoßen und wird der betreiber darauf aufmerksam gemacht wird der betreiber den nutzer auch öffentlich kontaktieren und um klärung des problems und ggf die löschung der inhalte bitten sollte keine andere möglichkeit bestehen wird der betreiber die inhalte löschen
1179,zusätzlich zur entfernung strafrechtlich relevanter beiträge behält sich der betreiber das recht vor inhalte welche sich am rande der legalität bewegen oder nicht klar einzustufen sind nach einer ankündigung zu entfernen diese definition umfasst insbesondere aber nicht ausschließlich pornografische und ggf erotische darstellungen minderjähriger personen auch wenn diese nicht der gesetzlichen definition von kinderpornographischen schriften entsprechen
1180,3 haftung für ausfälle und datenverlust
1181,der betreiber gibt sich mühe die plattform möglichst unterbrechungs und verlustfrei zu betreiben hierfür wird allerdings keinerlei haftung übernommen
1182,4 urheberrecht
1183,das urheberrecht für texte bilder und sonstige medien die ein benutzer auf libranetde hochladen kann bleibt beim nutzer eine übertragung auf den betreiber des servers findet nicht statt
1184,sollte ein nutzer wissentlich oder unwissentlich gegen gültiges urheberrecht verstoßen ist dieser darauf hinzuweisen entsprechende kontaktdaten können beim betreiber erfragt werden
1185,5 datenschutz und datensicherheit
1186,dem betreiber ist es wichtig die daten der nutzer zu schützen es werden keinerlei daten durch den betreiber ausgewertet oder an dritte personen weitergegeben außer die weitergabe wird rechtlich erzwungen in einem solchen fall können folgende daten weitergegeben werden
1187,benutzername
1188,emailadresse
1189,ipadresse und zeitpunkt der letzten anmeldung
1190,für daten die an andere friendicaknoten oder an externe dienste wie twitter gesendet werden kann der betreiber keinerlei aussagen treffen hier sind die datenschutzbestimmungen der jeweiligen plattform zu beachten
1191,um einen sicheren und störungsarmen betrieb zu erreichen werden automatisiert serverprotokolle logfiles erstellt diese werden typischerweise nach drei spätestens jedoch nach sieben tagen gelöscht darüber hinaus werden durch den betreiber regelmäßig datensicherungen backups der anwendungen dateien und der datenbank erstellt um die nutzer vor datenverlust zu schützen diese werden typischerweise nach sieben tagen spätenstens jedoch nach einem monat gelöscht
1192,leider ist nichts perfekt auch friendica nicht der betreiber kann daher nicht ausschließen dass daten durch sicherheitslücken und angriffe auf die systeme abgegriffen werden im falle eines datenverlustes wird der betreiber die nutzer darüber informieren
1193,hinweise
1194,diese nutzungsbedingungen basieren auf der vorlage des geraspora teams welche unter der ccby veröffentlicht wurde
1195,datenschutzerklärung gemäß dsgvo
1196,diese datenschutzerklärung klärt sie über die art den umfang und zweck der verarbeitung von personenbezogenen daten nachfolgend kurz daten innerhalb unseres onlineangebotes und der mit ihm verbundenen webseiten funktionen und inhalte sowie externen onlinepräsenzen wie zb unser social media profile auf nachfolgend gemeinsam bezeichnet als onlineangebot im hinblick auf die verwendeten begrifflichkeiten wie zb verarbeitung oder verantwortlicher verweisen wir auf die definitionen im art 4 der datenschutzgrundverordnung dsgvo
1197,verantwortlicher
1198,steffen krumbholz
1199,olbrichtstraße 6a
1200,04157 leipzig
1201,deutschland
1202,email hostmasteratlibranetdotde
1203,info httpsvenerasocialfriendica
1204,arten der verarbeiteten daten
1205,bestandsdaten zb namen adressen
1206,kontaktdaten zb email telefonnummern
1207,inhaltsdaten zb texteingaben fotografien videos
1208,nutzungsdaten zb besuchte webseiten interesse an inhalten zugriffszeiten
1209,metakommunikationsdaten zb geräteinformationen ipadressen
1210,zweck der verarbeitung
1211,zurverfügungstellung des onlineangebotes seiner funktionen und inhalte
1212,beantwortung von kontaktanfragen und kommunikation mit nutzern
1213,sicherheitsmaßnahmen
1214,verwendete begrifflichkeiten
1215,personenbezogene daten sind alle informationen die sich auf eine identifizierte oder identifizierbare natürliche person im folgenden betroffene person beziehen als identifizierbar wird eine natürliche person angesehen die direkt oder indirekt insbesondere mittels zuordnung zu einer kennung wie einem namen zu einer kennnummer zu standortdaten zu einer onlinekennung zb cookie oder zu einem oder mehreren besonderen merkmalen identifiziert werden kann die ausdruck der physischen physiologischen genetischen psychischen wirtschaftlichen kulturellen oder sozialen identität dieser natürlichen person sind
1216,verarbeitung ist jeder mit oder ohne hilfe automatisierter verfahren ausgeführten vorgang oder jede solche vorgangsreihe im zusammenhang mit personenbezogenen daten der begriff reicht weit und umfasst praktisch jeden umgang mit daten
1217,als verantwortlicher wird die natürliche oder juristische person behörde einrichtung oder andere stelle die allein oder gemeinsam mit anderen über die zwecke und mittel der verarbeitung von personenbezogenen daten entscheidet bezeichnet
1218,maßgebliche rechtsgrundlagen
1219,nach maßgabe des art 13 dsgvo teilen wir ihnen die rechtsgrundlagen unserer datenverarbeitungen mit sofern die rechtsgrundlage in der datenschutzerklärung nicht genannt wird gilt folgendes die rechtsgrundlage für die einholung von einwilligungen ist art 6 abs 1 lit a und art 7 dsgvo die rechtsgrundlage für die verarbeitung zur erfüllung unserer leistungen und durchführung vertraglicher maßnahmen sowie beantwortung von anfragen ist art 6 abs 1 lit b dsgvo die rechtsgrundlage für die verarbeitung zur erfüllung unserer rechtlichen verpflichtungen ist art 6 abs 1 lit c dsgvo und die rechtsgrundlage für die verarbeitung zur wahrung unserer berechtigten interessen ist art 6 abs 1 lit f dsgvo für den fall dass lebenswichtige interessen der betroffenen person oder einer anderen natürlichen person eine verarbeitung personenbezogener daten erforderlich machen dient art 6 abs 1 lit d dsgvo als rechtsgrundlage
1220,sicherheitsmaßnahmen
1221,wir bitten sie sich regelmäßig über den inhalt unserer datenschutzerklärung zu informieren wir passen die datenschutzerklärung an sobald die änderungen der von uns durchgeführten datenverarbeitungen dies erforderlich machen wir informieren sie sobald durch die änderungen eine mitwirkungshandlung ihrerseits zb einwilligung oder eine sonstige individuelle benachrichtigung erforderlich wird
1222,zusammenarbeit mit auftragsverarbeitern und dritten
1223,sofern wir im rahmen unserer verarbeitung daten gegenüber anderen personen und unternehmen auftragsverarbeitern oder dritten offenbaren sie an diese übermitteln oder ihnen sonst zugriff auf die daten gewähren erfolgt dies nur auf grundlage einer gesetzlichen erlaubnis zb wenn eine übermittlung der daten an dritte wie an zahlungsdienstleister gem art 6 abs 1 lit b dsgvo zur vertragserfüllung erforderlich ist sie eingewilligt haben eine rechtliche verpflichtung dies vorsieht oder auf grundlage unserer berechtigten interessen zb beim einsatz von beauftragten webhostern etc
1224,sofern wir dritte mit der verarbeitung von daten auf grundlage eines sog auftragsverarbeitungsvertrages beauftragen geschieht dies auf grundlage des art 28 dsgvo
1225,übermittlungen in drittländer
1226,sofern wir daten in einem drittland dh außerhalb der europäischen union eu oder des europäischen wirtschaftsraums ewr verarbeiten oder dies im rahmen der inanspruchnahme von diensten dritter oder offenlegung bzw übermittlung von daten an dritte geschieht erfolgt dies nur wenn es zur erfüllung unserer vorvertraglichen pflichten auf grundlage ihrer einwilligung aufgrund einer rechtlichen verpflichtung oder auf grundlage unserer berechtigten interessen geschieht vorbehaltlich gesetzlicher oder vertraglicher erlaubnisse verarbeiten oder lassen wir die daten in einem drittland nur beim vorliegen der besonderen voraussetzungen der art 44 ff dsgvo verarbeiten dh die verarbeitung erfolgt zb auf grundlage besonderer garantien wie der offiziell anerkannten feststellung eines der eu entsprechenden datenschutzniveaus zb für die usa durch das privacy shield oder beachtung offiziell anerkannter spezieller vertraglicher verpflichtungen so genannte standardvertragsklauseln
1227,rechte der betroffenen personen
1228,sie haben das recht eine bestätigung darüber zu verlangen ob betreffende daten verarbeitet werden und auf auskunft über diese daten sowie auf weitere informationen und kopie der daten entsprechend art 15 dsgvo
1229,sie haben entsprechend art 16 dsgvo das recht die vervollständigung der sie betreffenden daten oder die berichtigung der sie betreffenden unrichtigen daten zu verlangen
1230,sie haben nach maßgabe des art 17 dsgvo das recht zu verlangen dass betreffende daten unverzüglich gelöscht werden bzw alternativ nach maßgabe des art 18 dsgvo eine einschränkung der verarbeitung der daten zu verlangen
1231,sie haben das recht zu verlangen dass die sie betreffenden daten die sie uns bereitgestellt haben nach maßgabe des art 20 dsgvo zu erhalten und deren übermittlung an andere verantwortliche zu fordern
1232,sie haben ferner gem art 77 dsgvo das recht eine beschwerde bei der zuständigen aufsichtsbehörde einzureichen
1233,widerrufsrecht
1234,sie haben das recht erteilte einwilligungen gem art 7 abs 3 dsgvo mit wirkung für die zukunft zu widerrufen
1235,widerspruchsrecht
1236,sie können der künftigen verarbeitung der sie betreffenden daten nach maßgabe des art 21 dsgvo jederzeit widersprechen der widerspruch kann insbesondere gegen die verarbeitung für zwecke der direktwerbung erfolgen
1237,cookies und widerspruchsrecht bei direktwerbung
1238,als cookies werden kleine dateien bezeichnet die auf rechnern der nutzer gespeichert werden innerhalb der cookies können unterschiedliche angaben gespeichert werden ein cookie dient primär dazu die angaben zu einem nutzer bzw dem gerät auf dem das cookie gespeichert ist während oder auch nach seinem besuch innerhalb eines onlineangebotes zu speichern als temporäre cookies bzw sessioncookies oder transiente cookies werden cookies bezeichnet die gelöscht werden nachdem ein nutzer ein onlineangebot verlässt und seinen browser schließt in einem solchen cookie kann zb der inhalt eines warenkorbs in einem onlineshop oder ein loginstaus gespeichert werden als permanent oder persistent werden cookies bezeichnet die auch nach dem schließen des browsers gespeichert bleiben so kann zb der loginstatus gespeichert werden wenn die nutzer diese nach mehreren tagen aufsuchen ebenso können in einem solchen cookie die interessen der nutzer gespeichert werden die für reichweitenmessung oder marketingzwecke verwendet werden als thirdpartycookie werden cookies bezeichnet die von anderen anbietern als dem verantwortlichen der das onlineangebot betreibt angeboten werden andernfalls wenn es nur dessen cookies sind spricht man von firstparty cookies
1239,wir können temporäre und permanente cookies einsetzen und klären hierüber im rahmen unserer datenschutzerklärung auf
1240,falls die nutzer nicht möchten dass cookies auf ihrem rechner gespeichert werden werden sie gebeten die entsprechende option in den systemeinstellungen ihres browsers zu deaktivieren gespeicherte cookies können in den systemeinstellungen des browsers gelöscht werden der ausschluss von cookies kann zu funktionseinschränkungen dieses onlineangebotes führen
1241,ein genereller widerspruch gegen den einsatz der zu zwecken des onlinemarketing eingesetzten cookies kann bei einer vielzahl der dienste vor allem im fall des trackings über die usamerikanische seite httpwwwaboutadsinfochoices oder die euseite httpwwwyouronlinechoicescom erklärt werden des weiteren kann die speicherung von cookies mittels deren abschaltung in den einstellungen des browsers erreicht werden bitte beachten sie dass dann gegebenenfalls nicht alle funktionen dieses onlineangebotes genutzt werden können
1242,löschung von daten
1243,die von uns verarbeiteten daten werden nach maßgabe der art 17 und 18 dsgvo gelöscht oder in ihrer verarbeitung eingeschränkt sofern nicht im rahmen dieser datenschutzerklärung ausdrücklich angegeben werden die bei uns gespeicherten daten gelöscht sobald sie für ihre zweckbestimmung nicht mehr erforderlich sind und der löschung keine gesetzlichen aufbewahrungspflichten entgegenstehen sofern die daten nicht gelöscht werden weil sie für andere und gesetzlich zulässige zwecke erforderlich sind wird deren verarbeitung eingeschränkt dh die daten werden gesperrt und nicht für andere zwecke verarbeitet das gilt zb für daten die aus handels oder steuerrechtlichen gründen aufbewahrt werden müssen
1244,nach gesetzlichen vorgaben in deutschland erfolgt die aufbewahrung insbesondere für 6 jahre gemäß 257 abs 1 hgb handelsbücher inventare eröffnungsbilanzen jahresabschlüsse handelsbriefe buchungsbelege etc sowie für 10 jahre gemäß 147 abs 1 ao bücher aufzeichnungen lageberichte buchungsbelege handels und geschäftsbriefe für besteuerung relevante unterlagen etc
1245,nach gesetzlichen vorgaben in österreich erfolgt die aufbewahrung insbesondere für 7 j gemäß 132 abs 1 bao buchhaltungsunterlagen belegerechnungen konten belege geschäftspapiere aufstellung der einnahmen und ausgaben etc für 22 jahre im zusammenhang mit grundstücken und für 10 jahre bei unterlagen im zusammenhang mit elektronisch erbrachten leistungen telekommunikations rundfunk und fernsehleistungen die an nichtunternehmer in eumitgliedstaaten erbracht werden und für die der minionestopshop moss in anspruch genommen wird
1246,hosting
1247,die von uns in anspruch genommenen hostingleistungen dienen der zurverfügungstellung der folgenden leistungen infrastruktur und plattformdienstleistungen rechenkapazität speicherplatz und datenbankdienste sicherheitsleistungen sowie technische wartungsleistungen die wir zum zwecke des betriebs dieses onlineangebotes einsetzen
1248,hierbei verarbeiten wir bzw unser hostinganbieter bestandsdaten kontaktdaten inhaltsdaten vertragsdaten nutzungsdaten meta und kommunikationsdaten von kunden interessenten und besuchern dieses onlineangebotes auf grundlage unserer berechtigten interessen an einer effizienten und sicheren zurverfügungstellung dieses onlineangebotes gem art 6 abs 1 lit f dsgvo ivm art 28 dsgvo abschluss auftragsverarbeitungsvertrag
1249,erhebung von zugriffsdaten und logfiles
1250,wir bzw unser hostinganbieter erhebt auf grundlage unserer berechtigten interessen im sinne des art 6 abs 1 lit f dsgvo daten über jeden zugriff auf den server auf dem sich dieser dienst befindet sogenannte serverlogfiles zu den zugriffsdaten gehören name der abgerufenen webseite datei datum und uhrzeit des abrufs übertragene datenmenge meldung über erfolgreichen abruf browsertyp nebst version das betriebssystem des nutzers referrer url die zuvor besuchte seite ipadresse und der anfragende provider
1251,logfileinformationen werden aus sicherheitsgründen zb zur aufklärung von missbrauchs oder betrugshandlungen für die dauer von maximal 7 tagen gespeichert und danach gelöscht daten deren weitere aufbewahrung zu beweiszwecken erforderlich ist sind bis zur endgültigen klärung des jeweiligen vorfalls von der löschung ausgenommen
1252,registrierfunktion
1253,nutzer können optional ein nutzerkonto anlegen im rahmen der registrierung werden die erforderlichen pflichtangaben den nutzern mitgeteilt die im rahmen der registrierung eingegebenen daten werden für die zwecke der nutzung des angebotes verwendet die nutzer können über angebots oder registrierungsrelevante informationen wie änderungen des angebotsumfangs oder technische umstände per email informiert werden wenn nutzer ihr nutzerkonto gekündigt haben werden deren daten im hinblick auf das nutzerkonto gelöscht vorbehaltlich deren aufbewahrung ist aus handels oder steuerrechtlichen gründen entspr art 6 abs 1 lit c dsgvo notwendig es obliegt den nutzern ihre daten bei erfolgter kündigung vor dem vertragsende zu sichern wir sind berechtigt sämtliche während der vertragsdauer gespeicherten daten des nutzers unwiederbringlich zu löschen
1254,im rahmen der inanspruchnahme unserer registrierungs und anmeldefunktionen sowie der nutzung der nutzerkontos speichern wird die ipadresse und den zeitpunkt der jeweiligen nutzerhandlung die speicherung erfolgt auf grundlage unserer berechtigten interessen als auch der nutzer an schutz vor missbrauch und sonstiger unbefugter nutzung eine weitergabe dieser daten an dritte erfolgt grundsätzlich nicht außer sie ist zur verfolgung unserer ansprüche erforderlich oder es besteht hierzu besteht eine gesetzliche verpflichtung gem art 6 abs 1 lit c dsgvo die ipadressen werden spätestens nach 7 tagen anonymisiert oder gelöscht
1255,kontaktaufnahme
1256,bei der kontaktaufnahme mit uns zb per kontaktformular email telefon oder via sozialer medien werden die angaben des nutzers zur bearbeitung der kontaktanfrage und deren abwicklung gem art 6 abs 1 lit b dsgvo verarbeitet die angaben der nutzer können in einem customerrelationshipmanagement system crm system oder vergleichbarer anfragenorganisation gespeichert werden
1257,wir löschen die anfragen sofern diese nicht mehr erforderlich sind wir überprüfen die erforderlichkeit alle zwei jahre ferner gelten die gesetzlichen archivierungspflichten
1258,kommentare und beiträge
1259,wenn nutzer kommentare oder sonstige beiträge hinterlassen werden ihre ipadressen auf grundlage unserer berechtigten interessen im sinne des art 6 abs 1 lit f dsgvo für 7 tage gespeichert das erfolgt zu unserer sicherheit falls jemand in kommentaren und beiträgen widerrechtliche inhalte hinterlässt beleidigungen verbotene politische propaganda etc in diesem fall können wir selbst für den kommentar oder beitrag belangt werden und sind daher an der identität des verfassers interessiert
1260,einbindung von diensten und inhalten dritter
1261,wir setzen innerhalb unseres onlineangebotes auf grundlage unserer berechtigten interessen dh interesse an der analyse optimierung und wirtschaftlichem betrieb unseres onlineangebotes im sinne des art 6 abs 1 lit f dsgvo inhalts oder serviceangebote von drittanbietern ein um deren inhalte und services wie zb videos oder schriftarten einzubinden nachfolgend einheitlich bezeichnet als inhalte
1262,dies setzt immer voraus dass die drittanbieter dieser inhalte die ipadresse der nutzer wahrnehmen da sie ohne die ipadresse die inhalte nicht an deren browser senden könnten die ipadresse ist damit für die darstellung dieser inhalte erforderlich wir bemühen uns nur solche inhalte zu verwenden deren jeweilige anbieter die ipadresse lediglich zur auslieferung der inhalte verwenden drittanbieter können ferner so genannte pixeltags unsichtbare grafiken auch als web beacons bezeichnet für statistische oder marketingzwecke verwenden durch die pixeltags können informationen wie der besucherverkehr auf den seiten dieser website ausgewertet werden die pseudonymen informationen können ferner in cookies auf dem gerät der nutzer gespeichert werden und unter anderem technische informationen zum browser und betriebssystem verweisende webseiten besuchszeit sowie weitere angaben zur nutzung unseres onlineangebotes enthalten als auch mit solchen informationen aus anderen quellen verbunden werden
1263,vimeo
1264,wir können die videos der plattform vimeo des anbieters vimeo inc attention legal department 555 west 18th street new york new york 10011 usa einbinden datenschutzerklärung httpsvimeocomprivacy wir weisen darauf hin dass vimeo google analytics einsetzen kann und verweisen hierzu auf die datenschutzerklärung httpswwwgooglecompoliciesprivacy sowie optoutmöglichkeiten für googleanalytics httptoolsgooglecomdlpagegaoptouthlde oder die einstellungen von google für die datennutzung zu marketingzwecken httpsadssettingsgooglecom
1265,youtube
1266,wir binden die videos der plattform youtube des anbieters google llc 1600 amphitheatre parkway mountain view ca 94043 usa ein datenschutzerklärung httpswwwgooglecompoliciesprivacy optout httpsadssettingsgooglecomauthenticated
1267,openstreetmap
1268,wir binden die landkarten des dienstes openstreetmap ein httpswwwopenstreetmapde die auf grundlage der open data commons open database lizenz odbl durch die openstreetmap foundation osmf angeboten werden datenschutzerklärung httpswikiopenstreetmaporgwikiprivacy_policy nach unserer kenntnis werden die daten der nutzer durch openstreetmap ausschließlich zu zwecken der darstellung der kartenfunktionen und zwischenspeicherung der gewählten einstellungen verwendet zu diesen daten können insbesondere ipadressen und standortdaten der nutzer gehören die jedoch nicht ohne deren einwilligung im regelfall im rahmen der einstellungen ihrer mobilgeräte vollzogen erhoben werden die daten können in den usa verarbeitet werden weitere informationen können sie der datenschutzerklärung von openstreetmap entnehmen httpswikiopenstreetmaporgwikiprivacy_policy
1269,hinweis und quellangabe
1270,diese datenschutzerklärung wurde mit hilfe eines datenschutzgenerators erstellt und vom betreiber an die gegebenheiten dieser friendica instanz angepasst
1271,erstellt mit datenschutzgeneratorde von ra dr thomas schwenke
1272,before signing up please read the full set of principles rules and guidelines at httpsclimatejusticerocksabout
1273,we stand for climate justice which includes justice for all marginalized people as well as other living beings and we stand against discrimination and exploitation
1274,we consider ourselves on the left side of the political spectrum and stand up against right wing ideologies
1275,we believe the fediverse should be a place for respectful discourse and we stand against harassment trolling and spam
1276,we stand up for peace and against violence oppression and authoritarianism
1277,we stand behind the science and against fakenews propaganda
1278,also we stick to austrian and eu law and we dont post pornography
1279,principles rules and guidelines may change at any time and sanctions may be applied according to rules that have not been written yet at that time but of course never without justification appeal is always possible
1280,no spam blockchain sales pitches or advertising
1281,no racism sexism homophobia transphobia xenophobia or casteism
1282,no incitement of violence or promotion of violent ideologies
1283,no harassment dogpiling or doxxing of other users
1284,no illegal content
1285,no violent media explicit media must be marked as sensitive when posting
1286,please read and understand our terms of service this includes a code of conduct
1287,this can be a home for type designers typographers letterers fontworkers calligraphers tool builders foundries historians scholars students and enthusiasts
1288,copyrights have deep and complex issues that do not all fit in this box however in general please make sure you have permission to post the media you want include in your message when practically possible within reason due diligence etc make sure all materials are properly credited
1289,be kind these are times of uncertainty and this instance is growing at unprecedented rates so please be kind and welcoming help others when they ask questions
1290,typosocial claims no copyright over media and text posted here
1291,advertising typosocial is a discussion space but we recognise that social media also functions as a commercial medium we want our users to be able to advertise their products and services adds must be tagged using advertisement to further help users discounts should also use discount
1292,advertorials if you write posts or articles on behalf of a foundry or a distributor and only link to your customers products this is clearly an advertorial therefor we kindly ask you to use the hashtag advertorial if your toot links directly into the shop please use advertising
1293,dont be an asshole and dont post anything illegal those concepts guide most other rules moderation
1294,no racism sexism homophobia transphobia discrimination ableism harassment conspiracists trolls etc please also report this whenever seen
1295,content warnings sensitive media labels are required for depictions of nudity bloodshed or extreme harm nsfw cws alt text pascalcase hashtags are encouraged to improve everyones experiences especially disabled users however policing or bullying people to use them is unacceptable
1296,no big corporate advertising spam or accounts no crypto advertising spam or accounts no ai advertising spam or accounts however small businesses independent creators along with their selfpromotion are welcomed and encouraged
1297,automated bot accounts must be labeled as such if the account will be regularly posting more than 3 times a day posts should be set as unlisted by default to prevent clogging up the local timeline
1298,check out the admins pinned posts for new user info like app suggestions moderation principles mastodon norms more the admins profile can be found at httpskindsocialtexan_reverend if you have questions or want help configuring your account app texan_reverend is only an away
1299,let us know who you are and why you are joining
1300,kindgrateful android devs only
1301,donations very appreciated at httpsdonateandroiddevsocial if you have the means to support us
1302,no brands unless you reach out first
1303,no nudity porn or nsfw content may be posted to androiddevsocial if you are looking to post this content please find another instance
1304,abide by our terms of service available at httpsandroiddevsocialprivacypolicy
1305,by signing up and using the service at opalstacksocial you are agreeing to the terms of service outlined in the privacy policy
1306,follow all laws of the united states
1307,sexually explicit or violent media must be marked as sensitive when posting
1308,no racism sexism homophobia transphobia xenophobia or casteism
1309,no incitement of violence or promotion of violent ideologies
1310,no harassment dogpiling or doxxing of other users
1311,no false or misleading information that may lead to physical harm
1312,no behavior perceived as spam will be tolerated if we see this behavior we will ban your account see about page for details spam is mindless posting of links to your content do your due diligence before attempting to market here activitypub is about human interaction
1313,prohibition of gambling and betting activities
1314,english language only our admin teams primary language is english that is the language we are trained and qualified to support
1315,all brands need a real human representative to have an account and be human verifiable provide your social media links and anything our admin team needs to validate you as real human once you have been verified pm the admin to request access for your brand no exceptions
1316,be respectful
1317,no hate
1318,no harassment
1319,no content that is illegal in germany andor france such as holocaust denial or nazi symbolism
1320,no disinformation
1321,no fascism
1322,no violence
1323,no white supremacy
1324,no spam
1325,no racism
1326,no homophobia
1327,no transphobia
1328,no conspiracy theories unless in historical context
1329,safe space lgtbqia
1330,safe space neurodivergent adhd aspie autism etc
1331,no hacking
1332,no pornography
1333,no impersonation accounts unless linked to an actual person visible to site admin
1334,머스타드는 모두에게 친숙하고 편안한 서버를 지향합니다
1335,성적이거나 폭력적이거나 타인에게 불쾌감을 줄 수 있는 이야기 또는 컨텐츠는 cw 기능을 사용해주시길 바랍니다 공개범위도 비공개비표시로 설정해두면 더 좋습니다
1336,불법적이거나 다른 사람을 괴롭히는 목적인 계정 컨텐츠는 뮤트 또는 정지될 수 있습니다 불법의 기준은 대한민국 법의 기준을 따릅니다
1337,여기는 모든 사람의 취향을 존중합니다 다른 사용자에게 특정 문화를 강요하거나 행동을 재단하려고 하는 행위는 삼가주세요
1338,머스타드는 인종 성별 성적 지향 등에 대한 모든 종류의 차별을 엄격히 금지합니다 차별적인 언행에 대한 글이 올라올 시 즉시 삭제처리되며 3번 이상 반복될 시 계정이 정지될 수 있습니다
1339,have fun and be respectful posts on pnwzone are moderated we promote robust dialogue from all viewpoints but want to cultivate a trusted instance for others to join therefore we will moderate threats of violence harassment harmful disinformation hate speech and similar content
1340,no spamming the server this includes excessive commercial advertising promotional campaigns and seo any commercial postings should relate to the pnw community
1341,clearly content warn cw content and discussions considered of mature or possible traumatic nature gore war thirst traps trauma keep it safe
1342,no harassment dogpiling or doxxing of other users
1343,the use of bots on this server is not permitted without prior approval
1344,pornography on the local timeline is not allowed
1345,do not break the code of conduct found on about page
1346,you must be 13 years of age or older to create an account on this instance
1347,public posts and profiles must be in english to allow for moderation
1348,nuestras normas son generales a todos nuestros servicios y se definen en nobigtechesterms
1349,protect the vulnerable in case of user conflicts or rules misinterpreted as harmful admins prioritize the vulnerable to preventminimize harm
1350,no bigotry no racism sexism homophobia transphobia xenophobia casteism classism
1351,alttext is required alttext is mandatory for images follow pleasecaptionbotsinspace bot for reminders
1352,no harassment or doxxing content promotingsupporting harassment dogpiling or doxxing is prohibited
1353,nsfw content warning all nsfw content must have a cw unsure use a cw
1354,no illegal content dont post content illegal under us law if unsure dont post
1355,no spamadvertising includes unsolicited messages pyramid schemes cryptocurrency etc reasonable selfpromotion of creative work allowed
1356,no business accounts exceptional businesses must contact admins and fund the infrastructure for 1 year if accepted
1357,no incitement of violence promotingsupporting violence against any groupindividual prohibited unsure dont post
1358,bot rules bots must be marked follow rules and not strain resources noncompliant bots will be suspended then removed if not fixed
1359,no harrasment no stalking no doxxing
1360,no racism or relativization of racism
1361,no sexism or relativization of sexism
1362,no xenophobia or relativization of xenophobia
1363,no discriminating against gender identities or sexual orientations or relativizing them
1364,no advertising
1365,we support justice and action specifically on climate with the intention of bringing a better world into being
1366,we are explicitly antiracist
1367,we resist white supremacy
1368,we apply content warnings to traumatic conversations but content warnings are never used to silence conversations about justice
1369,we do not tolerate hatespeech we allow swearing but we do not allow bigoted language of any kind
1370,we do not allow misogyny of any kind particularly trans misogyny
1371,we do not perpetuate ableism in our actions or language including refraining from use of ableist language
1372,we are safe for work no nudity or pornographic images of any kind at the same time we support sex workers and recognize sex work is work
1373,we support lgbtq rights
1374,we do not body shame
1375,we are traumainformed and abolitionist we believe in bringing people in and giving them space to be better instead of blocking or bans
