,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
2567,2718,toots.nu,"You may not impersonate a person or brand without a clear indication the account is unofficial and/or a parody. Parody accounts are permitted, as are legitimate brand accounts. Especially if you’re funny.",you may not impersonate a person or brand without a clear indication the account is unofficial andor a parody parody accounts are permitted as are legitimate brand accounts especially if youre funny,English,you may not impersonate a person or brand without a clear indication the account is unofficial andor a parody parody accounts are permitted as are legitimate brand accounts especially if youre funny
2568,2719,toots.nu,"No attacks against (or from) the instance. You may not do anything which may impact confidentiality, integrity or availability of this server, the users of the service or their data",no attacks against or from the instance you may not do anything which may impact confidentiality integrity or availability of this server the users of the service or their data,English,no attacks against or from the instance you may not do anything which may impact confidentiality integrity or availability of this server the users of the service or their data
2569,2720,toots.nu,"User accounts whose only activity consisted of registration, but did not post anything or follow anybody or interact with the fediverse in any other way might be deleted after a short period of time. This is in order to prevent bot activity.",user accounts whose only activity consisted of registration but did not post anything or follow anybody or interact with the fediverse in any other way might be deleted after a short period of time this is in order to prevent bot activity,English,user accounts whose only activity consisted of registration but did not post anything or follow anybody or interact with the fediverse in any other way might be deleted after a short period of time this is in order to prevent bot activity
2570,2721,bertha.social,Siga o Código de Conduta da Instância. Os administradores e moderadores podem banir usuários que não o seguirem.,siga o código de conduta da instância os administradores e moderadores podem banir usuários que não o seguirem,non-Englsih,Follow the Code of Conduct of the Instance Administrators and Moderators can ban users who do not follow it
2571,2722,bertha.social,"Não poste conteúdo violento ou discriminatório. Isso inclui (mas não se limita a) racismo, sexismo, preconceito direcionado à sexualidade, preconceito contra identidade ou expressão de gênero, capacitismo, xenofobia etc.",não poste conteúdo violento ou discriminatório isso inclui mas não se limita a racismo sexismo preconceito direcionado à sexualidade preconceito contra identidade ou expressão de gênero capacitismo xenofobia etc,non-Englsih,Do not post violent or discriminatory content this includes but is not limited to racism sexism prejudice directed to sexuality prejudice against identity or gender expression xenophobia etc.
2572,2723,bertha.social,Não faça apologia ao nazismo ou fascismo,não faça apologia ao nazismo ou fascismo,non-Englsih,Do not apologize to Nazism or fascism
2573,2724,bertha.social,"Não poste conteúdo pornográfico, o foco desta instância não é este. Conteúdo pornográfico ou sensual envolvendo menores de idade ou sem o consentimento da pessoa representada leva a banimento e denúncias às autoridades competentes.",não poste conteúdo pornográfico o foco desta instância não é este conteúdo pornográfico ou sensual envolvendo menores de idade ou sem o consentimento da pessoa representada leva a banimento e denúncias às autoridades competentes,non-Englsih,Do not post pornographic content The focus of this instance is not this pornographic or sensual content involving minors or without the consent of the person represented leads to banishment and complaints to the competent authorities
2574,2725,bertha.social,Não poste ou reproduza ameaças direcionadas a indivíduos ou atividades coletivas.,não poste ou reproduza ameaças direcionadas a indivíduos ou atividades coletivas,non-Englsih,do not post or reproduce threats directed to individuals or collective activities
2575,2726,bertha.social,"É obrigatório usar aviso de conteúdo (CW) em postagens que mencionem assuntos traumáticos, contenham spoilers de séries, jogos e filmes, contenham nudez, conteúdo sexual e imagens de violência.",é obrigatório usar aviso de conteúdo cw em postagens que mencionem assuntos traumáticos contenham spoilers de séries jogos e filmes contenham nudez conteúdo sexual e imagens de violência,non-Englsih,It is mandatory to use CW content warning in posts that mention traumatic subjects contain series spoilers games and movies contain nudity sexual content and images of violence
2576,2727,bertha.social,É obrigatório usar aviso de conteúdo (CW) em vídeos com movimentos rápidos e luzes intermitentes.,é obrigatório usar aviso de conteúdo cw em vídeos com movimentos rápidos e luzes intermitentes,non-Englsih,It is mandatory to use CW content warning in videos with quick movements and intermittent lights
2577,2728,bertha.social,"O uso de crossposters é permitido, mas eles não podem ser postados com privacidade pública. As postagens vindas de outras redes, como o Twitter, precisam obedecer às regras de aviso de conteúdo. Os crossposters só podem ser usados se o usuário acompanhar suas notificações.",o uso de crossposters é permitido mas eles não podem ser postados com privacidade pública as postagens vindas de outras redes como o twitter precisam obedecer às regras de aviso de conteúdo os crossposters só podem ser usados se o usuário acompanhar suas notificações,non-Englsih,The use of crossposters is allowed but they cannot be posted with public privacy posts from other networks like Twitter need to obey content warning rules crossposters can only be used if the user follows their notifications.
2578,2729,bertha.social,Não é permitida a criação de robôs que replicam postagens de outros usuários desta ou de outras plataformas de redes sociais.,não é permitida a criação de robôs que replicam postagens de outros usuários desta ou de outras plataformas de redes sociais,non-Englsih,The creation of robots that replicate posts from other users of this or other social networking platforms is not allowed
2579,2730,嘟文.com,所有内容必须是简体或者繁体中文。如果需要发布非中文内容，请翻译后发布。,所有内容必须是简体或者繁体中文如果需要发布非中文内容请翻译后发布,non-Englsih,All content must be simplified or traditional Chinese. If you need to publish non -Chinese content
2580,2731,嘟文.com,严禁发布，转载非属实内容。严禁任何谣言,严禁发布转载非属实内容严禁任何谣言,non-Englsih,It is strictly forbidden to reprint non -real contents.
2581,2732,嘟文.com,严禁一切虚假和误导性内容，以及毒鸡汤等,严禁一切虚假和误导性内容以及毒鸡汤等,non-Englsih,"It is strictly forbidden for all false and misleading content and poisonous chicken soup, etc."
2582,2733,嘟文.com,严禁任何侵权内容，严禁广告 。未经允许，本实例禁止机器人账号，禁止镜像类型账号,严禁任何侵权内容严禁广告 未经允许本实例禁止机器人账号禁止镜像类型账号,non-Englsih,Any infringement is strictly prohibited from being allowed to prohibit the robot account for not allowed by advertisements to prohibit mirror type accounts.
2583,2734,嘟文.com,请尊重他人，尊重自己。严禁漫骂，攻击他人，使用恶意语言，发布恶意评论，威胁他人等信息,请尊重他人尊重自己严禁漫骂攻击他人使用恶意语言发布恶意评论威胁他人等信息,non-Englsih,Please respect others and respect them.
2584,2735,嘟文.com,严禁强塞信仰，观念，主义，文化，传统等内容。本站禁止激进分子，极端分子，恐怖分子，黑客等使用者使用。禁止分享任何与毒品，违禁品相关信息,严禁强塞信仰观念主义文化传统等内容本站禁止激进分子极端分子恐怖分子黑客等使用者使用禁止分享任何与毒品违禁品相关信息,non-Englsih,"It is strictly forbidden to force the concept of belief in conceptualism, culture and other contents of this site."
2585,2736,嘟文.com,严禁发布任何违反欧洲以及北美地区的法律内容，发布的信息也应当遵守用户当地法律 ,严禁发布任何违反欧洲以及北美地区的法律内容发布的信息也应当遵守用户当地法律,non-Englsih,It is strictly forbidden to release any information published by the legal content that violates Europe and North America.
2586,2737,嘟文.com,"NSFW内容必须使用隐藏和""CW""功能。严禁任何NSFW内容出现在个人资料区域，包括昵称，简介，头像，横幅等区域。本站不欢迎纯NSFW内容",nsfw内容必须使用隐藏和cw功能严禁任何nsfw内容出现在个人资料区域包括昵称简介头像横幅等区域本站不欢迎纯nsfw内容,non-Englsih,"NSFW content must be used to use hidden and CW functions. Any NSFW content is strictly forbidden to appear in the personal data area, including the nickname profile avatar banner and other areas. This site does not welcome pure NSFW content"
2587,2738,嘟文.com,为了保护隐私以及数据安全，请尽量避免使用大陆和临时邮箱注册,为了保护隐私以及数据安全请尽量避免使用大陆和临时邮箱注册,non-Englsih,"In order to protect privacy and data security, please try to avoid using the mainland and temporary mailboxes as much as possible"
2588,2739,嘟文.com,营运团队保留所有规则和规定的最终解释权,营运团队保留所有规则和规定的最终解释权,non-Englsih,The operating team reserves all the right to interpret all the rules and regulations
2589,2740,嘟文.com,"新用户注册必须仔细阅读""关于""页面上所有信息，否则无法进入注册页面",新用户注册必须仔细阅读关于页面上所有信息否则无法进入注册页面,non-Englsih,"New user registration must read carefully about all information on the page, otherwise you cannot enter the registration page"
2590,2741,wetshaving.social,"This is a test server.

I may change my mind about running it if it turns out to be a huge time sink or there are too many trolls.",this is a test server i may change my mind about running it if it turns out to be a huge time sink or there are too many trolls,English,this is a test server i may change my mind about running it if it turns out to be a huge time sink or there are too many trolls
2591,2742,wetshaving.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
2592,2743,wetshaving.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
2593,2744,wetshaving.social,"No harassment, dogpiling or doxxing of other users
",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
2594,2745,wetshaving.social,No content illegal in Germany (where this instance is located),no content illegal in germany where this instance is located,English,no content illegal in germany where this instance is located
2595,2746,wetshaving.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
2596,2747,wetshaving.social,Add descriptions for the visually impaired when posting image content.,add descriptions for the visually impaired when posting image content,English,add descriptions for the visually impaired when posting image content
2597,2748,catswords.social,본 서버가 지향하는 바는 #잡담 그리고 #존중 입니다. What this server aims for is #casualchat and #respect.,본 서버가 지향하는 바는 잡담 그리고 존중 입니다 what this server aims for is casualchat and respect,English,본 서버가 지향하는 바는 잡담 그리고 존중 입니다 what this server aims for is casualchat and respect
2598,2749,catswords.social,"본 서버는 주제에 제한을 두고 있지 않습니다. 단, #정보보안 연관 태그가 달리면 관심을 더 받을 수 있습니다. This server does not have any specific topic restrictions. However, posts tagged with #infosec may receive more attention.
",본 서버는 주제에 제한을 두고 있지 않습니다 단 정보보안 연관 태그가 달리면 관심을 더 받을 수 있습니다 this server does not have any specific topic restrictions however posts tagged with infosec may receive more attention,English,본 서버는 주제에 제한을 두고 있지 않습니다 단 정보보안 연관 태그가 달리면 관심을 더 받을 수 있습니다 this server does not have any specific topic restrictions however posts tagged with infosec may receive more attention
2599,2750,catswords.social,"악용 사례가 발견되는 경우 자율 신고 기능 또는 긴급연락처를 통해 알려주시기 바랍니다. If you encounter any abuse cases on the server, please report them using the reporting feature or contact the emergency contact provided.",악용 사례가 발견되는 경우 자율 신고 기능 또는 긴급연락처를 통해 알려주시기 바랍니다 if you encounter any abuse cases on the server please report them using the reporting feature or contact the emergency contact provided,English,악용 사례가 발견되는 경우 자율 신고 기능 또는 긴급연락처를 통해 알려주시기 바랍니다 if you encounter any abuse cases on the server please report them using the reporting feature or contact the emergency contact provided
2600,2751,catswords.social,본 서버는 이용자 보호조치를 규정에 따라 운영하고 있습니다. 자세한 규정은 정보(about) 페이지에서 확인하실 수 있습니다. This server operates under user safety measures in accordance with regulations. Detailed regulations can be found on the about page.,본 서버는 이용자 보호조치를 규정에 따라 운영하고 있습니다 자세한 규정은 정보about 페이지에서 확인하실 수 있습니다 this server operates under user safety measures in accordance with regulations detailed regulations can be found on the about page,English,본 서버는 이용자 보호조치를 규정에 따라 운영하고 있습니다 자세한 규정은 정보about 페이지에서 확인하실 수 있습니다 this server operates under user safety measures in accordance with regulations detailed regulations can be found on the about page
2601,2752,social.dino.icu,Be excellent to each other,be excellent to each other,English,be excellent to each other
2602,2753,social.dino.icu,"There is a zero-tolerance policy towards transphobia, homophobia, fascism, and any other hate speech.",there is a zerotolerance policy towards transphobia homophobia fascism and any other hate speech,English,there is a zerotolerance policy towards transphobia homophobia fascism and any other hate speech
2603,2754,social.dino.icu,Follow the Hack Club Code of Conduct at https://hackclub.com/conduct,follow the hack club code of conduct at httpshackclubcomconduct,English,follow the hack club code of conduct at httpshackclubcomconduct
2604,2755,mastodon.furrycon.social,"Sexually explicit topics are allowed to be discussed as long as they are flagged with a content warning, and mild drawn nudity may be used to advertise 18+ topics. However, no pictures or video of real-life genitalia may be posted other than artificial sex toys.",sexually explicit topics are allowed to be discussed as long as they are flagged with a content warning and mild drawn nudity may be used to advertise 18 topics however no pictures or video of reallife genitalia may be posted other than artificial sex toys,English,sexually explicit topics are allowed to be discussed as long as they are flagged with a content warning and mild drawn nudity may be used to advertise 18 topics however no pictures or video of reallife genitalia may be posted other than artificial sex toys
2605,2756,mastodon.furrycon.social,"No racism, sexism, homophobia, transphobia, or xenophobia.",no racism sexism homophobia transphobia or xenophobia,non-Englsih,no racism sexism homophobia transphobia or xenophobia
2606,2757,mastodon.furrycon.social,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
2607,2758,mastodon.furrycon.social,"No harassment, dogpiling, or doxxing of other users.",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
2608,2759,mastodon.furrycon.social,No content illegal in the US or Canada.,no content illegal in the us or canada,English,no content illegal in the us or canada
2609,2760,mastodon.furrycon.social,Do not share intentionally false or misleading information.,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
2610,2761,mastodon.furrycon.social,No violent media is allowed to be posted or published.,no violent media is allowed to be posted or published,English,no violent media is allowed to be posted or published
2611,2762,social.y-gallery.net,You must be 18 or older to join this site (all #5 rules from Y!gallery apply),you must be 18 or older to join this site all 5 rules from ygallery apply,English,you must be 18 or older to join this site all 5 rules from ygallery apply
2612,2763,social.y-gallery.net,Shota is only allowable as a crosspost from Y!g (all #3 rules from Y!gallery apply),shota is only allowable as a crosspost from yg all 3 rules from ygallery apply,English,shota is only allowable as a crosspost from yg all 3 rules from ygallery apply
2613,2764,social.y-gallery.net,Works that are created using references must be credited and must differ enough that it's obvious there has been no tracing of the reference image,works that are created using references must be credited and must differ enough that its obvious there has been no tracing of the reference image,English,works that are created using references must be credited and must differ enough that its obvious there has been no tracing of the reference image
2614,2765,social.y-gallery.net,"Do not flame, harass, mock other users or staff or invoke Godwin's Law.  Do not post works designed to mock, goad or degrade others",do not flame harass mock other users or staff or invoke godwins law do not post works designed to mock goad or degrade others,English,do not flame harass mock other users or staff or invoke godwins law do not post works designed to mock goad or degrade others
2615,2766,social.y-gallery.net,Do not forward chain letters or participate in tagging or encourage others to do so,do not forward chain letters or participate in tagging or encourage others to do so,English,do not forward chain letters or participate in tagging or encourage others to do so
2616,2767,social.y-gallery.net,Do not purposefully reupload images that have been reported for moderation,do not purposefully reupload images that have been reported for moderation,English,do not purposefully reupload images that have been reported for moderation
2617,2768,social.y-gallery.net,Do not attempt to bypass bans/suspensions by creating additional accounts and do not assist others in evading bans/suspensions,do not attempt to bypass banssuspensions by creating additional accounts and do not assist others in evading banssuspensions,English,do not attempt to bypass banssuspensions by creating additional accounts and do not assist others in evading banssuspensions
2618,2769,social.y-gallery.net,"Allowed: All sfw/nsfw works you create (art or fiction, male, female, trans or other, just be sure to tag correctly)",allowed all sfwnsfw works you create art or fiction male female trans or other just be sure to tag correctly,English,allowed all sfwnsfw works you create art or fiction male female trans or other just be sure to tag correctly
2619,2770,social.y-gallery.net,Allowed: Commissions you have paid for (This must be credited to the original artist) otherwise posting works created entirely by others is not allowed,allowed commissions you have paid for this must be credited to the original artist otherwise posting works created entirely by others is not allowed,English,allowed commissions you have paid for this must be credited to the original artist otherwise posting works created entirely by others is not allowed
2620,2771,social.y-gallery.net,Allowed: Photographs of pets and places (background people must have faces blurred if they are visible),allowed photographs of pets and places background people must have faces blurred if they are visible,English,allowed photographs of pets and places background people must have faces blurred if they are visible
2621,2772,social.y-gallery.net,Allowed: Memes (Please do not flood the site with these),allowed memes please do not flood the site with these,English,allowed memes please do not flood the site with these
2622,2773,social.y-gallery.net,Disallowed: Real people of any age non-sexual or sexual (this includes dick/vag/boob pics),disallowed real people of any age nonsexual or sexual this includes dickvagboob pics,English,disallowed real people of any age nonsexual or sexual this includes dickvagboob pics
2623,2774,social.y-gallery.net,Disallowed: Photomanipulation,disallowed photomanipulation,English,disallowed photomanipulation
2624,2775,social.y-gallery.net,Disallowed: AI generated works,disallowed ai generated works,non-Englsih,disallowed ai generated works
2625,2776,social.y-gallery.net,"Disallowed: Traces or copying of any kind (eg. paint-overs, grid copies, vectors, overlays, etc.)",disallowed traces or copying of any kind eg paintovers grid copies vectors overlays etc,English,disallowed traces or copying of any kind eg paintovers grid copies vectors overlays etc
2626,2777,social.y-gallery.net,Disallowed: Works created using doll makers/dress up games,disallowed works created using doll makersdress up games,English,disallowed works created using doll makersdress up games
2627,2778,social.y-gallery.net,Please tag your works. This especially applies if you're posting Yuri or Hentai. Please use the defined #yuri and #hentai tags respectively to allow for proper filtering.,please tag your works this especially applies if youre posting yuri or hentai please use the defined yuri and hentai tags respectively to allow for proper filtering,English,please tag your works this especially applies if youre posting yuri or hentai please use the defined yuri and hentai tags respectively to allow for proper filtering
2628,2779,klog.tw,禁止兒童色情、種族主義、性別歧視、傳銷廣告內容。,禁止兒童色情種族主義性別歧視傳銷廣告內容,non-Englsih,Forbidden children's pornographic racist gender discrimination MLM advertising content
2629,2780,klog.tw,政治討論、成人色情，或任何可能引起他人不適的內容，請主動隱藏（CW）並說明。,政治討論成人色情或任何可能引起他人不適的內容請主動隱藏cw並說明,non-Englsih,"Political discussion of adult pornographic or any content that may cause uncomfortable others, please actively hide CW and explain"
2630,2781,klog.tw,申請請在註冊原因回答以下問題：你來自哪裡？平常喜歡做什麼？想在這裡做什麼？,申請請在註冊原因回答以下問題你來自哪裡平常喜歡做什麼想在這裡做什麼,non-Englsih,Please answer the reason for registration and answer the following questions. Where do you like to do?
2631,2782,nelson.social,not to do anything you would not do in Oso Negro Coffee ☕️,not to do anything you would not do in oso negro coffee ️,English,not to do anything you would not do in oso negro coffee ️
2632,2783,nelson.social,"to acknowledge that Nelson is on the unceded territory of the Ktunaxa Nation, Sinixt Nation, and Syilx Peoples ✊🏾",to acknowledge that nelson is on the unceded territory of the ktunaxa nation sinixt nation and syilx peoples,English,to acknowledge that nelson is on the unceded territory of the ktunaxa nation sinixt nation and syilx peoples
2633,2784,nelson.social,to comply with the Code of Conduct 💖🏳️‍⚧️🏳️‍🌈,to comply with the code of conduct ️‍️️‍,English,to comply with the code of conduct ️‍️️‍
2634,2785,nelson.social,to have fun and keep Nelson weird ⛷🏔🛶🦄🧜🏾‍♀️💃☮️🧘🏽‍♀️✌🏼🪴,to have fun and keep nelson weird ‍️️‍️,English,to have fun and keep nelson weird ‍️️‍️
2635,2786,social.wikimedia.de,"Jegliche Form von Diskriminierung ist verboten. Das inkludiert, ist aber nicht beschränkt auf: Ableismus, Antisemitismus, Homophobie, Islamophobie, Klassismus, Rassismus, Sexismus, Transphobie, Misogynie …",jegliche form von diskriminierung ist verboten das inkludiert ist aber nicht beschränkt auf ableismus antisemitismus homophobie islamophobie klassismus rassismus sexismus transphobie misogynie,non-Englsih,"Any form of discrimination is forbidden, but the included is not limited to anti -Semitism homophobia islamophobia classism racism sexism transthobie misogynie"
2636,2787,social.wikimedia.de,"Je nach Schwere des Verstoßes kommt es zu einer Mahnung bis zum sofortigen Ausschluss.
",je nach schwere des verstoßes kommt es zu einer mahnung bis zum sofortigen ausschluss,non-Englsih,"Depending on the severity of the violation, there is a reminder to the immediate exclusion"
2637,2788,social.wikimedia.de,"Wir behalten uns vor, die Regeln jederzeit zu erweitern und sofort nach diesen zu sanktionieren.
",wir behalten uns vor die regeln jederzeit zu erweitern und sofort nach diesen zu sanktionieren,non-Englsih,We reserve the right to expand the rules at any time and to sanction them immediately
2638,2789,social.wikimedia.de,Zeigt den Gesprächspartner*innen gegenüber Wohlwollen in der Auslegung ihrer Aussagen.,zeigt den gesprächspartnerinnen gegenüber wohlwollen in der auslegung ihrer aussagen,non-Englsih,shows the interlocutors towards benevolence in the interpretation of their statements
2639,2790,social.wikimedia.de,"Fragt nach, wenn euch etwas unklar ist, bevor es zu einem Missverständnis kommt.",fragt nach wenn euch etwas unklar ist bevor es zu einem missverständnis kommt,non-Englsih,Asks if something is unclear before it comes to a misunderstanding
2640,2791,social.wikimedia.de,"Atmet tief durch, bevor ihr euch auf eine hitzige Diskussion einlasst.",atmet tief durch bevor ihr euch auf eine hitzige diskussion einlasst,non-Englsih,Breathe deeply before you get involved in a heated discussion
2641,2792,social.wikimedia.de,Nicht alle Provokationen brauchen sofort eine Antwort.,nicht alle provokationen brauchen sofort eine antwort,non-Englsih,Not all provocations need an answer immediately
2642,2793,social.wikimedia.de,Keine Hassrede.,keine hassrede,non-Englsih,No hate speech
2643,2794,social.wikimedia.de,Kein Spam.,kein spam,non-Englsih,no spam
2644,2795,social.wikimedia.de,Kein Trollen.,kein trollen,non-Englsih,no troll
2645,2796,social.wikimedia.de,"Kein Nachstellen, kein Stalking, kein Doxxing (das ist die Preisgabe personenbezogener Daten Anderer gegen deren Willen).",kein nachstellen kein stalking kein doxxing das ist die preisgabe personenbezogener daten anderer gegen deren willen,non-Englsih,No re -enacting no stalking no doxxing This is the disclosure of personal data of others against their will
2646,2797,social.wikimedia.de,Kein Verbreiten von Falschinformationen als Fakten.,kein verbreiten von falschinformationen als fakten,non-Englsih,no distribution of false information as facts
2647,2798,social.wikimedia.de,"Keine pornografischen Inhalte. Keine Nacktfotos ohne Content Warnung.
",keine pornografischen inhalte keine nacktfotos ohne content warnung,non-Englsih,No pornographic content no nude photos without content warning
2648,2799,mastodon.frl,"Geen illegale c.q. strafbare inhoud, b.v. (gewelddadige) pornografie met kinderen of zonder toestemming, uitlokking of uitnodiging van illegale diensten, etc, etc...",geen illegale cq strafbare inhoud bv gewelddadige pornografie met kinderen of zonder toestemming uitlokking of uitnodiging van illegale diensten etc etc,non-Englsih,no illegal or punishable content BV Violent pornography with children or without permission provocation or invitation of illegal services etc etc
2649,2800,mastodon.frl,"Geen berichten of links naar inhoud die haatgroepen, terrorisme, massaal geweld of oproepen tot geweld ondersteunt, uitbeeldt of promoot.",geen berichten of links naar inhoud die haatgroepen terrorisme massaal geweld of oproepen tot geweld ondersteunt uitbeeldt of promoot,non-Englsih,No messages or links to content that hatan groups of terrorism massive violence or calls for violence depicts or promotes
2650,2801,mastodon.frl,"Geen berichten of opmerkingen die QAnon-gerelateerde inhoud of soortgelijke weerlegde samenzweringstheorieën ondersteunen of promoten. Moderators kunnen naar eigen goeddunken beslissen of een bericht in strijd is met deze regel. Vogels zijn echt. De aarde is rond. En doorgaan.
",geen berichten of opmerkingen die qanongerelateerde inhoud of soortgelijke weerlegde samenzweringstheorieën ondersteunen of promoten moderators kunnen naar eigen goeddunken beslissen of een bericht in strijd is met deze regel vogels zijn echt de aarde is rond en doorgaan,non-Englsih,No messages or comments that support Qanon -related content or similarly refuted conspiracy theories or promote Moderators can decide at their own discretion whether a message is contrary to this rule of birds are really the earth around and continues
2651,2802,mastodon.frl,"Geen posts of links met geseksualiseerde afbeeldingen van minderjarigen, of ze nu fotografisch, geschreven, getekend, antropomorfisch of geanimeerd zijn.
",geen posts of links met geseksualiseerde afbeeldingen van minderjarigen of ze nu fotografisch geschreven getekend antropomorfisch of geanimeerd zijn,non-Englsih,No posts or links with sexualized images of minors whether they are now photographically drawn Anthropomorphic or animated
2652,2803,mastodon.frl,"Alle pornografische, erotische of NSFW-inhoud, in wat voor vorm dan ook, moet worden gemarkeerd met een inhoudswaarschuwing.
",alle pornografische erotische of nsfwinhoud in wat voor vorm dan ook moet worden gemarkeerd met een inhoudswaarschuwing,non-Englsih,All pornographic erotic or nsfwet in any form should be marked with a content warning
2653,2804,mastodon.frl,"Geen racisme.
",geen racisme,non-Englsih,no racism
2654,2805,mastodon.frl,"Geen visuele content die dierenmishandeling, executies, (zelf)moord, verminking, zichtbare ingewanden, overmatig bloed of verkoolde lichamen afbeeldt. Voor alle andere gewelddadige afbeeldingen is een inhoudswaarschuwing vereist.",geen visuele content die dierenmishandeling executies zelfmoord verminking zichtbare ingewanden overmatig bloed of verkoolde lichamen afbeeldt voor alle andere gewelddadige afbeeldingen is een inhoudswaarschuwing vereist,non-Englsih,"No visual content that depicts animal abuse suicide mutilation visible intestines excessive blood or charred bodies for all other violent images, a content warning is required"
2655,2806,mastodon.frl,"Geen spam of plaatsing van kwaadaardige links (zie algemene richtlijnen).
",geen spam of plaatsing van kwaadaardige links zie algemene richtlijnen,non-Englsih,No spam or placement of malignant links see general guidelines
2656,2807,mastodon.frl,"Geen bedreigingen, pesterijen, aanmoediging noch promotie van zelfbeschadiging, of aanvallen op een individu of groep.",geen bedreigingen pesterijen aanmoediging noch promotie van zelfbeschadiging of aanvallen op een individu of groep,non-Englsih,no threats of harassment encouragement nor promotion of self -harm or attack on an individual or group
2657,2808,mastodon.frl,Geen accounts die zich voordoen als iemand anders. Duidelijk gemarkeerde parodie accounts uitgezonderd (denk om de volgende regel!).,geen accounts die zich voordoen als iemand anders duidelijk gemarkeerde parodie accounts uitgezonderd denk om de volgende regel,non-Englsih,no accounts that occur if someone else is clearly marked parody accounts except for the next rule
2658,2809,mastodon.frl,"Accountnamen van (bekende) (merk)namen, plaatsnamen en andere geografisch namen zijn expliciet voorbehouden aan de vertegenwoordigers daarvan.
Moderatoren behouden zich het recht voor een accountnaam te ontnemen en toe te wijzen aan de juiste persoon/vertegenwoordiger.",accountnamen van bekende merknamen plaatsnamen en andere geografisch namen zijn expliciet voorbehouden aan de vertegenwoordigers daarvan moderatoren behouden zich het recht voor een accountnaam te ontnemen en toe te wijzen aan de juiste persoonvertegenwoordiger,non-Englsih,Account names of well -known brand names place names and other geographical names are explicitly reserved for the representatives of this Moderators reserve the right to deprive an account name and to allocate to the correct person representative
2659,2810,mastodon.frl,"Geen haatspraak. Aanzetten tot haat wordt gedefinieerd als denigrerende berichten of links gericht op een individu of groep op basis van ras, mentale of fysieke handicap, religie, genderidentiteit, geslacht, nationaliteit, leeftijd, klasse of seksuele geaardheid.
",geen haatspraak aanzetten tot haat wordt gedefinieerd als denigrerende berichten of links gericht op een individu of groep op basis van ras mentale of fysieke handicap religie genderidentiteit geslacht nationaliteit leeftijd klasse of seksuele geaardheid,non-Englsih,No hateful incentive to hatred is defined as derogatory messages or links aimed at an individual or group based on race mental or physical disability religion gender identity Gender nationality age class or sexual orientation
2660,2811,mastodon.frl,"Geen ""shitposting"" - terwijl humoristische posts zijn toegestaan, en eigenlijk wordt aangemoedigd, maar er is hier geen plaats voor ""shitposting"".
",geen shitposting terwijl humoristische posts zijn toegestaan en eigenlijk wordt aangemoedigd maar er is hier geen plaats voor shitposting,non-Englsih,"no shit posting while humorous posts are allowed and actually encouraged, but there is no room for shit posting here"
2661,2812,mastodon.frl,"""bots"" onder voorbehoud. Geautomatiseerde accounts die overwegend (door)posten van een andere bron zijn alleen in overleg toegestaan.",bots onder voorbehoud geautomatiseerde accounts die overwegend doorposten van een andere bron zijn alleen in overleg toegestaan,non-Englsih,bots subject to automated accounts that predominantly continue of another source are only permitted in consultation
2662,2813,weserbergland.social,"Diese Mastodon-Instanz wird als privates Hobby ohne Garantie für Verfügbarkeit betrieben. Es besteht kein Anspruch auf jederzeitigen funktionierenden Zugang zum Konto. Downtimes (Updates, Wartung, Migration etc) werden wir - soweit möglich - vorher ankündigen.",diese mastodoninstanz wird als privates hobby ohne garantie für verfügbarkeit betrieben es besteht kein anspruch auf jederzeitigen funktionierenden zugang zum konto downtimes updates wartung migration etc werden wir soweit möglich vorher ankündigen,non-Englsih,This mastodon instance is operated as a private hobby without guarantee for availability.
2663,2814,weserbergland.social,"Es ist grundsätzlich jedermensch willkommen, egal welcher politischen, religiösen oder sexuellen Ausrichtung und geschlechtlicher Identität. Bei beleidigendem, diskriminierendem oder schlicht nervtötendem Verhalten werden die Admins (auch ohne Ankündigung) Accounts sanktionieren oder deaktivieren.",es ist grundsätzlich jedermensch willkommen egal welcher politischen religiösen oder sexuellen ausrichtung und geschlechtlicher identität bei beleidigendem diskriminierendem oder schlicht nervtötendem verhalten werden die admins auch ohne ankündigung accounts sanktionieren oder deaktivieren,non-Englsih,"It is basically welcome no matter what political religious or sexual orientation and gender identity with an offensive discriminatory or simply annoying behavior, the admins will sanction or deactivate accounts even without announcing accounts"
