,Unnamed: 0,instance,rule,preprocessed rules,lang,translated rules
960,1001,anywise.net,No content illegal in Europe,no content illegal in europe,non-Englsih,no content illegal in europe
961,1002,anywise.net,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
962,1004,adistance.tk,"Basically, don't be an ass.",basically dont be an ass,English,basically dont be an ass
963,1010,durdle.social,Sexually explicit or violent media must be marked as sensitive when posting,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
964,1011,durdle.social,"No racism, sexism, homophobia, transphobia, xenophobia, or casteism",no racism sexism homophobia transphobia xenophobia or casteism,non-Englsih,no racism sexism homophobia transphobia xenophobia or casteism
965,1012,durdle.social,No incitement of violence or promotion of violent ideologies,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
966,1013,durdle.social,"No harassment, dogpiling or doxxing of other users",no harassment dogpiling or doxxing of other users,English,no harassment dogpiling or doxxing of other users
967,1014,durdle.social,Do not share intentionally false or misleading information,do not share intentionally false or misleading information,English,do not share intentionally false or misleading information
968,1015,13bells.com,"This is a benevolent dictatorship. The administrators of this site are donating their time and money to provide this platform, and as a result, reserve the right to delete, dismiss, silence, purge, or remove anyone at any time without explanation or justification.",this is a benevolent dictatorship the administrators of this site are donating their time and money to provide this platform and as a result reserve the right to delete dismiss silence purge or remove anyone at any time without explanation or justification,English,this is a benevolent dictatorship the administrators of this site are donating their time and money to provide this platform and as a result reserve the right to delete dismiss silence purge or remove anyone at any time without explanation or justification
969,1016,13bells.com,"We respect and support free speech, even when it may be personally disagreeable.",we respect and support free speech even when it may be personally disagreeable,English,we respect and support free speech even when it may be personally disagreeable
970,1017,13bells.com,No illegal activity or activity which might be construed as fostering illegal activity.,no illegal activity or activity which might be construed as fostering illegal activity,English,no illegal activity or activity which might be construed as fostering illegal activity
971,1018,13bells.com,"No personal or ad-homenim attacks against other users, both local and remote to this server.",no personal or adhomenim attacks against other users both local and remote to this server,English,no personal or adhomenim attacks against other users both local and remote to this server
972,1019,13bells.com,Do not engage in behavior which will likely result in this instance being banned or blocked entirely.,do not engage in behavior which will likely result in this instance being banned or blocked entirely,English,do not engage in behavior which will likely result in this instance being banned or blocked entirely
973,1020,13bells.com,No overtly disparaging acts or comments which server no other purpose other than to denigrate a person based on their traits or characteristics. Witty memes and jokes are generally acceptable unless their sole purpose is to belittle or demean.,no overtly disparaging acts or comments which server no other purpose other than to denigrate a person based on their traits or characteristics witty memes and jokes are generally acceptable unless their sole purpose is to belittle or demean,English,no overtly disparaging acts or comments which server no other purpose other than to denigrate a person based on their traits or characteristics witty memes and jokes are generally acceptable unless their sole purpose is to belittle or demean
974,1021,13bells.com,"No Pornography. This is a private platform with limited public seating. Fine line here, but let's just say there are plenty of places for porn on the internet, this isn't one of them.",no pornography this is a private platform with limited public seating fine line here but lets just say there are plenty of places for porn on the internet this isnt one of them,English,no pornography this is a private platform with limited public seating fine line here but lets just say there are plenty of places for porn on the internet this isnt one of them
975,1022,13bells.com,Spam or unsolicited commercial posts will be deleted and the offending accounts will be removed without warning,spam or unsolicited commercial posts will be deleted and the offending accounts will be removed without warning,English,spam or unsolicited commercial posts will be deleted and the offending accounts will be removed without warning
976,1023,13bells.com,"All Bots, parking account, parody accounts, or other similar activity is prohibited without express approval from an administrator.",all bots parking account parody accounts or other similar activity is prohibited without express approval from an administrator,English,all bots parking account parody accounts or other similar activity is prohibited without express approval from an administrator
977,1024,13bells.com,"Anything not covered by other rules above should be covered under our first principle, ""This is a benevolent dictatorship"" but ideally none of this will ever even matter since we fully expect people to behave as adults.",anything not covered by other rules above should be covered under our first principle this is a benevolent dictatorship but ideally none of this will ever even matter since we fully expect people to behave as adults,English,anything not covered by other rules above should be covered under our first principle this is a benevolent dictatorship but ideally none of this will ever even matter since we fully expect people to behave as adults
978,1025,13bells.com,"Accounts which are created and never used, aka, ""parking accounts"" will be terminated without warning after 30 days of inactivity.",accounts which are created and never used aka parking accounts will be terminated without warning after 30 days of inactivity,English,accounts which are created and never used aka parking accounts will be terminated without warning after 30 days of inactivity
979,1026,13bells.com,Accounts which are not used within one year will be terminated without warning.,accounts which are not used within one year will be terminated without warning,English,accounts which are not used within one year will be terminated without warning
980,1027,social.badabam.net,L'instance Friendica social.badabam.net est administrée bénévolement du mieux que le peuvent les administrateurs. Cela vaut pour la disponibilité du service comme de sa mise à jour et la prise en charge des problèmes qui pourraient être rencontrés.,linstance friendica socialbadabamnet est administrée bénévolement du mieux que le peuvent les administrateurs cela vaut pour la disponibilité du service comme de sa mise à jour et la prise en charge des problèmes qui pourraient être rencontrés,non-Englsih,"LINSTANCE Friendic Socialbadabamnet is administered voluntarily as best as possible, it is worth for the availability of the service as well as its update and the management of the problems that could be encountered"
981,1028,social.badabam.net,"Cette instance est soumise à la loi française, étant hébergée en France.",cette instance est soumise à la loi française étant hébergée en france,non-Englsih,This body is subject to French law being hosted in France
982,1029,social.badabam.net,"Ainsi, globalement, pas de racisme, homophobie, transphobie, xénophobie, harcèlement, doxxing...",ainsi globalement pas de racisme homophobie transphobie xénophobie harcèlement doxxing,non-Englsih,Thus generally no homophobia transphobia xenophobia harassment doxxing
983,1030,social.badabam.net,"Merci également de ne pas partager de manière intentionnelle des informations fausses ou trompeuses (sauf à les afficher comme telles, via un CW par exemple)",merci également de ne pas partager de manière intentionnelle des informations fausses ou trompeuses sauf à les afficher comme telles via un cw par exemple,non-Englsih,Thank you also for not intentionally sharing false or misleading information except to display it as such via a CW for example
984,1031,social.badabam.net,"Enfin, merci d'être courtois dans vos échanges.",enfin merci dêtre courtois dans vos échanges,non-Englsih,Finally thank you for being courteous in your exchanges
985,1032,social.badabam.net,Profitez bien du Fédiverse !,profitez bien du fédiverse,non-Englsih,Take advantage of the fediverse
986,1033,vinzenz.social,No AFD.,no afd,non-Englsih,no afd
987,1034,vinzenz.social,"Dies is ein sicherer Raum. Rassistische, sexistische, homophobe, transphobe, beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte Sprache um nicht zuletzt Weiße Vorherrschaft, Antisemitismus, Transphobie oder andere Menschenfeindliche Ideologien zu bewerben sind untersagt.",dies is ein sicherer raum rassistische sexistische homophobe transphobe beeinträchtigtenfeindliche und anderweitig diskriminierende oder hasserfüllte sprache um nicht zuletzt weiße vorherrschaft antisemitismus transphobie oder andere menschenfeindliche ideologien zu bewerben sind untersagt,non-Englsih,This is a safe space of racist sexist homophobic transactions of anti -impaired and otherwise discriminatory or hateful language for not least white dominance of anti -Semitism or other man -hostile ideologies are prohibited
988,1035,kanina.be,法律は守ってね,法律は守ってね,non-Englsih,Protect the law
989,1036,topofthe.city,"No racism, sexism, transphobia, ableism, body-shaming, nazis or nazi-adjacent shit. ",no racism sexism transphobia ableism bodyshaming nazis or naziadjacent shit,English,no racism sexism transphobia ableism bodyshaming nazis or naziadjacent shit
990,1037,topofthe.city,"CW images of food, eye contact, bugs and insects, and NSFW content.",cw images of food eye contact bugs and insects and nsfw content,English,cw images of food eye contact bugs and insects and nsfw content
991,1038,topofthe.city,Describe posted images as a default. ,describe posted images as a default,non-Englsih,describe posted images as a default
992,1039,topofthe.city,Be gracious and open to other perspectives. ,be gracious and open to other perspectives,English,be gracious and open to other perspectives
993,1040,topofthe.city,"This is a single-user instance, so this is mostly a list of reminders to myself and what to tell other admins to expect. ",this is a singleuser instance so this is mostly a list of reminders to myself and what to tell other admins to expect,English,this is a singleuser instance so this is mostly a list of reminders to myself and what to tell other admins to expect
994,1041,talk.mls20.de,"Nicht erlaubt: Belästigung, Stalking, Doxxing, Verbreitung von Verschwörungstheorien und/oder deren Befürwortung",nicht erlaubt belästigung stalking doxxing verbreitung von verschwörungstheorien undoder deren befürwortung,non-Englsih,Not allowed harassment stalking doxxing distribution of conspiracy theories and their support
995,1042,talk.mls20.de,"Nicht erlaubt: Rassismus, Sexismus, Beschimpfungen oder deren Befürwortung, Diskriminierung von Geschlechtern und sexuellen Minderheiten oder deren Befürwortung, Gewalttätige nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus",nicht erlaubt rassismus sexismus beschimpfungen oder deren befürwortung diskriminierung von geschlechtern und sexuellen minderheiten oder deren befürwortung gewalttätige nationalistische propaganda nazisymbolismus oder förderung der ideologie des nationalsozialismus,non-Englsih,Racism is not allowed sexism abuse or their advocacy discrimination against gender and sexual minorities or their support for violent nationalist propaganda nazis symbolism or promotion of the ideology of National Socialism
996,1043,talk.mls20.de,"Nicht erlaubt: Leute kontaktieren, die klar gemacht haben, dass sie keinen Kontakt wollen, Dogpiling, Nicht markierter sexueller Inhalt, Gewaltdarstellungen, Werbung oder Bots ",nicht erlaubt leute kontaktieren die klar gemacht haben dass sie keinen kontakt wollen dogpiling nicht markierter sexueller inhalt gewaltdarstellungen werbung oder bots,non-Englsih,Not allowed people contact who made it clear that they do not want to contact dogpiling non -marked sexual content of violent representations advertising or bots
997,1044,talk.mls20.de,Nicht erlaubt: Andere in Deutschland illegale Inhalte,nicht erlaubt andere in deutschland illegale inhalte,non-Englsih,Others in Germany do not allow illegal content
998,1045,fedi.gvisoc.com,"Harassment is forbidden. The use of this server to harass individuals or groups, specially minorities, is forbidden.",harassment is forbidden the use of this server to harass individuals or groups specially minorities is forbidden,English,harassment is forbidden the use of this server to harass individuals or groups specially minorities is forbidden
999,1046,fedi.gvisoc.com,Doxing is forbidden. We respect privacy. You can't publish personal details of anyone else but yourself.,doxing is forbidden we respect privacy you cant publish personal details of anyone else but yourself,English,doxing is forbidden we respect privacy you cant publish personal details of anyone else but yourself
1000,1047,fedi.gvisoc.com,"Discrimination is forbidden in this server. This includes discrimination by race, origin, current or past nationalities, background of any kind, job or career, religion, sex, gender, and sexual orientation.",discrimination is forbidden in this server this includes discrimination by race origin current or past nationalities background of any kind job or career religion sex gender and sexual orientation,English,discrimination is forbidden in this server this includes discrimination by race origin current or past nationalities background of any kind job or career religion sex gender and sexual orientation
1001,1048,fedi.gvisoc.com,Respect the law.,respect the law,English,respect the law
1002,1049,fedi.gvisoc.com,No incitement of violence or promotion of violent ideologies.,no incitement of violence or promotion of violent ideologies,English,no incitement of violence or promotion of violent ideologies
1003,1050,fedi.gvisoc.com,Sexually explicit or violent media must be marked as sensitive when posting.,sexually explicit or violent media must be marked as sensitive when posting,English,sexually explicit or violent media must be marked as sensitive when posting
1004,1051,fedi.gvisoc.com,"You must be and independent adult. It must be possible to hold you accountable for your content and usage of the platform, and not your guardians or parents. ",you must be and independent adult it must be possible to hold you accountable for your content and usage of the platform and not your guardians or parents,English,you must be and independent adult it must be possible to hold you accountable for your content and usage of the platform and not your guardians or parents
1005,1052,mstdn.sheehanmiles.com,This server is for people who are Charles Miles or are friends or family of Charles Miles. ,this server is for people who are charles miles or are friends or family of charles miles,English,this server is for people who are charles miles or are friends or family of charles miles
1006,1053,mstdn.sheehanmiles.com,Trying to keep number every small since it's a tiny server. ,trying to keep number every small since its a tiny server,English,trying to keep number every small since its a tiny server
1007,1054,santos.social,"Keep everything clean. No insults, bullying, or low blows. No illegal content can be shared as stated by USA law. Ok, now touch gloves. ",keep everything clean no insults bullying or low blows no illegal content can be shared as stated by usa law ok now touch gloves,English,keep everything clean no insults bullying or low blows no illegal content can be shared as stated by usa law ok now touch gloves
1008,1055,social.talldude.net,Rule is not a list,rule is not a list,English,rule is not a list
1009,1056,mastodon.memes.observer,Be good pls,be good pls,non-Englsih,be good pls
1010,1057,mastodon.memes.observer,No bad,no bad,non-Englsih,no bad
1011,1058,mastodon.memes.observer,Do memes,do memes,non-Englsih,do memes
1012,1059,nixos.paris,Respectez les autres utilisateurs.,respectez les autres utilisateurs,non-Englsih,Respect other users
1013,1060,nixos.paris,"Respectez le travail des autres et faites preuve d'empathie : Les membres de la communauté peuvent partager leur travail créatif, des projets personnels ou des opinions importantes.",respectez le travail des autres et faites preuve dempathie les membres de la communauté peuvent partager leur travail créatif des projets personnels ou des opinions importantes,non-Englsih,Respect the work of others and demonstrate community members can share their creative work of personal projects or important opinions
1014,1061,nixos.paris,Contribuez à la communauté.,contribuez à la communauté,non-Englsih,Contribute to the community
1015,1062,social.igotout.de,Serverstandort: Deutschland. EU-Recht und deutsche Gesetze gelten.,serverstandort deutschland eurecht und deutsche gesetze gelten,non-Englsih,Server location Germany EURRECH and German laws apply
1016,1063,social.igotout.de,"Beiträge, für die die noAFD oder noSVP applaudieren würden, sind hier unerwünscht. Also keine faschistischen, rassistischen, sexistischen, queerfeindlichen und sonstigen entmenschlichenden Inhalte.",beiträge für die die noafd oder nosvp applaudieren würden sind hier unerwünscht also keine faschistischen rassistischen sexistischen queerfeindlichen und sonstigen entmenschlichenden inhalte,non-Englsih,"Contributions for which the NOAFD or NOSVP would applaud are undesirable here, so no fascist racist sexist queer -anti -queer and other stimulating content"
1017,1064,tormentnexus.social,be excellent to each other,be excellent to each other,English,be excellent to each other
1018,1065,mastodon.treegecko.com,Be Nice,be nice,English,be nice
1019,1066,mastodon.treegecko.com,If not being nice.  See rule 1,if not being nice see rule 1,English,if not being nice see rule 1
1020,1067,social.cyrusbio.com,This Server is managed by Cyrus Biotechnology and is used for official statements by Cyrus and it's employees,this server is managed by cyrus biotechnology and is used for official statements by cyrus and its employees,English,this server is managed by cyrus biotechnology and is used for official statements by cyrus and its employees
1021,1068,benedikts.social,As this is my own single user instance. I won't be a dick... I hope,as this is my own single user instance i wont be a dick i hope,English,as this is my own single user instance i wont be a dick i hope
1022,1069,redcook.social,Registrations are only for approved and invited group of Chinese food enthusiasts. You will be invited to join at the discretion of redcook.social adminstrator.,registrations are only for approved and invited group of chinese food enthusiasts you will be invited to join at the discretion of redcooksocial adminstrator,English,registrations are only for approved and invited group of chinese food enthusiasts you will be invited to join at the discretion of redcooksocial adminstrator
1023,1070,redcook.social,"No threatening, abusive, or intolerant behaviour. We have a zero tolerance policy on racism, sexism, homophobia and transphobia. Your account will be suspended in such cases.",no threatening abusive or intolerant behaviour we have a zero tolerance policy on racism sexism homophobia and transphobia your account will be suspended in such cases,English,no threatening abusive or intolerant behaviour we have a zero tolerance policy on racism sexism homophobia and transphobia your account will be suspended in such cases
1024,1071,redcook.social,"After registering, please edit your profile, add a short bio and post a short introduction to yourself. We may delete inactive accounts at our discretion.",after registering please edit your profile add a short bio and post a short introduction to yourself we may delete inactive accounts at our discretion,English,after registering please edit your profile add a short bio and post a short introduction to yourself we may delete inactive accounts at our discretion
1025,1072,rukii.net,"No illegal content, EU laws apply.",no illegal content eu laws apply,non-Englsih,no illegal content eu laws apply
1026,1073,rukii.net,Respect the under-represented communities who built this place.,respect the underrepresented communities who built this place,English,respect the underrepresented communities who built this place
1027,1074,rukii.net,Do not cause trouble for the server in relation to federation with other servers.,do not cause trouble for the server in relation to federation with other servers,English,do not cause trouble for the server in relation to federation with other servers
1028,1075,rukii.net,Don't be a nuisance or an ass. Be awesome.,dont be a nuisance or an ass be awesome,English,dont be a nuisance or an ass be awesome
1029,1076,mastodon.gassner.io,"This server is an instance of one (Peter Gassner). I vow to keep this server free of racism, sexism, homophobia, and transphobia.",this server is an instance of one peter gassner i vow to keep this server free of racism sexism homophobia and transphobia,English,this server is an instance of one peter gassner i vow to keep this server free of racism sexism homophobia and transphobia
1030,1077,toot.execbase.net,Don't be evil,dont be evil,non-Englsih,dont be evil
1031,1078,social.hergorn.com,"Discrimination, especially against minorities, is strongly discouraged. This includes, but is not limited to: Racism, xenophobia. Homophobia, transphobia, and other queerphobia. Classism. Gatekeeping the ""queer"" status (acephobia, etc.)",discrimination especially against minorities is strongly discouraged this includes but is not limited to racism xenophobia homophobia transphobia and other queerphobia classism gatekeeping the queer status acephobia etc,English,discrimination especially against minorities is strongly discouraged this includes but is not limited to racism xenophobia homophobia transphobia and other queerphobia classism gatekeeping the queer status acephobia etc
1032,1079,social.hergorn.com,"""Punching up"" does not fall under the guideline above, and is allowed.",punching up does not fall under the guideline above and is allowed,English,punching up does not fall under the guideline above and is allowed
1033,1080,social.hergorn.com,"Usage of right-wing figures of speech are strongly discouraged. Please keep yourselves up-to-date on the dog whistles that are going around. Of course, this point will be evaluated on a case-by-case basis, as right-wing dog whistles are created to intentionally hijack everyday jokes and signs.",usage of rightwing figures of speech are strongly discouraged please keep yourselves uptodate on the dog whistles that are going around of course this point will be evaluated on a casebycase basis as rightwing dog whistles are created to intentionally hijack everyday jokes and signs,English,usage of rightwing figures of speech are strongly discouraged please keep yourselves uptodate on the dog whistles that are going around of course this point will be evaluated on a casebycase basis as rightwing dog whistles are created to intentionally hijack everyday jokes and signs
1034,1081,social.hergorn.com,"Advertising is strongly discouraged. Fund raisers, users of the site selling their own products or advertising their services are fine - we absolutely do not want corporations to advertise on here, however.",advertising is strongly discouraged fund raisers users of the site selling their own products or advertising their services are fine we absolutely do not want corporations to advertise on here however,English,advertising is strongly discouraged fund raisers users of the site selling their own products or advertising their services are fine we absolutely do not want corporations to advertise on here however
1035,1082,social.hergorn.com,"Posting media without media descriptions, also known as alt text, is strongly discouraged. We encourage you to enable the popups that warn you if you are about to toot or boost content that does not follow this guideline.",posting media without media descriptions also known as alt text is strongly discouraged we encourage you to enable the popups that warn you if you are about to toot or boost content that does not follow this guideline,English,posting media without media descriptions also known as alt text is strongly discouraged we encourage you to enable the popups that warn you if you are about to toot or boost content that does not follow this guideline
1036,1083,social.hergorn.com,"Don't spam. Of course, some jokes are mostly repetitive (common ""fedi bits""), but use common sense on where to draw the line. If the local timeline contains just your toots, you're taking it too far.",dont spam of course some jokes are mostly repetitive common fedi bits but use common sense on where to draw the line if the local timeline contains just your toots youre taking it too far,English,dont spam of course some jokes are mostly repetitive common fedi bits but use common sense on where to draw the line if the local timeline contains just your toots youre taking it too far
1037,1084,social.hergorn.com,"Do not interpret these guidelines in bad faith, not even for ""playing the devil's advocate"". We are trying to foster a progressive community - if you have an issue with the guidelines, feel free to discuss it.",do not interpret these guidelines in bad faith not even for playing the devils advocate we are trying to foster a progressive community if you have an issue with the guidelines feel free to discuss it,English,do not interpret these guidelines in bad faith not even for playing the devils advocate we are trying to foster a progressive community if you have an issue with the guidelines feel free to discuss it
1038,1085,social.hergorn.com,"You must use content warnings for content. This includes obvious topics such as sexual content, assault, mental health issues, but also less obvious ones like food, selfies, pictures with eye contact to the viewer, etc. Even if you may not find topics triggering at all, this helps.",you must use content warnings for content this includes obvious topics such as sexual content assault mental health issues but also less obvious ones like food selfies pictures with eye contact to the viewer etc even if you may not find topics triggering at all this helps,English,you must use content warnings for content this includes obvious topics such as sexual content assault mental health issues but also less obvious ones like food selfies pictures with eye contact to the viewer etc even if you may not find topics triggering at all this helps
1039,1086,social.hergorn.com,"Any content illegal in Germany will be removed. We want this site to stay online, and as such, we have to follow laws in addition to our own morals.",any content illegal in germany will be removed we want this site to stay online and as such we have to follow laws in addition to our own morals,English,any content illegal in germany will be removed we want this site to stay online and as such we have to follow laws in addition to our own morals
1040,1087,social.underza.net,"Since this is a private server, the current owner/operator has the first and final say.",since this is a private server the current owneroperator has the first and final say,English,since this is a private server the current owneroperator has the first and final say
1041,1088,social.jstsmthrgk.eu,"It's just me, please let me know if I am not nice, I'll try to do better, if I don't, please block me.",its just me please let me know if i am not nice ill try to do better if i dont please block me,English,its just me please let me know if i am not nice ill try to do better if i dont please block me
1042,1089,mastodon.caylee.de,Keine Beleidigungen und/oder Anfeindungen,keine beleidigungen undoder anfeindungen,non-Englsih,No insults and or hostility
1043,1090,mastodon.caylee.de,"Beiträge werden auf Deutsch, Englisch, Latein, Esperanto oder Klingonisch verfasst.",beiträge werden auf deutsch englisch latein esperanto oder klingonisch verfasst,non-Englsih,Posts are written in German English Latin Esperanto or Klingon
1044,1091,mstdn.one,合乎所属地区法律,合乎所属地区法律,non-Englsih,Like the region law
1045,1092,mstdn.one,内容的权益和责任皆属用户,内容的权益和责任皆属用户,non-Englsih,The rights and responsibilities of the content belong to the user
1046,1093,mstdn.one,"崇尚自由，不侵犯他人自由 
",崇尚自由不侵犯他人自由,non-Englsih,Advocate freedom and not infringe on the freedom of others
1047,1094,mstdn.one,相互尊重，以礼相待 ,相互尊重以礼相待,non-Englsih,Respect each other with courtesy
1048,1095,mstdn.one,运营裁量暂由站长全权决定  ,运营裁量暂由站长全权决定,non-Englsih,The operating tailor is temporarily determined by the webmaster's power
1049,1096,mstdn.one,注册须回答站点规则中提到的问题，否则不予通过,注册须回答站点规则中提到的问题否则不予通过,non-Englsih,"Register to answer the questions mentioned in the rules of the site, otherwise it will not be approved"
1050,1097,g2s.azbycx.xyz,just for fun,just for fun,non-Englsih,just for fun
1051,1098,cyberpasti.me,係数体はℂとする．,係数体はℂとする,non-Englsih,The coefficient is ℂ
1052,1099,cyberpasti.me,解の存在と一意性は保証されているとする．,解の存在と一意性は保証されているとする,non-Englsih,Assuming that the existence and uniqueness of the solution are guaranteed
1053,1100,cyberpasti.me,可分なヒルベルト空間のみを考える．,可分なヒルベルト空間のみを考える,non-Englsih,Think only about the hill belt space
1054,1101,cyberpasti.me,情報系は通常の条件（usual conditions）を満たしているとする．,情報系は通常の条件usual conditionsを満たしているとする,non-Englsih,Assuming that the information system meets normal conditions Usual Conditions
1055,1102,social.in-purple.de,Don't be a dick...,dont be a dick,English,dont be a dick
1056,1103,m.yerp.io,Terminator > Terminator 2,terminator terminator 2,English,terminator terminator 2
1057,1104,m.yerp.io,Alien > Aliens,alien aliens,non-Englsih,alien aliens
1058,1105,m.yerp.io,Nazis and their ilk can fuck right off,nazis and their ilk can fuck right off,English,nazis and their ilk can fuck right off
1059,1106,m.yerp.io,"If this is your first Mastodon, you have to toot",if this is your first mastodon you have to toot,English,if this is your first mastodon you have to toot
1060,1107,mastodon.melroy.org,Be kind and respectful.,be kind and respectful,English,be kind and respectful
1061,1108,mastodon.melroy.org,"NO sexuality explicit content, like porn.",no sexuality explicit content like porn,English,no sexuality explicit content like porn
1062,1109,moyu.social,"No porn, politics, ads, hate, or racism.",no porn politics ads hate or racism,English,no porn politics ads hate or racism
1063,1110,moyu.social,No preaching religions. Celebrating religious holidays is not considered preaching.,no preaching religions celebrating religious holidays is not considered preaching,English,no preaching religions celebrating religious holidays is not considered preaching
1064,1111,moyu.social,Accounts violating the above rules will be banned immediately and their corresponding IP addresses will be submitted to law enforcement agencies if necessary.,accounts violating the above rules will be banned immediately and their corresponding ip addresses will be submitted to law enforcement agencies if necessary,English,accounts violating the above rules will be banned immediately and their corresponding ip addresses will be submitted to law enforcement agencies if necessary
1065,1112,moyu.social,"If you find anyone violating anything, please report it to the administrator.",if you find anyone violating anything please report it to the administrator,English,if you find anyone violating anything please report it to the administrator
1066,1113,moyu.social,"Videos are allowed, but not encouraged. This server is run by volunteers and we do not have a lot of storage available.",videos are allowed but not encouraged this server is run by volunteers and we do not have a lot of storage available,English,videos are allowed but not encouraged this server is run by volunteers and we do not have a lot of storage available
1067,1114,mtdn.anyqn.com,Be a polite please.,be a polite please,English,be a polite please
1068,1115,mtdn.anyqn.com,Try to do not publish any dangerous information.,try to do not publish any dangerous information,English,try to do not publish any dangerous information
1069,1116,plumbob.social,"No hate speech, harassment, or discrimination of any kind. This includes, but is not limited to, racism, sexism, homophobia, transphobia, and ableism.",no hate speech harassment or discrimination of any kind this includes but is not limited to racism sexism homophobia transphobia and ableism,English,no hate speech harassment or discrimination of any kind this includes but is not limited to racism sexism homophobia transphobia and ableism
1070,1117,plumbob.social,"No sharing of illegal or copyrighted content. This includes, but is not limited to, pirated movies, music, and software.",no sharing of illegal or copyrighted content this includes but is not limited to pirated movies music and software,English,no sharing of illegal or copyrighted content this includes but is not limited to pirated movies music and software
1071,1118,plumbob.social,"No spamming or unwanted contact. This includes, but is not limited to, sending unsolicited messages, posting repetitive content, and repeatedly following and unfollowing another user.",no spamming or unwanted contact this includes but is not limited to sending unsolicited messages posting repetitive content and repeatedly following and unfollowing another user,English,no spamming or unwanted contact this includes but is not limited to sending unsolicited messages posting repetitive content and repeatedly following and unfollowing another user
1072,1119,plumbob.social,"No posting of personal information without consent. This includes, but is not limited to, phone numbers, addresses, and email addresses.",no posting of personal information without consent this includes but is not limited to phone numbers addresses and email addresses,English,no posting of personal information without consent this includes but is not limited to phone numbers addresses and email addresses
1073,1120,plumbob.social,"No sharing of graphic violence or adult content. This includes, but is not limited to, images or videos of violence, sexual content, or pornography.",no sharing of graphic violence or adult content this includes but is not limited to images or videos of violence sexual content or pornography,English,no sharing of graphic violence or adult content this includes but is not limited to images or videos of violence sexual content or pornography
1074,1121,plumbob.social,"No sharing of graphic violence or adult content. This includes, but is not limited to, images or videos of violence, sexual content, or pornography.",no sharing of graphic violence or adult content this includes but is not limited to images or videos of violence sexual content or pornography,English,no sharing of graphic violence or adult content this includes but is not limited to images or videos of violence sexual content or pornography
1075,1122,plumbob.social,"No impersonation of other users. This includes, but is not limited to, using someone else's name, avatar, or bio to impersonate them.",no impersonation of other users this includes but is not limited to using someone elses name avatar or bio to impersonate them,English,no impersonation of other users this includes but is not limited to using someone elses name avatar or bio to impersonate them
1076,1123,plumbob.social,"No sharing of misinformation. This includes, but is not limited to, sharing false information or conspiracy theories without providing credible sources. Looking at you Strangerville…",no sharing of misinformation this includes but is not limited to sharing false information or conspiracy theories without providing credible sources looking at you strangerville,English,no sharing of misinformation this includes but is not limited to sharing false information or conspiracy theories without providing credible sources looking at you strangerville
1077,1124,plumbob.social,Respect other users’ privacy. This includes not sharing screenshots or quotes from private conversations without consent.,respect other users privacy this includes not sharing screenshots or quotes from private conversations without consent,English,respect other users privacy this includes not sharing screenshots or quotes from private conversations without consent
1078,1125,plumbob.social,Any form of violence or threat of violence will not be tolerated.,any form of violence or threat of violence will not be tolerated,English,any form of violence or threat of violence will not be tolerated
1079,1126,social.u2s.cloud,Be nice,be nice,non-Englsih,be nice
1080,1127,riemann.social,"Keine Belästigung, Stalking, Dogpiling und/oder Doxxing von anderen.",keine belästigung stalking dogpiling undoder doxxing von anderen,non-Englsih,No harassment stalking dogpiling and or doxxing from others
1081,1128,riemann.social,"Rassistisches, sexistisches, homophobes, transphobes, fremdenfeindliches Verhalten oder Kastendenken haben auf unserem Server nichts zu suchen.",rassistisches sexistisches homophobes transphobes fremdenfeindliches verhalten oder kastendenken haben auf unserem server nichts zu suchen,non-Englsih,Racist sexist homophobes transphobes xenophobic behavior or box thinking have no place on our server
1082,1129,riemann.social,"Nazis, Neonazis, Querdenker, Linksradikale, Russland- oder Chinatrolle werden konsequent geblockt.",nazis neonazis querdenker linksradikale russland oder chinatrolle werden konsequent geblockt,non-Englsih,Nazis neo -Nazis Querdenker left -wing radicals Russia or chinrolle are consistently blocked
1083,1130,riemann.social,"Das Verbreiten von SPAM und Phishing über Trööts, Re-Trööts, Kommentare oder Persönliche Nachrichten führt zu einem nicht-reversiblen Block des betroffenen Accounts.",das verbreiten von spam und phishing über trööts retrööts kommentare oder persönliche nachrichten führt zu einem nichtreversiblen block des betroffenen accounts,non-Englsih,"The spreading of spam and phishing over trööt's retro -""comments or personal messages leads to a non -respective block of the affected account"
1084,1131,riemann.social,"Die Verbreitung von Fake-News und vergleichbaren, falschen Information führt ebenfalls zu einem sofortigen Block.",die verbreitung von fakenews und vergleichbaren falschen information führt ebenfalls zu einem sofortigen block,non-Englsih,The spread of Fakenews and comparable false information also leads to an immediate block
